FID,Id,ORIG_FID,typ,x,y
1223,0,2,glacier,527.8590088,-126.3960037
1224,0,2,glacier,528.6710205,-127.1299973
1225,0,2,glacier,529.4840088,-127.8629990
1226,0,2,glacier,530.2960205,-128.5970001
1227,0,2,glacier,531.1090088,-129.3309937
1228,0,2,glacier,531.9210205,-130.0650024
1229,0,2,glacier,532.7340088,-130.7989960
1230,0,2,glacier,533.4990234,-131.5760040
1231,0,2,glacier,534.1290283,-132.4709930
1232,0,2,glacier,534.7589722,-133.3670044
1233,0,2,glacier,535.3889771,-134.2619934
1234,0,2,glacier,536.0189819,-135.1569977
1235,0,2,glacier,536.6489868,-136.0529938
1236,0,2,glacier,537.3740234,-136.8650055
1237,0,2,glacier,538.1859741,-137.6000061
1238,0,2,glacier,538.9970093,-138.3350067
1239,0,2,glacier,539.8079834,-139.0700073
1240,0,2,glacier,540.6199951,-139.8049927
1241,0,2,glacier,541.4310303,-140.5410004
1242,0,2,glacier,542.2429810,-141.2760010
1243,0,3,mark,525.7340088,-359.0260010
1244,0,3,mark,525.8579712,-357.9379883
1245,0,3,mark,525.9810181,-356.8500061
1246,0,3,mark,526.1040039,-355.7619934
1247,0,3,mark,526.2269897,-354.6740112
1248,0,3,mark,526.3499756,-353.5859985
1249,0,3,mark,526.4739990,-352.4979858
1250,0,3,mark,526.5969849,-351.4100037
1251,0,3,mark,526.7199707,-350.3219910
1252,0,3,mark,526.8430176,-349.2340088
1253,0,3,mark,526.9660034,-348.1459961
1254,0,3,mark,527.0889893,-347.0580139
1255,0,3,mark,527.2130127,-345.9700012
1256,0,3,mark,527.3359985,-344.8819885
1257,0,3,mark,527.4589844,-343.7940063
1258,0,3,mark,527.5819702,-342.7059937
1259,0,3,mark,527.7050171,-341.6180115
1260,0,3,mark,527.8280029,-340.5299988
1261,0,3,mark,527.9520264,-339.4419861
1262,0,3,mark,528.0750122,-338.3540039
1263,0,3,mark,528.1979980,-337.2659912
1264,0,3,mark,528.3209839,-336.1780090
1265,0,3,mark,528.4439697,-335.0899963
1266,0,3,mark,528.5670166,-334.0020142
1267,0,3,mark,528.6909790,-332.9140015
1268,0,3,mark,528.8140259,-331.8259888
1269,0,3,mark,528.9370117,-330.7380066
1270,0,3,mark,529.0599976,-329.6499939
1271,0,3,mark,529.1829834,-328.5620117
1272,0,3,mark,529.3060303,-327.4739990
1273,0,3,mark,529.4299927,-326.3859863
1274,0,3,mark,529.5529785,-325.2980042
1275,0,3,mark,529.6760254,-324.2099915
1276,0,3,mark,529.7990112,-323.1220093
1277,0,3,mark,529.9219971,-322.0339966
1278,0,3,mark,530.0449829,-320.9460144
1279,0,3,mark,530.1690063,-319.8580017
1280,0,3,mark,530.2919922,-318.7699890
1281,0,3,mark,530.4149780,-317.6820068
1282,0,3,mark,530.5380249,-316.5939941
1283,0,3,mark,530.6610107,-315.5060120
1284,0,3,mark,530.7839966,-314.4179993
1285,0,3,mark,530.9080200,-313.3299866
1286,0,3,mark,531.0310059,-312.2420044
1287,0,3,mark,531.1539917,-311.1539917
1288,0,3,mark,531.2769775,-310.0660095
1289,0,3,mark,531.3619995,-308.9750061
1290,0,3,mark,531.4260254,-307.8819885
1291,0,3,mark,531.4890137,-306.7879944
1292,0,3,mark,531.5520020,-305.6950073
1293,0,3,mark,531.6160278,-304.6019897
1294,0,3,mark,531.6790161,-303.5090027
1295,0,3,mark,531.7429810,-302.4159851
1296,0,3,mark,531.8060303,-301.3229980
1297,0,3,mark,531.8690186,-300.2300110
1298,0,3,mark,531.9329834,-299.1369934
1299,0,3,mark,531.9959717,-298.0429993
1300,0,3,mark,532.0590210,-296.9500122
1301,0,3,mark,532.1229858,-295.8569946
1302,0,3,mark,532.1859741,-294.7640076
1303,0,3,mark,532.2500000,-293.6709900
1304,0,3,mark,532.3129883,-292.5780029
1305,0,3,mark,532.3759766,-291.4849854
1306,0,3,mark,532.4400024,-290.3919983
1307,0,3,mark,532.5029907,-289.2990112
1308,0,3,mark,532.5659790,-288.2049866
1309,0,3,mark,532.6300049,-287.1119995
1310,0,3,mark,532.6929932,-286.0190125
1311,0,3,mark,532.7559814,-284.9259949
1312,0,3,mark,532.8200073,-283.8330078
1313,0,3,mark,532.8829956,-282.7399902
1314,0,3,mark,532.9470215,-281.6470032
1315,0,3,mark,533.0100098,-280.5539856
1316,0,3,mark,533.0729980,-279.4609985
1317,0,3,mark,533.1370239,-278.3670044
1318,0,3,mark,533.2000122,-277.2739868
1319,0,3,mark,533.2630005,-276.1809998
1320,0,3,mark,533.3270264,-275.0880127
1321,0,3,mark,533.3900146,-273.9949951
1322,0,3,mark,533.4530029,-272.9020081
1323,0,3,mark,533.5170288,-271.8089905
1324,0,3,mark,533.5800171,-270.7160034
1325,0,3,mark,533.6439819,-269.6220093
1326,0,3,mark,533.7069702,-268.5289917
1327,0,3,mark,533.7700195,-267.4360046
1328,0,3,mark,533.8339844,-266.3429871
1329,0,3,mark,533.8969727,-265.2500000
1330,0,3,mark,533.9600220,-264.1570129
1331,0,3,mark,534.0239868,-263.0639954
1332,0,3,mark,534.0869751,-261.9710083
1333,0,3,mark,534.1510010,-260.8779907
1334,0,3,mark,534.2139893,-259.7839966
1335,0,3,mark,534.2769775,-258.6910095
1336,0,3,mark,534.3410034,-257.5979919
1337,0,3,mark,534.4039917,-256.5050049
1338,0,3,mark,534.4669800,-255.4120026
1339,0,3,mark,534.5310059,-254.3190002
1340,0,3,mark,534.5939941,-253.2259979
1341,0,3,mark,534.6580200,-252.1329956
1342,0,3,mark,534.7210083,-251.0399933
1343,0,3,mark,534.7839966,-249.9459991
1344,0,3,mark,534.8480225,-248.8529968
1345,0,3,mark,534.9110107,-247.7599945
1346,0,3,mark,534.9739990,-246.6670074
1347,0,3,mark,535.0380249,-245.5740051
1348,0,3,mark,535.1010132,-244.4810028
1349,0,3,mark,535.1939697,-243.3899994
1350,0,3,mark,535.3109741,-242.3009949
1351,0,3,mark,535.4270020,-241.2129974
1352,0,3,mark,535.5440063,-240.1239929
1353,0,3,mark,535.6610107,-239.0350037
1354,0,3,mark,535.7769775,-237.9470062
1355,0,3,mark,535.8939819,-236.8580017
1356,0,3,mark,536.0109863,-235.7689972
1357,0,3,mark,536.1270142,-234.6799927
1358,0,3,mark,536.2440186,-233.5919952
1359,0,3,mark,536.3610229,-232.5030060
1360,0,3,mark,536.4769897,-231.4140015
1361,0,3,mark,536.5939941,-230.3260040
1362,0,3,mark,536.7109985,-229.2369995
1363,0,3,mark,536.8270264,-228.1479950
1364,0,3,mark,536.9439697,-227.0590057
1365,0,3,mark,537.0609741,-225.9709930
1366,0,3,mark,537.1770020,-224.8820038
1367,0,3,mark,537.2940063,-223.7929993
1368,0,3,mark,537.4099731,-222.7039948
1369,0,3,mark,537.5269775,-221.6159973
1370,0,3,mark,537.6439819,-220.5269928
1371,0,3,mark,537.7600098,-219.4380035
1372,0,3,mark,537.8770142,-218.3500061
1373,0,3,mark,537.9940186,-217.2610016
1374,0,3,mark,538.1099854,-216.1719971
1375,0,3,mark,538.2269897,-215.0829926
1376,0,3,mark,538.3439941,-213.9949951
1377,0,3,mark,538.4600220,-212.9060059
1378,0,3,mark,538.5770264,-211.8170013
1379,0,3,mark,538.6939697,-210.7290039
1380,0,3,mark,538.8099976,-209.6399994
1381,0,3,mark,538.9270020,-208.5509949
1382,0,3,mark,539.0440063,-207.4620056
1383,0,3,mark,539.1599731,-206.3739929
1384,0,3,mark,539.2769775,-205.2850037
1385,0,3,mark,539.3930054,-204.1959991
1386,0,3,mark,539.5100098,-203.1069946
1387,0,3,mark,539.6270142,-202.0189972
1388,0,3,mark,539.7429810,-200.9299927
1389,0,3,mark,539.8599854,-199.8410034
1390,0,3,mark,539.9769897,-198.7530060
1391,0,3,mark,540.0930176,-197.6640015
1392,0,3,mark,540.2100220,-196.5749969
1393,0,3,mark,540.3270264,-195.4859924
1394,0,3,mark,540.4429932,-194.3979950
1395,0,3,mark,540.5599976,-193.3090057
1396,0,3,mark,540.6770020,-192.2200012
1397,0,3,mark,540.7930298,-191.1320038
1398,0,3,mark,540.8839722,-190.0410004
1399,0,3,mark,540.9580078,-188.9479980
1400,0,3,mark,541.0319824,-187.8560028
1401,0,3,mark,541.1069946,-186.7630005
1402,0,3,mark,541.1810303,-185.6710052
1403,0,3,mark,541.2550049,-184.5780029
1404,0,3,mark,541.3289795,-183.4859924
1405,0,3,mark,541.4030151,-182.3930054
1406,0,3,mark,541.4769897,-181.3009949
1407,0,3,mark,541.5510254,-180.2089996
1408,0,3,mark,541.6250000,-179.1159973
1409,0,3,mark,541.6989746,-178.0240021
1410,0,3,mark,541.7730103,-176.9309998
1411,0,3,mark,541.8469849,-175.8390045
1412,0,3,mark,541.9210205,-174.7460022
1413,0,3,mark,541.9949951,-173.6540070
1414,0,3,mark,542.0689697,-172.5619965
1415,0,3,mark,542.1430054,-171.4689941
1416,0,3,mark,542.2180176,-170.3769989
1417,0,3,mark,542.2919922,-169.2839966
1418,0,3,mark,542.3660278,-168.1920013
1419,0,3,mark,542.4400024,-167.0989990
1420,0,3,mark,542.5139771,-166.0070038
1421,0,3,mark,542.5880127,-164.9140015
1422,0,3,mark,542.6619873,-163.8220062
1423,0,3,mark,542.7360229,-162.7299957
1424,0,3,mark,542.9110107,-161.6490021
1425,0,3,mark,543.0980225,-160.5700073
1426,0,3,mark,543.2849731,-159.4909973
1427,0,3,mark,543.4710083,-158.4120026
1428,0,3,mark,543.6580200,-157.3339996
1429,0,3,mark,543.8449707,-156.2550049
1430,0,3,mark,544.0319824,-155.1759949
1431,0,3,mark,544.2180176,-154.0970001
1432,0,3,mark,544.4050293,-153.0180054
1433,0,3,mark,544.5919800,-151.9389954
1434,0,3,mark,544.7789917,-150.8600006
1435,0,3,mark,544.9650269,-149.7810059
1436,0,3,mark,545.1519775,-148.7019958
1437,0,3,mark,545.3389893,-147.6230011
1438,0,3,mark,545.5260010,-146.5440063
1439,0,3,mark,545.7119751,-145.4660034
1440,0,3,mark,545.8989868,-144.3869934
1441,0,3,mark,546.0859985,-143.3079987
1442,0,3,mark,546.2730103,-142.2290039
1443,0,3,mark,546.4589844,-141.1499939
1444,0,3,mark,546.6459961,-140.0709991
1445,0,3,mark,546.8330078,-138.9920044
1446,0,3,mark,547.0189819,-137.9129944
1447,0,3,mark,547.1690063,-136.8289948
1448,0,3,mark,547.3170166,-135.7440033
1449,0,3,mark,547.4650269,-134.6589966
1450,0,3,mark,547.6129761,-133.5740051
1451,0,3,mark,547.7609863,-132.4889984
1452,0,3,mark,547.9089966,-131.4040070
1453,0,3,mark,548.0570068,-130.3190002
1454,0,3,mark,548.2039795,-129.2339935
1455,0,3,mark,548.3519897,-128.1490021
1456,0,3,mark,548.5000000,-127.0640030
1457,0,3,mark,548.6480103,-125.9789963
1458,0,3,mark,548.7960205,-124.8939972
1459,0,3,mark,548.9439697,-123.8099976
1460,0,3,mark,549.0919800,-122.7249985
1461,0,3,mark,549.2399902,-121.6399994
1462,0,3,mark,549.3880005,-120.5550003
1463,0,3,mark,549.5360107,-119.4700012
1464,0,3,mark,549.6840210,-118.3850021
1465,0,3,mark,549.8319702,-117.3000031
1466,0,3,mark,550.0319824,-117.6419983
1467,0,3,mark,550.2589722,-118.7129974
1468,0,3,mark,550.4869995,-119.7839966
1469,0,3,mark,550.7139893,-120.8550034
1470,0,3,mark,550.9409790,-121.9260025
1471,0,3,mark,551.1680298,-122.9970016
1472,0,3,mark,551.3950195,-124.0690002
1473,0,3,mark,551.6229858,-125.1399994
1474,0,3,mark,551.8499756,-126.2109985
1475,0,3,mark,552.0770264,-127.2819977
1476,0,3,mark,552.3040161,-128.3529968
1477,0,3,mark,552.5310059,-129.4239960
1478,0,3,mark,552.7589722,-130.4949951
1479,0,3,mark,552.9860229,-131.5659943
1480,0,3,mark,553.2130127,-132.6380005
1481,0,3,mark,553.4390259,-133.7089996
1482,0,3,mark,553.6640015,-134.7799988
1483,0,3,mark,553.8900146,-135.8520050
1484,0,3,mark,554.1149902,-136.9230042
1485,0,3,mark,554.3410034,-137.9949951
1486,0,3,mark,554.5670166,-139.0659943
1487,0,3,mark,554.7919922,-140.1380005
1488,0,3,mark,555.0180054,-141.2089996
1489,0,3,mark,555.4569702,-142.1909943
1490,0,3,mark,556.0650024,-143.1020050
1491,0,3,mark,556.6719971,-144.0130005
1492,0,3,mark,557.2800293,-144.9239960
1493,0,3,mark,557.8870239,-145.8350067
1494,0,3,mark,558.4940186,-146.7460022
1495,0,3,mark,559.0189819,-147.6959991
1496,0,3,mark,559.3460083,-148.7409973
1497,0,3,mark,559.6729736,-149.7859955
1498,0,3,mark,559.9990234,-150.8320007
1499,0,3,mark,560.3259888,-151.8769989
1500,0,3,mark,560.6519775,-152.9219971
1501,0,3,mark,560.9790039,-153.9669952
1502,0,3,mark,561.3049927,-155.0119934
1503,0,3,mark,561.5560303,-156.0780029
1504,0,3,mark,561.8070068,-157.1439972
1505,0,3,mark,562.0570068,-158.2100067
1506,0,3,mark,562.3079834,-159.2760010
1507,0,3,mark,562.5590210,-160.3410034
1508,0,3,mark,562.8099976,-161.4069977
1509,0,3,mark,563.0609741,-162.4730072
1510,0,3,mark,563.4420166,-162.7030029
1511,0,3,mark,564.0050049,-161.7640076
1512,0,3,mark,564.5679932,-160.8249969
1513,0,3,mark,565.1320190,-159.8860016
1514,0,3,mark,565.6950073,-158.9479980
1515,0,3,mark,566.2579956,-158.0090027
1516,0,3,mark,566.8220215,-157.0700073
1517,0,3,mark,567.3850098,-156.1309967
1518,0,3,mark,567.5729980,-155.0690002
1519,0,3,mark,567.6749878,-153.9790039
1520,0,3,mark,567.7769775,-152.8880005
1521,0,3,mark,567.8800049,-151.7980042
1522,0,3,mark,567.9819946,-150.7079926
1523,0,3,mark,568.0839844,-149.6179962
1524,0,3,mark,568.1859741,-148.5279999
1525,0,3,mark,568.2890015,-147.4380035
1526,0,3,mark,568.3909912,-146.3470001
1527,0,3,mark,568.4929810,-145.2570038
1528,0,3,mark,568.5949707,-144.1670074
1529,0,3,mark,568.6970215,-143.0769958
1530,0,3,mark,568.7990112,-141.9869995
1531,0,3,mark,568.9019775,-140.8970032
1532,0,3,mark,568.9899902,-139.8049927
1533,0,3,mark,569.0770264,-138.7140045
1534,0,3,mark,569.1630249,-137.6219940
1535,0,3,mark,569.2490234,-136.5310059
1536,0,3,mark,569.3350220,-135.4389954
1537,0,3,mark,569.4210205,-134.3470001
1538,0,3,mark,569.5070190,-133.2559967
1539,0,3,mark,569.5939941,-132.1640015
1540,0,3,mark,569.6799927,-131.0729980
1541,0,3,mark,569.7659912,-129.9810028
1542,0,3,mark,569.8519897,-128.8899994
1543,0,3,mark,569.9379883,-127.7979965
1544,0,3,mark,570.0239868,-126.7070007
1545,0,3,mark,570.1110229,-125.6149979
1546,0,3,mark,570.1970215,-124.5230026
1547,0,3,mark,570.2830200,-123.4319992
1548,0,3,mark,570.5830078,-122.4540024
1549,0,3,mark,571.4379883,-121.7699966
1550,0,3,mark,572.2930298,-121.0859985
1551,0,3,mark,572.9669800,-121.2249985
1552,0,3,mark,573.4569702,-122.2040024
1553,0,3,mark,573.9459839,-123.1839981
1554,0,3,mark,574.4359741,-124.1630020
1555,0,3,mark,574.9260254,-125.1419983
1556,0,3,mark,575.4149780,-126.1220016
1557,0,3,mark,575.9050293,-127.1009979
1558,0,3,mark,576.3950195,-128.0809937
1559,0,3,mark,576.8850098,-129.0599976
1560,0,3,mark,577.3740234,-130.0390015
1561,0,3,mark,577.8640137,-131.0189972
1562,0,3,mark,578.3540039,-131.9980011
1563,0,3,mark,579.0390015,-132.8450012
1564,0,3,mark,579.7630005,-133.6660004
1565,0,3,mark,580.4879761,-134.4880066
1566,0,3,mark,581.2119751,-135.3090057
1567,0,3,mark,581.9370117,-136.1300049
1568,0,3,mark,582.6610107,-136.9510040
1569,0,3,mark,583.3850098,-137.7720032
1570,0,3,mark,584.1099854,-138.5930023
1571,0,3,mark,584.8339844,-139.4140015
1572,0,3,mark,585.5590210,-140.2350006
1573,0,3,mark,586.6220093,-140.0269928
1574,0,3,mark,587.6929932,-139.7980042
1575,0,3,mark,588.7630005,-139.5679932
1576,0,3,mark,589.8339844,-139.3390045
1577,0,3,mark,590.9050293,-139.1089935
1578,0,3,mark,591.9749756,-138.8800049
1579,0,3,mark,592.6409912,-138.1020050
1580,0,3,mark,593.1760254,-137.1459961
1581,0,3,mark,593.7109985,-136.1909943
1582,0,3,mark,594.2459717,-135.2350006
1583,0,3,mark,594.7810059,-134.2799988
1584,0,3,mark,595.3159790,-133.3249969
1585,0,3,mark,595.8510132,-132.3690033
1586,0,3,mark,596.3859863,-131.4140015
1587,0,3,mark,596.9210205,-130.4589996
1588,0,3,mark,597.4559937,-129.5030060
1589,0,3,mark,597.9910278,-128.5480042
1590,0,3,mark,598.5260010,-127.5930023
1591,0,3,mark,599.2210083,-127.0070038
1592,0,3,mark,600.2830200,-127.2730026
1593,0,3,mark,601.0819702,-127.8870010
1594,0,3,mark,601.6290283,-128.8359985
1595,0,3,mark,602.1760254,-129.7839966
1596,0,3,mark,602.7230225,-130.7330017
1597,0,3,mark,603.2709961,-131.6809998
1598,0,3,mark,603.8179932,-132.6300049
1599,0,3,mark,604.3649902,-133.5780029
1600,0,3,mark,604.9119873,-134.5260010
1601,0,3,mark,605.4589844,-135.4750061
1602,0,3,mark,606.0070190,-136.4230042
1603,0,3,mark,606.5540161,-137.3719940
1604,0,3,mark,607.1010132,-138.3200073
1605,0,3,mark,607.6480103,-139.2689972
1606,0,3,mark,608.1970215,-140.2160034
1607,0,3,mark,608.7490234,-141.1620026
1608,0,3,mark,609.3010254,-142.1069946
1609,0,3,mark,609.8519897,-143.0529938
1610,0,3,mark,610.4039917,-143.9989929
1611,0,3,mark,610.9559937,-144.9450073
1612,0,3,mark,611.5079956,-145.8910065
1613,0,3,mark,612.0590210,-146.8359985
1614,0,3,mark,612.6110229,-147.7819977
1615,0,3,mark,613.1630249,-148.7279968
1616,0,3,mark,613.7139893,-149.6739960
1617,0,3,mark,614.2659912,-150.6199951
1618,0,3,mark,614.7199707,-151.6069946
1619,0,3,mark,615.0209961,-152.6600037
1620,0,3,mark,615.3220215,-153.7129974
1621,0,3,mark,615.6229858,-154.7649994
1622,0,3,mark,615.9229736,-155.8179932
1623,0,3,mark,616.2239990,-156.8710022
1624,0,3,mark,616.5650024,-157.8930054
1625,0,3,mark,617.5189819,-158.4290009
1626,0,3,mark,618.4739990,-158.9660034
1627,0,3,mark,619.4279785,-159.5030060
1628,0,3,mark,620.3820190,-160.0399933
1629,0,3,mark,621.3369751,-160.5769958
1630,0,3,mark,622.2910156,-161.1130066
1631,0,3,mark,623.2449951,-161.6499939
1632,0,3,mark,624.1810303,-162.0760040
1633,0,3,mark,624.9080200,-161.2570038
1634,0,3,mark,625.6359863,-160.4389954
1635,0,3,mark,626.3629761,-159.6199951
1636,0,3,mark,627.0910034,-158.8020020
1637,0,3,mark,627.8179932,-157.9839935
1638,0,3,mark,628.5460205,-157.1649933
1639,0,3,mark,629.2730103,-156.3470001
1640,0,3,mark,630.0000000,-155.5290070
1641,0,3,mark,630.7280273,-154.7100067
1642,0,3,mark,631.4550171,-153.8919983
1643,0,3,mark,632.3129883,-153.9230042
1644,0,3,mark,633.2520142,-154.4869995
1645,0,3,mark,634.1420288,-155.0890045
1646,0,3,mark,634.4769897,-156.1309967
1647,0,3,mark,634.8120117,-157.1739960
1648,0,3,mark,635.1469727,-158.2160034
1649,0,3,mark,635.4819946,-159.2579956
1650,0,3,mark,635.8170166,-160.3009949
1651,0,3,mark,636.1519775,-161.3430023
1652,0,3,mark,636.4869995,-162.3860016
1653,0,3,mark,636.8220215,-163.4279938
1654,0,3,mark,637.1569824,-164.4709930
1655,0,3,mark,637.4929810,-165.5130005
1656,0,3,mark,637.8280029,-166.5549927
1657,0,3,mark,638.1630249,-167.5980072
1658,0,3,mark,638.6779785,-168.4969940
1659,0,3,mark,639.6170044,-169.0610046
1660,0,3,mark,640.5560303,-169.6239929
1661,0,3,mark,641.3460083,-169.1439972
1662,0,3,mark,642.0910034,-168.3419952
1663,0,3,mark,642.8369751,-167.5390015
1664,0,3,mark,643.5819702,-166.7369995
1665,0,3,mark,644.3270264,-165.9349976
1666,0,3,mark,645.0720215,-165.1320038
1667,0,3,mark,645.8170166,-164.3300018
1668,0,3,mark,646.5620117,-163.5279999
1669,0,3,mark,647.0349731,-162.5959930
1670,0,3,mark,647.1900024,-161.5119934
1671,0,3,mark,647.3449707,-160.4279938
1672,0,3,mark,647.5000000,-159.3439941
1673,0,3,mark,647.6550293,-158.2599945
1674,0,3,mark,647.8090210,-157.1759949
1675,0,3,mark,647.9639893,-156.0919952
1676,0,3,mark,648.1190186,-155.0079956
1677,0,3,mark,648.2739868,-153.9239960
1678,0,3,mark,648.4290161,-152.8399963
1679,0,3,mark,648.5839844,-151.7559967
1680,0,3,mark,648.7390137,-150.6719971
1681,0,3,mark,648.8629761,-149.5859985
1682,0,3,mark,648.8339844,-148.4920044
1683,0,3,mark,648.8049927,-147.3970032
1684,0,3,mark,648.7760010,-146.3029938
1685,0,3,mark,648.7470093,-145.2079926
1686,0,3,mark,648.7189941,-144.1139984
1687,0,3,mark,648.6900024,-143.0189972
1688,0,3,mark,648.6610107,-141.9239960
1689,0,3,mark,648.6320190,-140.8300018
1690,0,3,mark,648.6030273,-139.7350006
1691,0,3,mark,648.5750122,-138.6410065
1692,0,3,mark,648.5460205,-137.5460052
1693,0,3,mark,648.5170288,-136.4519958
1694,0,3,mark,648.4879761,-135.3569946
1695,0,3,mark,648.4589844,-134.2619934
1696,0,3,mark,648.4310303,-133.1679993
1697,0,3,mark,648.4019775,-132.0729980
1698,0,3,mark,648.4639893,-130.9819946
1699,0,3,mark,648.5770264,-129.8930054
1700,0,3,mark,648.6900024,-128.8040009
1701,0,3,mark,648.8020020,-127.7149963
1702,0,3,mark,648.9149780,-126.6259995
1703,0,3,mark,649.0280151,-125.5360031
1704,0,3,mark,649.1400146,-124.4469986
1705,0,3,mark,649.2529907,-123.3580017
1706,0,3,mark,649.3660278,-122.2689972
1707,0,3,mark,649.4780273,-121.1800003
1708,0,3,mark,649.5910034,-120.0910034
1709,0,3,mark,649.7039795,-119.0019989
1710,0,3,mark,649.8159790,-117.9130020
1711,0,3,mark,650.1649780,-116.8750000
1712,0,3,mark,650.5200195,-115.8399963
1713,0,3,mark,650.8759766,-114.8040009
1714,0,3,mark,651.2310181,-113.7679977
1715,0,3,mark,651.5859985,-112.7320023
1716,0,3,mark,651.9409790,-111.6969986
1717,0,3,mark,652.2960205,-110.6610031
1718,0,3,mark,652.6510010,-109.6250000
1719,0,3,mark,653.0059814,-108.5889969
1720,0,3,mark,653.3610229,-107.5540009
1721,0,3,mark,653.7169800,-106.5179977
1722,0,3,mark,654.0720215,-105.4820023
1723,0,3,mark,654.4270020,-104.4459991
1724,0,3,mark,654.7819824,-103.4100037
1725,0,3,mark,655.1370239,-102.3750000
1726,0,3,mark,655.4920044,-101.3389969
1727,0,3,mark,655.8469849,-100.3030014
1728,0,3,mark,656.2020264,-99.2674026
1729,0,3,mark,656.5570068,-98.2315979
1730,0,3,mark,656.9130249,-97.1959000
1731,0,3,mark,657.2680054,-96.1601028
1732,0,3,mark,657.6229858,-95.1242981
1733,0,3,mark,657.9780273,-94.0886002
1734,0,3,mark,658.3330078,-93.0528030
1735,0,3,mark,658.6879883,-92.0169983
1736,0,3,mark,659.0430298,-90.9813004
1737,0,3,mark,659.3980103,-89.9455032
1738,0,3,mark,659.7540283,-88.9096985
1739,0,3,mark,660.1090088,-87.8740005
1740,0,3,mark,660.4639893,-86.8382034
1741,0,3,mark,660.8189697,-85.8023987
1742,0,3,mark,661.1740112,-84.7667007
1743,0,3,mark,661.7550049,-85.2983017
1744,0,3,mark,662.3880005,-86.1919022
1745,0,3,mark,663.0209961,-87.0854034
1746,0,3,mark,663.6539917,-87.9788971
1747,0,3,mark,664.2860107,-88.8723984
1748,0,3,mark,664.9190063,-89.7658997
1749,0,3,mark,665.5520020,-90.6594009
1750,0,3,mark,666.1849976,-91.5529022
1751,0,3,mark,666.8179932,-92.4464035
1752,0,3,mark,667.4509888,-93.3398972
1753,0,3,mark,668.0839844,-94.2333984
1754,0,3,mark,668.7169800,-95.1268997
1755,0,3,mark,669.3590088,-95.9777985
1756,0,3,mark,670.3120117,-95.4390030
1757,0,3,mark,671.2659912,-94.9001999
1758,0,3,mark,672.2189941,-94.3615036
1759,0,3,mark,673.1719971,-93.8227005
1760,0,3,mark,674.1250000,-93.2838974
1761,0,3,mark,675.0789795,-92.7451019
1762,0,3,mark,676.0319824,-92.2062988
1763,0,3,mark,676.9849854,-91.6676025
1764,0,3,mark,677.9379883,-91.1287994
1765,0,3,mark,678.8909912,-90.5899963
1766,0,3,mark,679.8449707,-90.0512009
1767,0,3,mark,680.4910278,-89.2481003
1768,0,3,mark,680.8839722,-88.2260971
1769,0,3,mark,681.2780151,-87.2041016
1770,0,3,mark,681.6710205,-86.1821976
1771,0,3,mark,682.0640259,-85.1602020
1772,0,3,mark,682.4569702,-84.1381989
1773,0,3,mark,682.8499756,-83.1163025
1774,0,3,mark,683.2429810,-82.0942993
1775,0,3,mark,683.6359863,-81.0723038
1776,0,3,mark,684.0289917,-80.0503998
1777,0,3,mark,684.4219971,-79.0283966
1778,0,3,mark,684.8150024,-78.0064011
1779,0,3,mark,685.3460083,-77.8024979
1780,0,3,mark,686.0510254,-78.6399994
1781,0,3,mark,686.7559814,-79.4776001
1782,0,3,mark,687.4609985,-80.3151016
1783,0,3,mark,688.1669922,-81.1526031
1784,0,3,mark,688.8720093,-81.9901962
1785,0,3,mark,689.5770264,-82.8276978
1786,0,3,mark,690.2830200,-83.6652985
1787,0,3,mark,690.9879761,-84.5028000
1788,0,3,mark,691.6929932,-85.3403015
1789,0,3,mark,692.3980103,-86.1779022
1790,0,3,mark,693.3540039,-86.4389038
1791,0,3,mark,694.4470215,-86.3814011
1792,0,3,mark,695.5410156,-86.3237991
1793,0,3,mark,696.6339722,-86.2662964
1794,0,3,mark,697.7280273,-86.2087021
1795,0,3,mark,698.8209839,-86.1511993
1796,0,3,mark,699.9140015,-86.0935974
1797,0,3,mark,701.0079956,-86.0361023
1798,0,3,mark,702.0499878,-86.2005997
1799,0,3,mark,703.0050049,-86.7356033
1800,0,3,mark,703.9600220,-87.2705994
1801,0,3,mark,704.9160156,-87.8056030
1802,0,3,mark,705.8709717,-88.3405991
1803,0,3,mark,706.8259888,-88.8756027
1804,0,3,mark,707.7819824,-89.4105988
1805,0,3,mark,708.7369995,-89.9456024
1806,0,3,mark,709.6920166,-90.4805984
1807,0,3,mark,710.6480103,-91.0156021
1808,0,3,mark,711.6030273,-91.5505981
1809,0,3,mark,712.5579834,-92.0856018
1810,0,3,mark,713.5139771,-92.6205978
1811,0,3,mark,713.7210083,-93.6629028
1812,0,3,mark,713.8640137,-94.7483978
1813,0,3,mark,714.0070190,-95.8339996
1814,0,3,mark,714.1500244,-96.9196014
1815,0,3,mark,714.2930298,-98.0050964
1816,0,3,mark,714.4359741,-99.0906982
1817,0,3,mark,714.5800171,-100.1760025
1818,0,3,mark,714.7230225,-101.2620010
1819,0,3,mark,714.8660278,-102.3470001
1820,0,3,mark,715.0089722,-103.4329987
1821,0,3,mark,715.1519775,-104.5179977
1822,0,3,mark,715.2949829,-105.6039963
1823,0,3,mark,715.4379883,-106.6900024
1824,0,3,mark,715.5819702,-107.7750015
1825,0,3,mark,715.7249756,-108.8610001
1826,0,3,mark,715.8679810,-109.9459991
1827,0,3,mark,716.0109863,-111.0319977
1828,0,3,mark,716.1539917,-112.1169968
