FID,Id,ORIG_FID,typ,x,y
2685,0,7,fuffens,497.1130066,-276.2680054
2686,0,7,fuffens,497.1440125,-277.3619995
2687,0,7,fuffens,497.1759949,-278.4570007
2688,0,7,fuffens,497.2080078,-279.5509949
2689,0,7,fuffens,497.2399902,-280.6459961
2690,0,7,fuffens,497.2709961,-281.7399902
2691,0,7,fuffens,497.3030090,-282.8349915
2692,0,7,fuffens,497.3349915,-283.9289856
2693,0,7,fuffens,497.3659973,-285.0239868
2694,0,7,fuffens,497.3980103,-286.1180115
2695,0,7,fuffens,497.4299927,-287.2130127
2696,0,7,fuffens,497.4620056,-288.3070068
2697,0,7,fuffens,497.4930115,-289.4020081
2698,0,7,fuffens,497.5249939,-290.4960022
2699,0,7,fuffens,497.5570068,-291.5910034
2700,0,7,fuffens,497.5889893,-292.6849976
2701,0,7,fuffens,497.6199951,-293.7799988
2702,0,7,fuffens,497.6520081,-294.8739929
2703,0,7,fuffens,497.6839905,-295.9689941
2704,0,8,fuffens,748.1439819,-258.5039978
2705,0,8,fuffens,748.4979858,-257.4679871
2706,0,8,fuffens,748.8519897,-256.4320068
2707,0,8,fuffens,749.2059937,-255.3950043
2708,0,8,fuffens,749.5599976,-254.3589935
2709,0,8,fuffens,749.9140015,-253.3229980
2710,0,8,fuffens,750.2670288,-252.2870026
2711,0,8,fuffens,750.6209717,-251.2500000
2712,0,8,fuffens,750.9749756,-250.2140045
2713,0,8,fuffens,751.3289795,-249.1779938
2714,0,8,fuffens,751.6829834,-248.1419983
2715,0,8,fuffens,752.0360107,-247.1060028
2716,0,8,fuffens,752.3900146,-246.0690002
2717,0,8,fuffens,752.7440186,-245.0330048
2718,0,8,fuffens,753.0980225,-243.9969940
2719,0,8,fuffens,753.4520264,-242.9609985
2720,0,8,fuffens,753.8060303,-241.9250031
2721,0,8,fuffens,754.1589966,-240.8880005
2722,0,8,fuffens,754.4920044,-239.8459930
2723,0,8,fuffens,754.7199707,-238.7749939
2724,0,8,fuffens,754.9479980,-237.7039948
2725,0,8,fuffens,755.1749878,-236.6329956
2726,0,8,fuffens,755.4030151,-235.5619965
2727,0,8,fuffens,755.6309814,-234.4909973
2728,0,8,fuffens,755.8590088,-233.4199982
2729,0,8,fuffens,756.0869751,-232.3489990
2730,0,8,fuffens,756.3150024,-231.2779999
2731,0,8,fuffens,756.5430298,-230.2070007
2732,0,8,fuffens,756.7709961,-229.1360016
2733,0,8,fuffens,756.9979858,-228.0659943
2734,0,8,fuffens,757.2260132,-226.9949951
2735,0,8,fuffens,757.4539795,-225.9239960
2736,0,8,fuffens,757.6820068,-224.8529968
2737,0,8,fuffens,757.9099731,-223.7819977
2738,0,8,fuffens,758.1380005,-222.7109985
2739,0,8,fuffens,758.3660278,-221.6399994
2740,0,8,fuffens,758.5930176,-220.5690002
2741,0,8,fuffens,758.8209839,-219.4980011
2742,0,8,fuffens,759.0490112,-218.4270020
2743,0,8,fuffens,759.3640137,-217.3880005
2744,0,8,fuffens,759.8959961,-216.4309998
2745,0,8,fuffens,760.4270020,-215.4739990
2746,0,8,fuffens,760.9589844,-214.5169983
2747,0,8,fuffens,761.4910278,-213.5599976
2748,0,8,fuffens,762.0230103,-212.6020050
2749,0,8,fuffens,762.5540161,-211.6450043
2750,0,8,fuffens,763.0859985,-210.6880035
2751,0,8,fuffens,763.6179810,-209.7310028
2752,0,8,fuffens,764.1500244,-208.7740021
2753,0,8,fuffens,764.6810303,-207.8170013
2754,0,8,fuffens,765.2130127,-206.8589935
2755,0,8,fuffens,765.7449951,-205.9019928
2756,0,8,fuffens,766.2769775,-204.9450073
2757,0,8,fuffens,766.8209839,-205.6300049
2758,0,8,fuffens,767.3670044,-206.5789948
2759,0,8,fuffens,767.9140015,-207.5279999
2760,0,8,fuffens,768.4600220,-208.4770050
2761,0,8,fuffens,769.0059814,-209.4259949
2762,0,8,fuffens,769.5529785,-210.3739929
2763,0,8,fuffens,770.0989990,-211.3229980
2764,0,8,fuffens,770.6450195,-212.2720032
2765,0,8,fuffens,771.1920166,-213.2209930
2766,0,8,fuffens,771.7379761,-214.1699982
2767,0,8,fuffens,772.2839966,-215.1190033
2768,0,8,fuffens,772.8309937,-216.0679932
2769,0,8,fuffens,773.3770142,-217.0169983
2770,0,8,fuffens,773.9229736,-217.9660034
2771,0,8,fuffens,774.4699707,-218.9149933
2772,0,8,fuffens,775.0159912,-219.8639984
2773,0,8,fuffens,775.4890137,-220.8439941
2774,0,8,fuffens,775.7969971,-221.8950043
2775,0,8,fuffens,776.1060181,-222.9450073
2776,0,8,fuffens,776.4149780,-223.9960022
2777,0,8,fuffens,776.7239990,-225.0460052
2778,0,8,fuffens,777.0330200,-226.0959930
2779,0,8,fuffens,777.3419800,-227.1470032
2780,0,8,fuffens,777.6510010,-228.1970062
2781,0,8,fuffens,777.9600220,-229.2480011
2782,0,8,fuffens,778.2689819,-230.2980042
2783,0,8,fuffens,778.5780029,-231.3489990
2784,0,8,fuffens,778.8870239,-232.3990021
2785,0,8,fuffens,779.1959839,-233.4499969
2786,0,8,fuffens,779.5050049,-234.5000000
2787,0,8,fuffens,779.8140259,-235.5509949
2788,0,8,fuffens,780.1229858,-236.6009979
2789,0,8,fuffens,780.4320068,-237.6510010
2790,0,8,fuffens,780.7410278,-238.7019958
2791,0,8,fuffens,781.0499878,-239.7519989
2792,0,8,fuffens,781.3590088,-240.8029938
2793,0,8,fuffens,781.6680298,-241.8529968
2794,0,8,fuffens,781.9769897,-242.9040070
2795,0,8,fuffens,782.2860107,-243.9539948
2796,0,8,fuffens,782.6439819,-244.9839935
2797,0,8,fuffens,783.1900024,-245.9329987
2798,0,8,fuffens,783.7360229,-246.8820038
2799,0,8,fuffens,784.2830200,-247.8300018
2800,0,8,fuffens,784.8289795,-248.7790070
2801,0,8,fuffens,785.3750000,-249.7279968
2802,0,8,fuffens,785.9219971,-250.6770020
2803,0,8,fuffens,786.4680176,-251.6260071
2804,0,8,fuffens,787.0139771,-252.5749969
2805,0,8,fuffens,787.5609741,-253.5240021
2806,0,8,fuffens,788.1069946,-254.4730072
2807,0,8,fuffens,788.6530151,-255.4219971
2808,0,8,fuffens,789.2000122,-256.3710022
2809,0,8,fuffens,789.7459717,-257.3200073
2810,0,8,fuffens,790.2919922,-258.2680054
2811,0,8,fuffens,790.8389893,-259.2170105
2812,0,8,fuffens,791.3850098,-260.1659851
2813,0,8,fuffens,791.9180298,-261.1220093
2814,0,8,fuffens,792.4450073,-262.0830078
2815,0,8,fuffens,792.9710083,-263.0429993
2816,0,8,fuffens,793.4979858,-264.0029907
2817,0,8,fuffens,794.0239868,-264.9630127
2818,0,8,fuffens,794.5510254,-265.9230042
2819,0,8,fuffens,795.0770264,-266.8829956
2820,0,8,fuffens,795.6040039,-267.8429871
2821,0,8,fuffens,796.1300049,-268.8030090
2822,0,8,fuffens,796.6569824,-269.7630005
2823,0,8,fuffens,797.1829834,-270.7229919
2824,0,8,fuffens,797.7100220,-271.6830139
2825,0,8,fuffens,798.2360229,-272.6430054
2826,0,8,fuffens,798.7630005,-273.6029968
2827,0,8,fuffens,799.2890015,-274.5629883
2828,0,8,fuffens,799.7609863,-275.5469971
2829,0,8,fuffens,800.0980225,-276.5889893
2830,0,8,fuffens,800.4359741,-277.6300049
2831,0,8,fuffens,800.7730103,-278.6719971
2832,0,8,fuffens,801.1110229,-279.7139893
2833,0,8,fuffens,801.4479980,-280.7550049
2834,0,8,fuffens,801.7849731,-281.7969971
2835,0,8,fuffens,802.1229858,-282.8389893
2836,0,8,fuffens,802.4600220,-283.8800049
2837,0,8,fuffens,802.7979736,-284.9219971
2838,0,8,fuffens,803.1350098,-285.9639893
2839,0,8,fuffens,803.4730225,-287.0050049
2840,0,8,fuffens,803.8099976,-288.0469971
2841,0,8,fuffens,804.1480103,-289.0889893
2842,0,8,fuffens,804.4849854,-290.1300049
2843,0,8,fuffens,804.8220215,-291.1719971
2844,0,8,fuffens,805.1599731,-292.2139893
2845,0,8,fuffens,805.4970093,-293.2550049
2846,0,8,fuffens,805.8350220,-294.2969971
2847,0,8,fuffens,806.1719971,-295.3389893
2848,0,8,fuffens,806.5100098,-296.3800049
2849,0,8,fuffens,806.8469849,-297.4219971
2850,0,8,fuffens,807.1849976,-298.4639893
2851,0,8,fuffens,807.5219727,-299.5050049
2852,0,8,fuffens,807.8590088,-300.5469971
2853,0,8,fuffens,808.1970215,-301.5889893
2854,0,8,fuffens,808.5339966,-302.6300049
2855,0,8,fuffens,808.8720093,-303.6719971
2856,0,8,fuffens,809.2089844,-304.7139893
2857,0,8,fuffens,809.5469971,-305.7550049
2858,0,8,fuffens,809.8839722,-306.7969971
2859,0,8,fuffens,810.2210083,-307.8389893
2860,0,8,fuffens,810.5590210,-308.8800049
2861,0,9,glacier,1344.5899658,-88.4000015
2862,0,9,glacier,1345.4699707,-87.7482986
2863,0,9,glacier,1346.3499756,-87.0964966
2864,0,9,glacier,1347.2299805,-86.4448013
2865,0,9,glacier,1348.1099854,-85.7929993
2866,0,9,glacier,1348.9899902,-85.1412964
2867,0,9,glacier,1349.8699951,-84.4895020
2868,0,9,glacier,1350.7500000,-83.8377991
2869,0,9,glacier,1351.6300049,-83.1859970
2870,0,9,glacier,1352.5100098,-82.5343018
2871,0,9,glacier,1353.3900146,-81.8825989
2872,0,9,glacier,1354.2700195,-81.2307968
2873,0,9,glacier,1355.1400146,-80.5791016
2874,0,9,glacier,1356.0200195,-79.9272995
2875,0,9,glacier,1356.9000244,-79.2755966
2876,0,9,glacier,1357.7800293,-78.6238022
2877,0,9,glacier,1358.6600342,-77.9720993
2878,0,9,glacier,1359.5400391,-77.3202972
2879,0,9,glacier,1360.4799805,-76.7475967
2880,0,9,glacier,1361.4200439,-76.2017975
2881,0,9,glacier,1362.3699951,-75.6559982
2882,0,9,glacier,1363.3199463,-75.1101990
2883,0,9,glacier,1364.2700195,-74.5643997
2884,0,9,glacier,1365.2199707,-74.0186005
2885,0,9,glacier,1366.1700439,-73.4728012
2886,0,9,glacier,1367.1199951,-72.9270020
2887,0,9,glacier,1368.0699463,-72.3812027
2888,0,9,glacier,1369.0200195,-71.8354034
2889,0,9,glacier,1369.9699707,-71.2895966
2890,0,9,glacier,1370.9200439,-70.7437973
2891,0,9,glacier,1371.8599854,-70.1829987
2892,0,9,glacier,1372.7600098,-69.5668030
2893,0,9,glacier,1373.6700439,-68.9505997
2894,0,9,glacier,1374.5699463,-68.3343964
2895,0,9,glacier,1375.4799805,-67.7181015
2896,0,9,glacier,1376.3800049,-67.1018982
2897,0,9,glacier,1377.2900391,-66.4857025
2898,0,9,glacier,1378.1899414,-65.8694000
2899,0,9,glacier,1379.0999756,-65.2531967
2900,0,9,glacier,1380.0000000,-64.6370010
2901,0,9,glacier,1380.9100342,-64.0207977
2902,0,9,glacier,1381.8100586,-63.4044991
2903,0,9,glacier,1382.7199707,-62.7882996
2904,0,9,glacier,1383.6199951,-62.1721001
2905,0,9,glacier,1384.5300293,-61.5558014
2906,0,9,glacier,1385.4300537,-60.9396019
2907,0,9,glacier,1386.3599854,-60.3638992
2908,0,9,glacier,1387.3000488,-59.8005981
2909,0,9,glacier,1388.2399902,-59.2372017
2910,0,9,glacier,1389.1800537,-58.6739006
2911,0,9,glacier,1390.1199951,-58.1105003
2912,0,9,glacier,1391.0600586,-57.5471992
2913,0,9,glacier,1392.0000000,-56.9837990
2914,0,9,glacier,1392.9399414,-56.4205017
2915,0,9,glacier,1393.9499512,-56.0209007
2916,0,9,glacier,1394.9799805,-55.6509018
2917,0,9,glacier,1396.0100098,-55.2809982
2918,0,9,glacier,1397.0400391,-54.9110985
2919,0,9,glacier,1398.0799561,-54.5410995
2920,0,9,glacier,1399.1099854,-54.1711998
2921,0,9,glacier,1400.1400146,-53.8012009
2922,0,9,glacier,1401.1700439,-53.4313011
2923,0,9,glacier,1402.1999512,-53.0612984
2924,0,9,glacier,1403.2299805,-52.6913986
2925,0,9,glacier,1404.2600098,-52.3213997
2926,0,9,glacier,1405.2900391,-51.9547997
2927,0,9,glacier,1406.3199463,-51.5903015
2928,0,9,glacier,1407.3599854,-51.2258987
2929,0,9,glacier,1408.3900146,-50.8614998
2930,0,9,glacier,1409.4200439,-50.4971008
2931,0,9,glacier,1410.4599609,-50.1539993
2932,0,9,glacier,1411.5000000,-49.8202019
2933,0,9,glacier,1412.5500488,-49.4864998
2934,0,9,glacier,1413.5899658,-49.1528015
2935,0,9,glacier,1414.6300049,-48.8190994
2936,0,9,glacier,1415.6700439,-48.4854012
2937,0,9,glacier,1416.7199707,-48.1516991
2938,0,9,glacier,1417.7800293,-48.1341019
2939,0,9,glacier,1418.8499756,-48.3613014
2940,0,9,glacier,1419.9200439,-48.5885010
2941,0,9,glacier,1420.9899902,-48.8157005
2942,0,9,glacier,1422.0600586,-49.0429001
2943,0,9,glacier,1423.1300049,-49.2700996
2944,0,9,glacier,1424.1999512,-49.4973984
2945,0,9,glacier,1425.2700195,-49.7246017
2946,0,9,glacier,1426.3499756,-49.9518013
2947,0,9,glacier,1427.4000244,-50.2370987
2948,0,9,glacier,1428.4300537,-50.6095009
2949,0,9,glacier,1429.4599609,-50.9818993
2950,0,9,glacier,1430.4899902,-51.3544006
2951,0,9,glacier,1431.5200195,-51.7267990
2952,0,9,glacier,1432.5500488,-52.0992012
2953,0,9,glacier,1433.5799561,-52.4716988
2954,0,9,glacier,1434.6099854,-52.8441010
2955,0,9,glacier,1435.6400146,-53.2164993
2956,0,9,glacier,1436.6700439,-53.5890007
2957,0,9,glacier,1437.6999512,-53.9613991
2958,0,9,glacier,1438.7299805,-54.3338013
2959,0,9,glacier,1439.7600098,-54.7062988
2960,0,9,glacier,1440.7900391,-55.0787010
2961,0,9,glacier,1441.7700195,-55.5476990
2962,0,9,glacier,1442.7500000,-56.0373993
2963,0,9,glacier,1443.7299805,-56.5270004
2964,0,9,glacier,1444.7099609,-57.0167007
2965,0,9,glacier,1445.4499512,-57.7671013
2966,0,9,glacier,1446.0000000,-58.7128983
2967,0,9,glacier,1446.5500488,-59.6586990
2968,0,9,glacier,1447.0999756,-60.6044998
2969,0,9,glacier,1447.6500244,-61.5503006
2970,0,9,glacier,1448.2099609,-62.4961014
2971,0,9,glacier,1448.7600098,-63.4418983
2972,0,9,glacier,1449.3000488,-64.3899002
2973,0,9,glacier,1449.6600342,-65.4250031
2974,0,9,glacier,1450.0200195,-66.4601974
2975,0,9,glacier,1450.3699951,-67.4953003
2976,0,9,glacier,1450.7299805,-68.5304031
2977,0,9,glacier,1451.0899658,-69.5655975
2978,0,9,glacier,1451.4499512,-70.6007004
2979,0,9,glacier,1451.8000488,-71.6358032
2980,0,9,glacier,1452.1600342,-72.6709976
2981,0,9,glacier,1452.5200195,-73.7061005
2982,0,9,glacier,1452.8699951,-74.7412033
2983,0,9,glacier,1453.2299805,-75.7763977
2984,0,9,glacier,1453.5899658,-76.8115005
2985,0,9,glacier,1453.9399414,-77.8467026
2986,0,9,glacier,1454.3000488,-78.8817978
2987,0,9,glacier,1454.6600342,-79.9169006
2988,0,9,glacier,1455.0200195,-80.9521027
2989,0,9,glacier,1455.3599854,-81.9917984
2990,0,9,glacier,1455.6800537,-83.0397034
2991,0,9,glacier,1455.9899902,-84.0876007
2992,0,9,glacier,1456.3100586,-85.1354980
2993,0,9,glacier,1456.6300049,-86.1834030
2994,0,9,glacier,1456.9499512,-87.2313004
2995,0,9,glacier,1457.2600098,-88.2791977
2996,0,9,glacier,1457.5799561,-89.3271027
2997,0,9,glacier,1457.9000244,-90.3750000
2998,0,9,glacier,1458.2199707,-91.4227982
2999,0,9,glacier,1458.5300293,-92.4707031
3000,0,9,glacier,1458.8499756,-93.5186005
3001,0,9,glacier,1459.1700439,-94.5664978
3002,0,9,glacier,1459.4899902,-95.6144028
3003,0,9,glacier,1459.8000488,-96.6623001
3004,0,9,glacier,1460.1199951,-97.7101974
3005,0,9,glacier,1460.4399414,-98.7581024
3006,0,9,glacier,1460.7600098,-99.8059998
3007,0,9,glacier,1461.0699463,-100.8539963
3008,0,9,glacier,1461.3399658,-101.9150009
3009,0,9,glacier,1461.5799561,-102.9840012
3010,0,9,glacier,1461.8100586,-104.0540009
3011,0,9,glacier,1462.0500488,-105.1230011
3012,0,9,glacier,1462.2800293,-106.1920013
3013,0,9,glacier,1462.5200195,-107.2610016
3014,0,9,glacier,1462.7600098,-108.3300018
3015,0,9,glacier,1462.9899902,-109.4000015
3016,0,9,glacier,1463.2299805,-110.4690018
3017,0,9,glacier,1463.4599609,-111.5380020
3018,0,9,glacier,1463.6999512,-112.6070023
3019,0,9,glacier,1463.9399414,-113.6760025
3020,0,9,glacier,1464.1700439,-114.7460022
3021,0,9,glacier,1464.4100342,-115.8150024
3022,0,9,glacier,1464.6500244,-116.8840027
3023,0,9,glacier,1464.8800049,-117.9530029
3024,0,9,glacier,1465.1199951,-119.0220032
3025,0,9,glacier,1465.3499756,-120.0920029
3026,0,9,glacier,1465.5899658,-121.1610031
3027,0,9,glacier,1465.8299561,-122.2300034
3028,0,9,glacier,1466.0600586,-123.2990036
3029,0,9,glacier,1466.2800293,-124.3720016
3030,0,9,glacier,1466.4300537,-125.4570007
3031,0,9,glacier,1466.5699463,-126.5419998
3032,0,9,glacier,1466.7199707,-127.6269989
3033,0,9,glacier,1466.8699951,-128.7120056
3034,0,9,glacier,1467.0100098,-129.7969971
3035,0,9,glacier,1467.1600342,-130.8820038
3036,0,9,glacier,1467.3100586,-131.9669952
3037,0,9,glacier,1467.4599609,-133.0520020
3038,0,9,glacier,1467.5999756,-134.1369934
3039,0,9,glacier,1467.7500000,-135.2220001
3040,0,9,glacier,1467.9000244,-136.3070068
3041,0,9,glacier,1468.0400391,-137.3919983
3042,0,9,glacier,1468.1899414,-138.4770050
3043,0,9,glacier,1468.3399658,-139.5619965
3044,0,9,glacier,1468.4899902,-140.6470032
3045,0,9,glacier,1468.6300049,-141.7319946
3046,0,9,glacier,1468.7800293,-142.8170013
3047,0,9,glacier,1468.9300537,-143.9019928
3048,0,9,glacier,1469.0799561,-144.9869995
3049,0,9,glacier,1469.2199707,-146.0720062
3050,0,9,glacier,1469.3699951,-147.1569977
3051,0,9,glacier,1469.5200195,-148.2409973
3052,0,9,glacier,1469.6700439,-149.3260040
3053,0,9,glacier,1469.8199463,-150.4109955
3054,0,9,glacier,1469.9599609,-151.4960022
3055,0,9,glacier,1470.1099854,-152.5809937
3056,0,9,glacier,1470.2600098,-153.6660004
3057,0,9,glacier,1470.4100342,-154.7510071
3058,0,9,glacier,1470.5600586,-155.8359985
3059,0,9,glacier,1470.6999512,-156.9210052
3060,0,9,glacier,1470.8499756,-158.0059967
3061,0,9,glacier,1471.0000000,-159.0910034
3062,0,9,glacier,1471.1500244,-160.1750031
3063,0,9,glacier,1471.3000488,-161.2599945
3064,0,9,glacier,1471.4599609,-162.3430023
3065,0,9,glacier,1471.6199951,-163.4259949
3066,0,9,glacier,1471.7800293,-164.5090027
3067,0,9,glacier,1471.9499512,-165.5910034
3068,0,9,glacier,1472.1099854,-166.6739960
3069,0,9,glacier,1472.2700195,-167.7570038
3070,0,9,glacier,1472.4399414,-168.8399963
3071,0,9,glacier,1472.5999756,-169.9219971
3072,0,9,glacier,1472.7600098,-171.0050049
3073,0,9,glacier,1472.9300537,-172.0879974
3074,0,9,glacier,1473.0899658,-173.1710052
3075,0,9,glacier,1473.2500000,-174.2530060
3076,0,9,glacier,1473.4200439,-175.3359985
3077,0,9,glacier,1473.5799561,-176.4190063
3078,0,9,glacier,1473.7399902,-177.5010071
3079,0,9,glacier,1473.9100342,-178.5839996
3080,0,9,glacier,1474.0699463,-179.6670074
3081,0,9,glacier,1474.2299805,-180.7500000
3082,0,9,glacier,1474.4000244,-181.8320007
3083,0,9,glacier,1474.5600586,-182.9149933
3084,0,9,glacier,1474.7700195,-183.9889984
3085,0,9,glacier,1474.9899902,-185.0619965
3086,0,9,glacier,1475.2099609,-186.1349945
3087,0,9,glacier,1475.4200439,-187.2079926
3088,0,9,glacier,1475.6400146,-188.2810059
3089,0,9,glacier,1475.8599854,-189.3540039
3090,0,9,glacier,1476.0799561,-190.4270020
3091,0,9,glacier,1476.3000488,-191.5000000
3092,0,9,glacier,1476.5200195,-192.5729980
3093,0,9,glacier,1476.7299805,-193.6459961
3094,0,9,glacier,1476.9499512,-194.7189941
3095,0,9,glacier,1477.1700439,-195.7920074
3096,0,9,glacier,1477.3900146,-196.8650055
3097,0,9,glacier,1477.6099854,-197.9380035
3098,0,9,glacier,1477.8299561,-199.0110016
3099,0,9,glacier,1478.0400391,-200.0839996
3100,0,9,glacier,1478.2600098,-201.1580048
3101,0,9,glacier,1478.4599609,-202.2330017
3102,0,9,glacier,1478.6700439,-203.3090057
3103,0,9,glacier,1478.8800049,-204.3840027
3104,0,9,glacier,1479.0799561,-205.4589996
3105,0,9,glacier,1479.2900391,-206.5339966
3106,0,9,glacier,1479.5000000,-207.6089935
3107,0,9,glacier,1479.6999512,-208.6849976
3108,0,9,glacier,1479.9100342,-209.7599945
3109,0,9,glacier,1480.1199951,-210.8350067
3110,0,9,glacier,1480.3299561,-211.9100037
3111,0,9,glacier,1480.5300293,-212.9850006
3112,0,10,mark,1349.9599609,-117.3639984
3113,0,10,mark,1350.1999512,-118.4319992
3114,0,10,mark,1350.4499512,-119.4990005
3115,0,10,mark,1350.6899414,-120.5670013
3116,0,10,mark,1350.9300537,-121.6340027
3117,0,10,mark,1351.1800537,-122.7020035
3118,0,10,mark,1351.4200439,-123.7689972
3119,0,10,mark,1351.6600342,-124.8369980
3120,0,10,mark,1351.9100342,-125.9039993
3121,0,10,mark,1352.1500244,-126.9720001
3122,0,10,mark,1352.4000244,-128.0390015
3123,0,10,mark,1352.6400146,-129.1069946
3124,0,10,mark,1352.8800049,-130.1739960
3125,0,10,mark,1353.1300049,-131.2420044
3126,0,10,mark,1353.3699951,-132.3090057
3127,0,10,mark,1353.6099854,-133.3760071
3128,0,10,mark,1353.8599854,-134.4440002
3129,0,10,mark,1354.0999756,-135.5110016
3130,0,10,mark,1354.3399658,-136.5789948
3131,0,10,mark,1354.5899658,-137.6459961
3132,0,10,mark,1354.8299561,-138.7140045
3133,0,10,mark,1355.0799561,-139.7810059
3134,0,10,mark,1355.3199463,-140.8489990
3135,0,10,mark,1355.5600586,-141.9160004
3136,0,10,mark,1355.8100586,-142.9839935
3137,0,10,mark,1356.0799561,-144.0440063
3138,0,10,mark,1356.4000244,-145.0910034
3139,0,10,mark,1356.7199707,-146.1390076
3140,0,10,mark,1357.0400391,-147.1860046
3141,0,10,mark,1357.3599854,-148.2330017
3142,0,10,mark,1357.6800537,-149.2810059
3143,0,10,mark,1358.0000000,-150.3280029
3144,0,10,mark,1358.3100586,-151.3750000
3145,0,10,mark,1358.6300049,-152.4219971
3146,0,10,mark,1358.9499512,-153.4700012
3147,0,10,mark,1359.2700195,-154.5169983
3148,0,10,mark,1359.5899658,-155.5639954
3149,0,10,mark,1359.9100342,-156.6119995
3150,0,10,mark,1360.2299805,-157.6589966
3151,0,10,mark,1360.5500488,-158.7059937
3152,0,10,mark,1360.8699951,-159.7530060
3153,0,10,mark,1361.1899414,-160.8009949
3154,0,10,mark,1361.4599609,-161.8600006
3155,0,10,mark,1361.7099609,-162.9270020
3156,0,10,mark,1361.9599609,-163.9940033
3157,0,10,mark,1362.1999512,-165.0610046
3158,0,10,mark,1362.4499512,-166.1280060
3159,0,10,mark,1362.6999512,-167.1950073
3160,0,10,mark,1362.9399414,-168.2619934
3161,0,10,mark,1363.1899414,-169.3280029
3162,0,10,mark,1363.4300537,-170.3950043
3163,0,10,mark,1363.6800537,-171.4620056
3164,0,10,mark,1363.9300537,-172.5290070
3165,0,10,mark,1364.2299805,-173.5820007
3166,0,10,mark,1364.5400391,-174.6300049
3167,0,10,mark,1364.8599854,-175.6770020
3168,0,10,mark,1365.1800537,-176.7250061
3169,0,10,mark,1365.5000000,-177.7729950
3170,0,10,mark,1365.8199463,-178.8209991
3171,0,10,mark,1366.1300049,-179.8679962
3172,0,10,mark,1366.4499512,-180.9160004
3173,0,10,mark,1366.7700195,-181.9640045
3174,0,10,mark,1367.0899658,-183.0119934
3175,0,10,mark,1367.4100342,-184.0590057
3176,0,10,mark,1367.7299805,-185.1069946
3177,0,10,mark,1368.0400391,-186.1549988
3178,0,10,mark,1368.3599854,-187.2030029
3179,0,10,mark,1368.6800537,-188.2500000
3180,0,10,mark,1369.0000000,-189.2980042
3181,0,10,mark,1369.2399902,-190.3639984
3182,0,10,mark,1369.4799805,-191.4340057
3183,0,10,mark,1369.7099609,-192.5039978
3184,0,10,mark,1369.9399414,-193.5740051
3185,0,10,mark,1370.1800537,-194.6439972
3186,0,10,mark,1370.4100342,-195.7140045
3187,0,10,mark,1370.6400146,-196.7830048
3188,0,10,mark,1370.8800049,-197.8529968
3189,0,10,mark,1371.1099854,-198.9230042
3190,0,10,mark,1371.3399658,-199.9929962
3191,0,10,mark,1371.5799561,-201.0630035
3192,0,10,mark,1371.8100586,-202.1329956
3193,0,10,mark,1372.0400391,-203.2019958
3194,0,10,mark,1372.2700195,-204.2720032
3195,0,10,mark,1372.5100098,-205.3419952
3196,0,10,mark,1372.7399902,-206.4120026
3197,0,10,mark,1372.9699707,-207.4819946
3198,0,10,mark,1373.2099609,-208.5520020
3199,0,10,mark,1373.5300293,-208.5919952
3200,0,10,mark,1373.9300537,-207.5749969
3201,0,10,mark,1374.3399658,-206.5590057
3202,0,10,mark,1374.7500000,-205.5420074
3203,0,10,mark,1375.1500244,-204.5249939
3204,0,10,mark,1375.5600586,-203.5090027
3205,0,10,mark,1375.9699707,-202.4920044
3206,0,10,mark,1376.3699951,-201.4750061
3207,0,10,mark,1376.7800293,-200.4589996
3208,0,10,mark,1377.1899414,-199.4420013
3209,0,10,mark,1377.5899658,-198.4250031
3210,0,10,mark,1378.0000000,-197.4089966
3211,0,10,mark,1378.3599854,-196.3750000
3212,0,10,mark,1378.6999512,-195.3359985
3213,0,10,mark,1379.0500488,-194.2969971
3214,0,10,mark,1379.4000244,-193.2579956
3215,0,10,mark,1379.7399902,-192.2200012
3216,0,10,mark,1380.0899658,-191.1809998
3217,0,10,mark,1380.4399414,-190.1419983
3218,0,10,mark,1380.7800293,-189.1029968
3219,0,10,mark,1381.1300049,-188.0650024
3220,0,10,mark,1381.4799805,-187.0279999
3221,0,10,mark,1381.8699951,-186.0050049
3222,0,10,mark,1382.2600098,-184.9819946
3223,0,10,mark,1382.6500244,-183.9589996
3224,0,10,mark,1383.0400391,-182.9360046
3225,0,10,mark,1383.4300537,-181.9120026
3226,0,10,mark,1383.8199463,-180.8890076
3227,0,10,mark,1384.2099609,-179.8659973
3228,0,10,mark,1384.5999756,-178.8430023
3229,0,10,mark,1384.9899902,-177.8200073
3230,0,10,mark,1385.6099854,-176.9920044
3231,0,10,mark,1386.5600586,-176.4559937
3232,0,10,mark,1387.5200195,-175.9190063
3233,0,10,mark,1388.4699707,-175.3820038
3234,0,10,mark,1389.4200439,-174.8450012
3235,0,10,mark,1390.3800049,-174.3079987
3236,0,10,mark,1391.3299561,-173.7720032
3237,0,10,mark,1392.2900391,-173.2350006
3238,0,10,mark,1393.1800537,-173.2350006
3239,0,10,mark,1394.0000000,-173.9620056
3240,0,10,mark,1394.8199463,-174.6889954
3241,0,10,mark,1395.6400146,-175.4170074
3242,0,10,mark,1396.4599609,-176.1439972
3243,0,10,mark,1397.2800293,-176.8719940
3244,0,10,mark,1398.0899658,-177.5989990
3245,0,10,mark,1398.9100342,-178.3269958
3246,0,10,mark,1399.7299805,-179.0540009
3247,0,10,mark,1400.5500488,-179.7819977
3248,0,10,mark,1401.3699951,-180.5090027
