FID,Id,ORIG_FID,Id_1,typ,x,y
535,0,4,0,mark,554.0830078,-109.1880035
536,0,4,0,mark,554.4400024,-108.1159973
537,0,4,0,mark,554.7969971,-107.0439987
538,0,4,0,mark,555.1550293,-105.9720001
539,0,4,0,mark,555.5120239,-104.9000015
540,0,4,0,mark,555.8699951,-103.8270035
541,0,4,0,mark,556.2269897,-102.7549973
542,0,4,0,mark,556.5839844,-101.6829987
543,0,4,0,mark,556.9420166,-100.6110001
544,0,4,0,mark,557.2990112,-99.5384979
545,0,4,0,mark,557.6569824,-98.4662018
546,0,4,0,mark,558.1669922,-97.4615021
547,0,4,0,mark,558.7160034,-96.4735031
548,0,4,0,mark,559.2650146,-95.4854965
549,0,4,0,mark,559.8140259,-94.4974976
550,0,4,0,mark,560.3629761,-93.5094986
551,0,4,0,mark,560.9119873,-92.5214996
552,0,4,0,mark,561.5869751,-91.6560974
553,0,4,0,mark,562.5590210,-91.0791016
554,0,4,0,mark,563.5310059,-90.5020981
555,0,4,0,mark,564.5020142,-89.9251022
556,0,4,0,mark,565.4739990,-89.3480988
557,0,4,0,mark,566.4459839,-88.7710037
558,0,4,0,mark,567.4180298,-88.1940002
559,0,4,0,mark,568.3900146,-87.6169968
560,0,4,0,mark,569.3619995,-87.0400009
561,0,4,0,mark,570.3330078,-86.4628983
562,0,4,0,mark,571.3049927,-85.8859024
563,0,4,0,mark,572.2769775,-85.3088989
564,0,4,0,mark,573.3140259,-85.2057037
565,0,4,0,mark,574.4060059,-85.4970016
566,0,4,0,mark,575.4990234,-85.7882004
567,0,4,0,mark,576.5910034,-86.0793991
568,0,4,0,mark,577.6829834,-86.3705978
