FID,Id,ORIG_FID,Id_1,typ,x,y
0,0,0,0,mark,269.340461215999990,-149.591225708000000
1,0,0,0,mark,269.760214631999990,-148.541842169000010
2,0,0,0,mark,270.179968046999990,-147.492458629999990
3,0,0,0,mark,270.599721462999980,-146.443075091000000
4,0,0,0,mark,271.019474878999970,-145.393691550999990
5,0,0,0,mark,271.439228293999970,-144.344308012000000
6,0,0,0,mark,271.858981710000020,-143.294924473000010
7,0,0,0,mark,272.278735126000020,-142.245540933999990
8,0,0,0,mark,272.698488541000020,-141.196157395000000
9,0,0,0,mark,273.118241957000010,-140.146773854999990
10,0,0,0,mark,273.537995373000000,-139.097390316000000
11,0,0,0,mark,273.957748788000000,-138.048006777000010
12,0,0,0,mark,274.377502204000000,-136.998623237999990
13,0,0,0,mark,274.797255619999990,-135.949239699000000
14,0,0,0,mark,275.217009034999990,-134.899856159000000
15,0,0,0,mark,275.636762450999980,-133.850472620000010
16,0,0,0,mark,276.056515866999970,-132.801089080999990
17,0,0,0,mark,276.476269281999980,-131.751705542000000
18,0,0,0,mark,276.905120979999990,-130.706014724999990
19,0,0,0,mark,277.335452276000010,-129.660924432999990
20,0,0,0,mark,277.765783573000020,-128.615834142000010
21,0,0,0,mark,278.196114868999980,-127.570743850000000
22,0,0,0,mark,278.626446165999990,-126.525653558000000
23,0,0,0,mark,279.056777462000010,-125.480563266999990
24,0,0,0,mark,279.487108759000020,-124.435472975000000
25,0,0,0,mark,279.917440054999990,-123.390382684000000
26,0,0,0,mark,280.347771352000000,-122.345292392000000
27,0,0,0,mark,280.778102648000020,-121.300202100000010
28,0,0,0,mark,281.208433945000020,-120.255111809000000
29,0,0,0,mark,281.638765240999990,-119.210021517000000
30,0,0,0,mark,282.069096538000000,-118.164931225999990
31,0,0,0,mark,282.499427834000020,-117.119840934000000
32,0,0,0,mark,282.929759131000030,-116.074750643000000
33,0,0,0,mark,283.375043027999990,-115.036153752000000
34,0,0,0,mark,283.844943299000020,-114.008246910000000
35,0,0,0,mark,284.314843569999990,-112.980340067000000
36,0,0,0,mark,284.784743841000020,-111.952433224000000
37,0,0,0,mark,285.254644111999990,-110.924526381000010
38,0,0,0,mark,285.724544383000020,-109.896619538000000
39,0,0,0,mark,286.194444653999990,-108.868712695000000
40,0,0,0,mark,286.664344925000020,-107.840805852000000
41,0,0,0,mark,287.134245195999990,-106.812899009000010
42,0,0,0,mark,287.604145467000020,-105.784992167000000
43,0,0,0,mark,288.074045738000000,-104.757085324000000
44,0,0,0,mark,288.543946009000020,-103.729178481000010
45,0,0,0,mark,289.013846280000000,-102.701271637999990
46,0,0,0,mark,289.483746551000020,-101.673364795000000
47,0,0,0,mark,289.953646822000000,-100.645457952000000
48,0,0,0,mark,290.423547093000020,-99.617551109399997
49,0,0,0,mark,290.970905636999990,-98.653108001600003
50,0,0,0,mark,291.886318957000010,-97.990222494099996
51,0,0,0,mark,292.801732276999990,-97.327336986600002
52,0,0,0,mark,293.717145596000020,-96.664451479099995
53,0,0,0,mark,294.632558915999990,-96.001565971500000
54,0,0,0,mark,295.547972236000020,-95.338680464000007
55,0,0,0,mark,296.463385555999990,-94.675794956499999
56,0,0,0,mark,297.378798876000020,-94.012909449000006
57,0,0,0,mark,298.294212195999990,-93.350023941499998
58,0,0,0,mark,299.209625516000020,-92.687138434000005
59,0,0,0,mark,300.125038835999990,-92.024252926399996
60,0,0,0,mark,301.040452156000010,-91.361367418900002
61,0,0,0,mark,301.955865475999990,-90.698481911399995
62,0,0,0,mark,302.871278795000020,-90.035596403900001
63,0,0,0,mark,303.786692114999990,-89.372710896399994
64,0,0,0,mark,304.722978015000020,-88.769368089799997
65,0,0,0,mark,305.851919420999990,-88.715608975199999
66,0,0,0,mark,306.980860828000000,-88.661849860600000
67,0,0,0,mark,308.109802235000020,-88.608090745900000
68,0,0,0,mark,309.238743641999970,-88.554331631300002
69,0,0,0,mark,310.367685048999990,-88.500572516700004
70,0,0,0,mark,311.496626455000010,-88.446813402100005
71,0,0,0,mark,312.625567862000030,-88.393054287499993
72,0,0,0,mark,313.754509268999980,-88.339295172899995
73,0,0,0,mark,314.819061944999990,-88.476807684899995
74,0,0,0,mark,315.685667309000000,-89.202337757099997
75,0,0,0,mark,316.552272673000000,-89.927867829199997
76,0,0,0,mark,317.418878037000010,-90.653397901299996
77,0,0,0,mark,318.285483401000020,-91.378927973399996
78,0,0,0,mark,319.152088764999970,-92.104458045499996
79,0,0,0,mark,320.018694127999990,-92.829988117699997
80,0,0,0,mark,320.885299492000000,-93.555518189799997
81,0,0,0,mark,321.751904856000010,-94.281048261899997
82,0,0,0,mark,322.618510220000020,-95.006578333999997
83,0,0,0,mark,323.485115584000030,-95.732108406099997
84,0,0,0,mark,324.351720947999980,-96.457638478299998
85,0,0,0,mark,325.218326311999990,-97.183168550399998
86,0,0,0,mark,326.084931676000000,-97.908698622499998
87,0,0,0,mark,326.951537040000010,-98.634228694599997
88,0,0,0,mark,327.818142404000010,-99.359758766799999
89,0,0,0,mark,328.684747768000020,-100.085288839000000
90,0,0,0,mark,329.551353131999970,-100.810818911000000
91,0,0,0,mark,330.417958495999980,-101.536348983000000
92,0,0,0,mark,331.284563859000000,-102.261879054999990
93,0,0,0,mark,332.151169223000010,-102.987409127000010
94,0,0,0,mark,333.017774587000020,-103.712939199000000
95,0,0,0,mark,333.884379951000030,-104.438469272000010
96,0,0,0,mark,334.750985314999980,-105.163999344000000
97,0,0,0,mark,335.554371312999990,-105.955884983999990
98,0,0,0,mark,336.320977498999980,-106.786375019000000
99,0,0,0,mark,337.087583685000030,-107.616865053000000
100,0,0,0,mark,337.854189871000020,-108.447355087999990
101,0,0,0,mark,338.620796057000010,-109.277845123000010
102,0,0,0,mark,339.387402243000000,-110.108335158000000
103,0,0,0,mark,340.154008428999990,-110.938825193000000
104,0,0,0,mark,340.920614614999980,-111.769315228000000
105,0,0,0,mark,341.687220801000020,-112.599805262000000
106,0,0,0,mark,342.453826987000010,-113.430295297000000
107,0,0,0,mark,343.220433173000000,-114.260785332000000
108,0,0,0,mark,343.987039358999990,-115.091275366999990
109,0,0,0,mark,344.753645544999980,-115.921765402000010
110,0,0,0,mark,345.520251730999970,-116.752255437000000
111,0,0,0,mark,346.286857917000020,-117.582745471000000
112,0,0,0,mark,347.053464103000010,-118.413235506000010
113,0,0,0,mark,347.820070289000000,-119.243725541000000
114,0,0,0,mark,348.586676474999990,-120.074215576000000
115,0,0,0,mark,349.353282660999980,-120.904705611000000
116,0,0,0,mark,350.119888847000030,-121.735195645000000
117,0,0,0,mark,350.886495033000020,-122.565685680000000
118,0,0,0,mark,351.653101219000010,-123.396175715000000
119,0,1,0,mark,2.386503624550000,-110.374273221000000
120,0,1,0,mark,3.303716504300000,-111.034666494000010
