FID,Id,ORIG_FID,Id_1,typ,x,y
0,0,0,0,mark,7.570300178400000,-136.966568499999990
1,0,0,0,mark,7.991175607940000,-135.359589586999990
2,0,0,0,mark,8.412051037480000,-133.752610674000010
3,0,0,0,mark,8.832926467020000,-132.145631761000000
4,0,0,0,mark,9.253801896560001,-130.538652848999990
5,0,0,0,mark,9.674677326099999,-128.931673936000010
6,0,0,0,mark,10.095552755600000,-127.324695023000000
7,0,0,0,mark,10.516428185200001,-125.717716110000000
8,0,0,0,mark,10.937303614699999,-124.110737197000010
9,0,0,0,mark,11.358179044300000,-122.503758285000000
10,0,0,0,mark,11.779054473800000,-120.896779372000000
11,0,0,0,mark,12.199929903299999,-119.289800459000010
12,0,0,0,mark,12.620805332900000,-117.682821546000000
13,0,0,0,mark,13.041680762400000,-116.075842632999990
14,0,0,0,mark,13.462556191999999,-114.468863721000010
15,0,0,0,mark,13.883431621500000,-112.861884808000000
16,0,0,0,mark,14.304307051000000,-111.254905894999990
17,0,0,0,mark,14.725182480599999,-109.647926982000000
18,0,0,0,mark,15.146057910100000,-108.040948069000000
19,0,0,0,mark,15.530162267500000,-106.425627823000000
20,0,0,0,mark,15.843871687700000,-104.794338838000000
21,0,0,0,mark,16.157581107900000,-103.163049853000000
22,0,0,0,mark,16.471290528099999,-101.531760868000010
23,0,0,0,mark,16.784999948300001,-99.900471882600002
24,0,0,0,mark,17.098709368600002,-98.269182897500002
25,0,0,0,mark,17.412418788800000,-96.637893912400003
26,0,0,0,mark,17.726128208999999,-95.006604927200001
27,0,0,0,mark,18.039837629200001,-93.375315942100002
28,0,0,0,mark,18.353547049399999,-91.744026957000003
29,0,0,0,mark,18.667256469600002,-90.112737971800001
30,0,0,0,mark,18.980965889899998,-88.481448986700002
31,0,0,0,mark,19.513228891000001,-86.908426861999999
32,0,0,0,mark,20.053244740499998,-85.337471663499997
33,0,0,0,mark,20.593260589900002,-83.766516464999995
34,0,0,0,mark,21.133276439399999,-82.195561266499993
35,0,0,0,mark,21.673292288900001,-80.624606068000006
36,0,0,0,mark,22.213308138399999,-79.053650869500004
37,0,0,0,mark,22.753323987900000,-77.482695671000002
38,0,0,0,mark,23.293339837300000,-75.911740472500000
39,0,0,0,mark,23.833355686800001,-74.340785274100000
40,0,0,0,mark,24.373371536299999,-72.769830075599998
41,0,0,0,mark,24.913387385800000,-71.198874877099996
42,0,0,0,mark,25.453403235300001,-69.627919678599994
43,0,0,0,mark,25.993419084700001,-68.056964480100007
44,0,0,0,mark,26.533434934199999,-66.486009281600005
45,0,0,0,mark,27.275635336699999,-65.024066428099999
46,0,0,0,mark,28.291359394899999,-63.709599999900000
47,0,0,0,mark,29.307083453099999,-62.395133571599999
48,0,0,0,mark,30.322807511299999,-61.080667143399999
49,0,0,0,mark,31.338531569400001,-59.766200715200000
50,0,0,0,mark,32.354255627599997,-58.451734286899999
51,0,0,0,mark,33.369979685799997,-57.137267858700000
52,0,0,0,mark,34.385703743999997,-55.822801430399998
53,0,0,0,mark,35.401427802199997,-54.508335002199999
54,0,0,0,mark,36.417151860399997,-53.193868574000000
55,0,0,0,mark,37.432875918599997,-51.879402145699999
56,0,0,0,mark,38.448599976700002,-50.564935717499999
57,0,0,0,mark,39.770274790099997,-49.817442660600001
58,0,0,0,mark,41.426561268400000,-49.690036008400000
59,0,0,0,mark,43.082847746799999,-49.562629356199999
60,0,0,0,mark,44.739134225100003,-49.435222703999997
61,0,0,0,mark,46.395420703399999,-49.307816051899998
62,0,0,0,mark,48.051707181799998,-49.180409399699997
63,0,0,0,mark,48.975524651000001,-50.428765513199998
64,0,0,0,mark,49.794507032100000,-51.874028538600001
65,0,0,0,mark,50.613489413200000,-53.319291564099998
66,0,0,0,mark,51.432471794300000,-54.764554589600003
67,0,0,0,mark,52.251454175399999,-56.209817614999999
68,0,0,0,mark,53.070436556499999,-57.655080640500003
69,0,0,0,mark,53.889418937599999,-59.100343666000001
70,0,0,0,mark,54.708401318699998,-60.545606691499998
71,0,0,0,mark,55.527383699799998,-61.990869716900001
72,0,0,0,mark,56.346366080899998,-63.436132742399998
73,0,0,0,mark,57.165348461999997,-64.881395767900003
74,0,0,0,mark,57.984330843099997,-66.326658793299998
75,0,0,0,mark,58.803313224199997,-67.771921818799996
76,0,0,0,mark,59.622295605300003,-69.217184844299993
77,0,0,0,mark,60.474169104600001,-70.631498925000002
78,0,0,0,mark,61.866974457500000,-71.536822404399999
79,0,0,0,mark,63.259779810399998,-72.442145883699993
80,0,0,0,mark,64.652585163300003,-73.347469363100004
81,0,0,0,mark,66.045390516200001,-74.252792842500000
82,0,0,0,mark,67.438195869099999,-75.158116321899996
83,0,0,0,mark,68.831001221999998,-76.063439801200005
84,0,0,0,mark,70.223806574899996,-76.968763280600001
85,0,0,0,mark,71.616611927799994,-77.874086759999997
86,0,0,0,mark,73.009417280600005,-78.779410239399994
87,0,0,0,mark,74.402222633500003,-79.684733718700002
88,0,0,0,mark,75.971569362599993,-80.184621564699995
89,0,0,0,mark,77.583150202300004,-80.587516774700006
90,0,0,0,mark,79.194731042100003,-80.990411984600001
91,0,0,0,mark,80.806311881900001,-81.393307194599998
92,0,0,0,mark,82.417892721699999,-81.796202404499994
93,0,0,0,mark,84.029473561499998,-82.199097614400003
94,0,0,0,mark,85.641054401299996,-82.601992824400000
95,0,0,0,mark,86.913595817000001,-83.584238980400002
96,0,0,0,mark,88.054200758799993,-84.791938330500003
97,0,0,0,mark,89.194805700499998,-85.999637680600003
98,0,0,0,mark,90.335410642300005,-87.207337030700003
99,0,0,0,mark,91.476015583999995,-88.415036380800004
100,0,0,0,mark,92.616620525800002,-89.622735730900004
101,0,0,0,mark,93.757225467500007,-90.830435081000005
102,0,0,0,mark,94.897830409299999,-92.038134431100005
103,0,0,0,mark,96.038435351000004,-93.245833781100004
104,0,0,0,mark,97.179040292799996,-94.453533131200004
105,0,0,0,mark,98.294533577400003,-95.679914342199993
106,0,0,0,mark,99.123403087699998,-97.119529807600003
107,0,0,0,mark,99.952272598099995,-98.559145272999999
108,0,0,0,mark,100.781142108000000,-99.998760738399994
109,0,0,0,mark,101.610011619000010,-101.438376203999990
110,0,0,0,mark,102.438881128999990,-102.877991669000000
111,0,0,0,mark,103.267750640000000,-104.317607134000000
112,0,0,0,mark,104.096620150000010,-105.757222600000010
113,0,0,0,mark,104.925489660000000,-107.196838064999990
114,0,0,0,mark,105.754359171000000,-108.636453531000000
115,0,0,0,mark,106.583228680999990,-110.076068996000000
116,0,0,0,mark,107.412098191000000,-111.515684461000010
117,0,0,0,mark,108.240967702000010,-112.955299927000000
118,0,0,0,mark,109.069837212000000,-114.394915392000000
119,0,0,0,mark,109.898706722000000,-115.834530857000000
120,0,0,0,mark,110.727576232999990,-117.274146323000000
121,0,0,0,mark,111.556445743000000,-118.713761788000000
122,0,0,0,mark,112.311356895000000,-120.192567612000000
123,0,0,0,mark,113.037132804000000,-121.686812131000000
124,0,0,0,mark,113.762908714000010,-123.181056650000000
125,0,0,0,mark,114.488684623000000,-124.675301168999990
126,0,0,0,mark,115.214460532000000,-126.169545688000000
127,0,0,0,mark,115.940236441000000,-127.663790207000010
128,0,0,0,mark,116.666012351000010,-129.158034726000010
129,0,0,0,mark,117.391788260000000,-130.652279244999990
130,0,0,0,mark,118.117564169000000,-132.146523763999990
131,0,0,0,mark,118.843340079000000,-133.640768283999990
132,0,0,0,mark,119.569115987999990,-135.135012803000000
133,0,0,0,mark,120.294891897000000,-136.629257322000000
134,0,0,0,mark,121.020667806000010,-138.123501841000010
135,0,0,0,mark,121.746443716000000,-139.617746360000010
136,0,0,0,mark,122.472219624999990,-141.111990878999990
137,0,0,0,mark,123.197995534000000,-142.606235398000000
138,0,0,0,mark,123.923771444000000,-144.100479917000000
139,0,0,0,mark,124.619991013999990,-145.608721427000010
140,0,0,0,mark,125.316121871000010,-147.117004949999990
141,0,0,0,mark,126.012252727000000,-148.625288471999990
142,0,0,0,mark,126.708383584000000,-150.133571993999990
143,0,0,0,mark,127.404514440000000,-151.641855517000010
144,0,0,0,mark,128.100645297000000,-153.150139039000010
145,0,0,0,mark,128.796776153000000,-154.658422562000000
146,0,0,0,mark,129.492907010000010,-156.166706084000000
147,0,0,0,mark,130.189037866000010,-157.674989606999990
148,0,0,0,mark,130.885168722999990,-159.183273129000010
149,0,0,0,mark,131.581299578999990,-160.691556651000010
150,0,0,0,mark,132.277430436000000,-162.199840174000000
151,0,0,0,mark,132.973561292000000,-163.708123696000000
152,0,0,0,mark,133.669692149000010,-165.216407218999990
153,0,0,0,mark,134.365823005000010,-166.724690740999990
154,0,0,0,mark,135.061953862000000,-168.232974262999990
155,0,0,0,mark,135.758084717999990,-169.741257786000010
156,0,0,0,mark,136.454215575000010,-171.249541308000000
157,0,0,0,mark,137.134011052000010,-172.765167015000000
158,0,0,0,mark,137.799843084999990,-174.287068804999990
159,0,0,0,mark,138.465675118000010,-175.808970595000010
160,0,0,0,mark,139.131507150999990,-177.330872384000000
161,0,0,0,mark,139.797339184000010,-178.852774173999990
162,0,0,0,mark,140.463171217000000,-180.374675962999990
163,0,0,0,mark,141.129003250000010,-181.896577753000000
164,0,0,0,mark,141.794835283000000,-183.418479542999990
165,0,0,0,mark,142.460667316000010,-184.940381331999990
166,0,0,0,mark,143.126499348000010,-186.462283122000000
167,0,0,0,mark,143.792331381000000,-187.984184911999990
168,0,0,0,mark,144.458163414000010,-189.506086700999990
169,0,0,0,mark,145.123995447000000,-191.027988491000000
170,0,0,0,mark,145.789827480000010,-192.549890280000000
171,0,0,0,mark,146.455659513000000,-194.071792069999990
172,0,0,0,mark,147.121491545999990,-195.593693860000000
173,0,0,0,mark,147.787323579000000,-197.115595649000000
174,0,0,0,mark,148.453155611999990,-198.637497438999990
175,0,0,0,mark,149.118987645000000,-200.159399229000000
176,0,0,0,mark,149.784819677999990,-201.681301018000000
177,0,0,0,mark,150.450651711000010,-203.203202807999990
178,0,0,0,mark,151.116483743999990,-204.725104597000010
179,0,0,0,mark,151.784246329000010,-206.246102165000000
180,0,0,0,mark,152.527148388999990,-207.731906283999990
181,0,0,0,mark,153.270050449000000,-209.217710404000000
182,0,0,0,mark,154.012952509000000,-210.703514524000010
183,0,0,0,mark,154.755854569000010,-212.189318644000000
184,0,0,0,mark,155.498756629000010,-213.675122764000010
185,0,0,0,mark,156.241658688999990,-215.160926883999990
186,0,0,0,mark,156.984560749000000,-216.646731004000000
187,0,0,0,mark,157.727462809000000,-218.132535123999990
188,0,0,0,mark,158.470364869000010,-219.618339244000000
189,0,0,0,mark,159.213266929000010,-221.104143362999990
190,0,0,0,mark,159.956168988999990,-222.589947483000000
191,0,0,0,mark,160.699071049000000,-224.075751602999990
192,0,0,0,mark,161.441973109000000,-225.561555723000000
193,0,0,0,mark,162.184875169000010,-227.047359843000010
194,0,0,0,mark,162.927777228000000,-228.533163962999990
195,0,0,0,mark,163.670679288000000,-230.018968083000000
196,0,0,0,mark,164.413581348000010,-231.504772202999990
197,0,0,0,mark,165.156483408000010,-232.990576323000000
198,0,0,0,mark,165.899385467999990,-234.476380441999990
199,0,0,0,mark,166.642287528000000,-235.962184562000000
200,0,0,0,mark,167.385189588000000,-237.447988681999990
201,0,0,0,mark,168.238956308000010,-238.872251819000010
202,0,0,0,mark,169.107025690000000,-240.288575546999990
203,0,0,0,mark,169.975095071000000,-241.704899275000000
204,0,0,0,mark,170.843164453000010,-243.121223001999990
205,0,0,0,mark,171.711233835000000,-244.537546730000000
206,0,0,0,mark,172.579303216000000,-245.953870458000010
207,0,0,0,mark,173.447372597999990,-247.370194185999990
208,0,0,0,mark,174.315441979000010,-248.786517914000000
209,0,0,0,mark,175.183511361000000,-250.202841642000010
210,0,0,0,mark,176.051580742999990,-251.619165369999990
211,0,0,0,mark,176.919650123999990,-253.035489097000010
212,0,0,0,mark,177.787719506000000,-254.451812824999990
213,0,0,0,mark,178.655788887000000,-255.868136553000000
214,0,0,0,mark,179.523858268999990,-257.284460281000010
215,0,0,0,mark,180.391927650000010,-258.700784009000020
216,0,0,0,mark,181.200993113000010,-260.147337470000020
217,0,0,0,mark,181.843415542000000,-261.679267878000020
218,0,0,0,mark,182.485837972000010,-263.211198287000000
219,0,0,0,mark,183.128260401000010,-264.743128695000000
220,0,0,0,mark,183.770682830000000,-266.275059102999990
221,0,0,0,mark,184.413105260000010,-267.806989510999980
222,0,0,0,mark,185.055527689000000,-269.338919920000020
223,0,0,0,mark,185.697950117999990,-270.870850328000020
224,0,0,0,mark,186.340372546999990,-272.402780736000010
225,0,0,0,mark,186.982794977000000,-273.934711144000000
226,0,0,0,mark,187.625217405999990,-275.466641552999990
227,0,0,0,mark,188.267639835000010,-276.998571960999980
228,0,0,0,mark,188.910062264000000,-278.530502368999980
229,0,0,0,mark,189.552484693999990,-280.062432777000030
230,0,0,0,mark,190.194907123000010,-281.594363186000010
231,0,0,0,mark,190.837329552000000,-283.126293594000000
232,0,0,0,mark,191.479751980999990,-284.658224002000000
233,0,0,0,mark,192.122174411000000,-286.190154409999990
234,0,0,0,mark,192.764596840000000,-287.722084818999970
235,0,0,0,mark,193.407019268999990,-289.254015227000020
236,0,0,0,mark,194.049441699000000,-290.785945635000020
237,0,0,0,mark,194.691864127999990,-292.317876043000010
238,0,0,0,mark,195.334286557000010,-293.849806452000000
239,0,0,0,mark,195.976708986000010,-295.381736859999990
240,0,0,0,mark,196.619131415999990,-296.913667267999980
241,0,0,0,mark,197.261553845000010,-298.445597675999980
242,0,0,0,mark,197.903976274000000,-299.977528085000020
243,0,0,0,mark,198.546398702999990,-301.509458493000010
244,0,0,0,mark,199.188821133000000,-303.041388901000000
245,0,0,0,mark,199.732904049000010,-304.605162678999990
246,0,0,0,mark,200.110373229000000,-306.222887739999980
247,0,0,0,mark,200.487842410000010,-307.840612799999970
248,0,0,0,mark,200.865311590999990,-309.458337859999970
249,0,0,0,mark,201.242780772000000,-311.076062921000020
250,0,0,0,mark,201.620249951999990,-312.693787981000010
251,0,0,0,mark,201.997719133000000,-314.311513042000000
252,0,0,0,mark,202.375188314000010,-315.929238102000000
253,0,0,0,mark,202.752657494999990,-317.546963162000000
254,0,0,0,mark,203.130126675000010,-319.164688222999980
255,0,0,0,mark,203.507595855999990,-320.782413282999980
256,0,0,0,mark,203.885065037000000,-322.400138342999980
257,0,0,0,mark,204.262534218000010,-324.017863404000020
258,0,0,0,mark,204.640003398000000,-325.635588464000020
259,0,0,0,mark,205.017472579000010,-327.253313524000020
260,0,0,0,mark,205.394941759999990,-328.871038585000010
261,0,0,0,mark,205.772410941000000,-330.488763645000010
262,0,0,0,mark,206.149880121000000,-332.106488705999990
263,0,0,0,mark,206.527349302000000,-333.724213765999990
