Easting,Northing,mark,r,g,b,Name
654316.9081539746,7556273.799431084,1476.6971938835247,190,121,74,1
654361.9891595868,7556293.402611445,1476.6971938835247,190,121,74,1
654408.2051200385,7556311.754418608,1476.6971938835247,190,121,74,1
654455.4185037111,7556328.640638163,1476.6971938835247,190,121,74,1
654502.359371239,7556344.696628526,1476.2263946843061,190,121,74,1
654550.3866959517,7556357.344547317,1475.467604449931,190,121,74,1
654601.7308001678,7556363.253725933,1474.708814215556,190,121,74,1
654653.4905953343,7556365.396217418,1473.737623590556,190,121,74,1
654704.5189520613,7556363.880864642,1472.588601744853,190,121,74,1
654754.6876416368,7556359.271132065,1471.3815697038374,190,121,74,1
654804.9516512359,7556351.053260388,1469.9331321452435,190,121,74,1
654854.3854522699,7556340.941408945,1468.9312966178998,190,121,74,1
654902.9291694157,7556329.465712777,1467.411959293681,190,121,74,1
654950.399035736,7556317.120720755,1465.8926219889936,190,121,74,1
654997.6930161573,7556303.698351042,1464.016452574931,190,121,74,1
655044.9668865026,7556289.807359269,1461.3352019889935,190,121,74,1
655092.1261118504,7556276.144390563,1458.3438737468061,190,121,74,1
655138.8682307579,7556262.560078324,1457.132075856181,190,121,74,1
655185.2216806505,7556248.409915158,1460.6244595182905,190,121,74,1
655230.4503377983,7556235.335102517,1463.536862408915,190,121,74,1
655275.1295892657,7556222.789729951,1465.4256315397747,190,121,74,1
655319.6631537686,7556211.0416879235,1466.629147653056,190,121,74,1
655364.3453019889,7556200.895411748,1467.5611780436811,190,121,74,1
655410.2001375397,7556191.85100802,1468.493600309306,190,121,74,1
655455.3516736523,7556187.147664597,1468.8759246159464,190,121,74,1
655500.6926613472,7556185.678152452,1467.8256319303998,190,121,74,1
655544.8591866435,7556188.521141567,1466.734326012431,190,121,74,1
655587.6800632973,7556195.263531963,1465.3342263346967,190,121,74,1
655628.3800462568,7556205.989408737,1462.6999689382126,190,121,74,1
655663.9213328211,7556224.391701925,1460.1700082936811,190,121,74,1
655697.225251955,7556245.459051134,1457.1599278366498,190,121,74,1
655726.677255171,7556273.6542863995,1454.5652518278607,190,121,74,1
655750.1473674609,7556301.046966751,1452.7255514811814,190,121,74,1
655769.8725481784,7556332.764195885,1451.148797028056,190,121,74,1
655784.5771871438,7556366.1812019525,1449.2638321794232,190,121,74,1
655793.4550779737,7556401.03357485,1446.993621627665,190,121,74,1
655797.6944667007,7556435.735705959,1444.7166675798142,190,121,74,1
655796.3569189912,7556469.7811018275,1442.4400063395794,190,121,74,1
655790.5158289041,7556500.9965908015,1440.1630522917276,190,121,74,1
655779.5974184487,7556529.094551145,1437.8861004704388,190,121,74,1
655764.6507004821,7556554.148019689,1435.9036782975872,190,121,74,1
655746.4321170613,7556576.437059603,1434.0130532292276,190,121,74,1
655726.0694329834,7556595.945851131,1311.9655143718062,190,121,74,1
655703.4816289949,7556612.163831479,1309.3965287077435,190,121,74,1
655679.6353263261,7556625.711554643,1306.3473523210248,190,121,74,1
655654.7585118491,7556636.752719956,1305.9171373845015,190,121,74,1
655629.0170421004,7556646.187096161,1304.0945763444624,190,121,74,1
655602.6631248154,7556654.067468942,1302.5424266764935,190,121,74,1
655575.4171607606,7556660.6765903,1303.898655499736,190,121,74,1
655547.5676355835,7556665.872751278,1309.713899417379,190,121,74,1
655519.7872849248,7556670.333566062,1315.0490160514935,190,121,74,1
655492.0046598061,7556673.736289628,1320.3732096452436,190,121,74,1
655464.6219120129,7556676.835725647,1332.117050049122,190,121,74,1
655437.4511353973,7556679.498769607,1353.9093968176069,190,121,74,1
655410.5963954525,7556681.104231518,1369.223163414775,190,121,74,1
655384.4328780784,7556681.92768403,1358.1838442839155,190,121,74,1
655358.7597351971,7556682.743618162,1359.224712477275,190,121,74,1
655333.6766462286,7556683.408187105,1358.5912336833294,190,121,74,1
655309.1523529765,7556683.338872737,1358.418541173564,190,121,74,1
655285.2114368912,7556682.649512867,1355.6890101921188,190,121,74,1
655261.9986784214,7556681.08664145,1355.7652409577436,190,121,74,1
655239.004986821,7556678.909767441,1357.8918722331346,190,121,74,1
655216.4203501879,7556676.4487858815,1359.6007102116498,190,121,74,1
655193.6604443749,7556672.834875514,1358.0886967546187,190,121,74,1
655170.7019206578,7556668.975052157,1358.067331696025,190,121,74,1
655147.5388632631,7556664.503712749,1354.2926042741499,190,121,74,1
655124.1683581568,7556660.048165739,1348.2561313249312,190,121,74,1
655100.4992933795,7556655.66844215,1344.5944385319624,190,121,74,1
655076.2942881493,7556651.181649853,1342.0946538639935,190,121,74,1
655051.9690532396,7556646.135301612,1340.4972240007123,190,121,74,1
655027.374758061,7556640.79200531,1338.8906998600874,190,121,74,1
655002.435142514,7556635.081604089,1336.3141175944622,190,121,74,1
654848.5912518429,7556596.038138037,1322.2286076920573,190,121,74,1
654824.1055368113,7556589.289290093,1322.243999943685,190,121,74,1
654800.4327457183,7556581.47526418,1321.7473067207034,190,121,74,1
654777.3543203914,7556573.435077388,1321.584619433838,190,121,74,1
654754.7875996418,7556565.379120011,1321.1914223727213,190,121,74,1
654732.4081221254,7556557.465753173,1321.9073876012371,190,121,74,1
654710.2342193322,7556549.564986632,1321.4864988254394,190,121,74,1
654688.5911587963,7556541.911784598,1321.1875865297156,190,121,74,1
654667.1173588397,7556534.4094420625,1321.6062174616352,190,121,74,1
654645.9300210647,7556526.971351784,1321.7543324915366,190,121,74,1
654625.1393353192,7556519.220203208,1321.8963764177247,190,121,74,1
654604.7120322632,7556511.359997042,1321.4698474911024,190,121,74,1
654584.4284664139,7556503.667824506,1321.8927851194662,190,121,74,1
654564.2984584824,7556496.387747603,1325.6850487356771,190,121,74,1
654544.37514646,7556488.81122806,1329.4608275236328,190,121,74,1
654524.6782388097,7556481.192306803,1334.5587882298175,190,121,74,1
654504.6797207596,7556472.7687655175,1339.1371890148434,190,121,74,1
654484.7090031486,7556464.637359598,1343.3335312458335,190,121,74,1
654464.8473262341,7556457.018371562,1347.1928160159505,190,121,74,1
654445.2357297476,7556449.836005107,1350.1343657571615,190,121,74,1
654425.9719716064,7556442.3375783125,1353.4182989941407,190,121,74,1
654406.9295740161,7556434.880711886,1354.3542031718746,190,121,74,1
654387.8642750175,7556427.628639938,1358.630783548828,190,121,74,1
654369.0127279449,7556420.661137653,1359.890142903646,190,121,74,1
654350.349195832,7556413.358596068,1359.3627244628906,190,121,74,1
654331.7925312954,7556406.081344537,1363.7810436328125,190,121,74,1
654313.4218067812,7556398.852857235,1364.8839775025392,190,121,74,1
654294.9972516437,7556391.7617466925,1364.92450594694,190,121,74,1
654276.6077709907,7556385.075575024,1364.9177526595054,190,121,74,1
654258.1867568681,7556378.621757072,1365.1815794970705,190,121,74,1
654239.8236238324,7556372.368224053,1364.5518658974609,190,121,74,1
654221.6788253994,7556366.09046664,1364.606699656901,190,121,74,1
654203.5767856211,7556359.74049857,1363.7944066132816,190,121,74,1
654185.6483710387,7556353.120154175,1363.7776700538504,190,121,74,1
654167.9585864415,7556346.195859705,1363.139399483817,190,121,74,1
654150.2529555386,7556339.242643206,1362.4415683498885,190,121,74,1
654132.4980937197,7556331.883920109,1362.4196450097654,190,121,74,1
654114.8840371107,7556324.393303842,1361.9875234069013,190,121,74,1
654097.3734916273,7556316.983948865,1361.9015570488282,190,121,74,1
654079.5069775617,7556309.96540582,1360.6268820152345,190,121,74,1
654061.4178547168,7556303.214583457,1359.7328164718965,190,121,74,1
654043.0857715947,7556296.7208917625,1359.7508086360674,190,121,74,1
654024.3421128433,7556290.436773107,1361.2137937685548,190,121,74,1
654005.0799517373,7556284.102979895,1363.0400570419922,190,121,74,1
653985.8311697522,7556277.311274359,1365.1398440214846,190,121,74,1
653966.5332139569,7556270.404387716,1367.0349878027346,190,121,74,1
653947.0715485492,7556263.600212351,1369.0184014003905,190,121,74,1
653927.3373825799,7556256.845418982,1370.3141860482422,190,121,74,1
653907.4868023804,7556250.046346355,1370.4446019429874,190,121,74,1
653887.4928710082,7556243.360579528,1371.060310824544,190,121,74,1
653867.0328470197,7556236.684523663,1371.1778076429691,190,121,74,1
653846.2932163827,7556230.001239888,1370.843277538441,190,121,74,1
653825.655145982,7556223.548969047,1370.6675376462358,190,121,74,1
653805.1298141382,7556217.1410831185,1368.6381789789386,190,121,74,1
653784.9589580981,7556210.539199685,1368.7288518011994,190,121,74,1
653841.5193737288,7556053.800778961,1424.6740848039346,190,121,74,1
653873.9809776354,7556061.766733764,1432.3484456961853,190,121,74,1
653907.8989956526,7556071.356191098,1466.6480710970666,190,121,74,1
653943.1291904489,7556083.047520974,1476.3670909698176,190,121,74,1
653979.9273539514,7556095.432690215,1480.9285620830988,190,121,74,1
654017.2303138147,7556108.3824560465,1485.1652927236692,190,121,74,1
654056.4247219666,7556122.232881786,1486.5287058635056,190,121,74,1
654097.5444505396,7556136.06833618,1484.1406531413377,190,121,74,1
654139.9182382504,7556150.110847415,1479.6688536882125,190,121,74,1
654183.2631669827,7556163.884617044,1475.7888314616498,190,121,74,1
654227.572070255,7556177.567197847,1470.6675463639936,190,121,74,1
654272.391702254,7556191.421723189,1463.3821562272751,190,121,74,1
654317.7729235662,7556205.067319984,1458.7436014343061,190,121,74,1
654363.3594947642,7556219.016388549,1456.311334215556,190,121,74,1
654409.0933888977,7556232.778505578,1454.0096555241498,190,121,74,1
654454.7579504246,7556246.115878072,1449.9850843522752,190,121,74,1
654500.4906039457,7556258.605995572,1445.7490896745403,190,121,74,1
654546.824413051,7556270.056175691,1443.704342965556,190,121,74,1
654593.1678870096,7556280.177994583,1440.8980948210249,190,121,74,1
654639.7596166917,7556288.26472903,1437.9470780241502,190,121,74,1
654686.2736772835,7556295.139577501,1433.9489897624314,190,121,74,1
654733.7139442706,7556298.081646044,1427.2233089811814,190,121,74,1
654781.613733166,7556297.231429882,1420.2097424040326,190,121,74,1
654829.6606778611,7556292.897871846,1411.8918809440715,190,121,74,1
654876.9749079993,7556285.805194636,1398.6746554245403,190,121,74,1
654923.0811148264,7556275.887213906,1390.795629918681,190,121,74,1
654968.2621714157,7556263.619801047,1387.6365677995404,190,121,74,1
655012.8230480214,7556249.807971917,1383.9547689616495,190,121,74,1
655056.6744309646,7556235.120565052,1383.6661502329569,190,121,74,1
655100.4421720532,7556219.8575518485,1387.7477580520515,190,121,74,1
655143.856700397,7556204.658197017,1392.4630140202435,190,121,74,1
655187.0498433982,7556189.483612155,1394.7478963522751,190,121,74,1
655229.9870354254,7556174.50028458,1393.8460220788377,190,121,74,1
655272.6284685467,7556159.555945372,1392.6195577800092,190,121,74,1
655314.8563388451,7556144.746470562,1390.923093481181,190,121,74,1
655357.0089868663,7556130.148505637,1390.1766291764936,190,121,74,1
655399.1017690988,7556115.912805453,1387.6787380387982,190,121,74,1
655440.9789075722,7556102.357720659,1387.5237559294233,190,121,74,1
655482.676788458,7556090.0379807325,1386.6039157585249,190,121,74,1
655524.5278545768,7556079.011184955,1384.7141184440716,190,121,74,1
655566.4958762113,7556069.874490214,1385.0343038737592,190,121,74,1
655608.5301692792,7556063.289785777,1385.8344893180954,190,121,74,1
655007.4722702731,7556310.282121756,1351.4878782495525,190,121,74,2
654990.5818326428,7556318.777494966,1348.7339727905685,190,121,74,2
654974.9337030804,7556329.0148931835,1348.7105347339275,190,121,74,2
654960.914833043,7556340.6711395085,1348.9452034643966,190,121,74,2
654948.8988452522,7556354.049700314,1349.726844675334,190,121,74,2
654939.0867285746,7556369.125200659,1350.3162377417402,190,121,74,2
654931.3239300703,7556385.616727659,1351.716453112834,190,121,74,2
654925.0810211846,7556403.1926390715,1357.8462710486247,190,121,74,2
654919.8197033339,7556421.436489413,1354.9787675171308,190,121,74,2
654915.006059126,7556440.0913147265,1352.6097522397868,190,121,74,2
654910.186248965,7556459.429412402,1348.0810720044353,190,121,74,2
654905.09451867,7556479.041425763,1343.5311858569744,190,121,74,2
654899.8769741855,7556499.057907348,1339.275603337443,190,121,74,2
654894.7067091896,7556519.451847135,1336.4340604468182,190,121,74,2
654889.3818478697,7556540.0893188175,1333.633435583537,190,121,74,2
654883.6828739996,7556560.722957756,1331.0678976050212,190,121,74,2
654877.4836073816,7556581.298341664,1330.7780935913495,190,121,74,2
654870.849619163,7556602.062904732,1329.2795596655685,190,121,74,2
654864.0133842343,7556623.049406468,1329.2210816089275,190,121,74,2
654857.1487755587,7556644.333884289,1328.7782018140053,190,121,74,2
654850.3164136754,7556665.723331112,1330.2547877593179,190,121,74,2
654843.5400372411,7556687.172353195,1332.2698410913495,190,121,74,2
654836.9883148221,7556709.075083758,1332.383923786662,190,121,74,2
654830.5944587395,7556731.146544128,1330.1466577808026,190,121,74,2
654824.5820303813,7556753.334674057,1328.6174197632245,190,121,74,2
654818.9857797463,7556775.2950439835,1327.807302458537,190,121,74,2
654813.3320291883,7556797.223854364,1327.479178864787,190,121,74,2
654807.4182328222,7556819.230654168,1327.803494646037,190,121,74,2
654800.9124332693,7556841.4827085035,1325.9523613452554,190,121,74,2
654793.8829176893,7556863.543998521,1326.3401731421307,190,121,74,2
654785.5965147292,7556885.098741063,1325.9163662183025,190,121,74,2
654775.8155525336,7556905.214867762,1325.8823200561933,190,121,74,2
654764.6778332582,7556922.767539244,1326.184372536662,190,121,74,2
654751.8034980014,7556937.790087642,1326.2735336499431,190,121,74,2
654737.0825812662,7556949.610977956,1325.3659054175216,190,121,74,2
654720.7064559874,7556957.20228811,1324.5646938061932,190,121,74,2
654703.0433329911,7556959.097229951,1335.103182302287,190,121,74,2
654685.9923814124,7556956.00024538,1335.1466588843182,190,121,74,2
654670.5910908992,7556948.807302544,1335.0326942554116,190,121,74,2
654656.8807784898,7556937.876726908,1335.9155367847088,190,121,74,2
654646.2732215413,7556923.003205768,1335.8657580249433,190,121,74,2
654639.0199719036,7556904.773134011,1340.2740454046225,190,121,74,2
654634.274020982,7556884.877302992,1338.982477777832,190,121,74,2
654631.1982174694,7556864.145597452,1336.9193972562014,190,121,74,2
654629.616852254,7556843.288501607,1334.1948735601284,190,121,74,2
654629.0414665759,7556822.34215526,1331.3749871013185,190,121,74,2
654628.8098078574,7556801.03255005,1329.2384367767854,190,121,74,2
654629.0987913718,7556779.5014509875,1327.0774065156254,190,121,74,2
654629.7779745854,7556757.591165007,1325.2230776439733,190,121,74,2
654630.5592380486,7556735.32179182,1323.3228934643014,190,121,74,2
654631.6172599513,7556713.162746499,1321.2550295430776,190,121,74,2
654632.353170661,7556690.60033219,1319.3319039130859,190,121,74,2
654632.995259269,7556667.6202198425,1318.3938182759766,190,121,74,2
654633.4404091246,7556644.656348049,1317.5083555617184,190,121,74,2
654633.5113703801,7556621.688669385,1316.7997751137696,190,121,74,2
654632.9315765683,7556598.428955712,1317.3804160375976,190,121,74,2
654632.1520934114,7556574.70770898,1317.1883872926433,190,121,74,2
654631.3539963961,7556550.713769712,1317.0313579630858,190,121,74,2
654630.6316490965,7556526.565183828,1316.607342010742,190,121,74,2
654629.9496329321,7556502.269192336,1316.8143954028321,190,121,74,2
654629.1228349679,7556478.226697418,1317.2731299213867,190,121,74,2
654628.3152419194,7556454.5037720315,1318.598800768392,190,121,74,2
654627.1655198752,7556431.696732315,1321.7527261972655,190,121,74,2
654625.0696399026,7556411.061554303,1330.7615107502666,190,121,74,2
654621.2296258768,7556393.0652681785,1342.2453217614525,190,121,74,2
654615.7914672468,7556378.072533276,1350.045911898577,190,121,74,2
654607.9004321165,7556367.20250884,1359.058566664171,190,121,74,2
654598.3954341934,7556361.226801491,1367.0023186626304,190,121,74,2
654587.6878128734,7556359.823699231,1373.4449722709635,190,121,74,2
654544.2222682354,7556417.854211528,1365.0681400397134,190,121,74,2
654539.2708812838,7556436.285872728,1357.1537164619142,190,121,74,2
654534.8195438958,7556455.421888747,1349.8334587271206,190,121,74,2
654530.4445176303,7556474.628061966,1343.8726737783204,190,121,74,2
654526.2190152344,7556493.908786397,1337.6342999885417,190,121,74,2
654522.0638775897,7556513.474695861,1333.1192832885201,190,121,74,2
654517.618752575,7556533.266634099,1329.8780618762207,190,121,74,2
654512.6629687143,7556553.055949127,1326.2254935450107,190,121,74,2
654507.4313628428,7556572.894234727,1323.3035920193358,190,121,74,2
654407.2106998214,7556936.138268145,1320.596784741211,190,121,74,2
654399.9850150996,7556954.948368185,1325.8090635029946,190,121,74,2
654392.8734972639,7556973.315839229,1333.5347937179365,190,121,74,2
654385.9308452319,7556990.7382633835,1340.3993475703812,190,121,74,2
654378.3094855738,7557005.834887295,1349.0529867069445,190,121,74,2
654369.118167157,7557017.718662812,1355.4980575525176,190,121,74,2
654358.4488811861,7557025.674046189,1360.6367733269858,190,121,74,2
654346.6698655307,7557028.056264187,1344.1733958765055,190,121,74,2
654334.653192549,7557024.964573436,1356.174803103068,190,121,74,2
654322.9843182229,7557016.668318061,1355.5207791382245,190,121,74,2
654313.2258488847,7557004.001222781,1366.688723544271,190,121,74,2
654306.0408642843,7556988.445278977,1365.644134059375,190,121,74,2
654301.7532512139,7556970.956427616,1364.2356152774832,190,121,74,2
654300.574916539,7556952.259091935,1360.5737189233396,190,121,74,2
654302.3326802661,7556933.373002388,1355.9753179471436,190,121,74,2
654306.3231224489,7556914.302676051,1350.1032238157554,190,121,74,2
654311.7722391696,7556895.469867177,1344.2926937540606,190,121,74,2
654317.8387731271,7556876.552425934,1338.1432129548214,190,121,74,2
654323.8327279363,7556857.6212687325,1334.224323480143,190,121,74,2
654314.3466683478,7556400.116488762,1339.2411521565755,190,121,74,2
654311.7646379537,7556376.465172802,1343.949600409722,190,121,74,2
654309.4651475347,7556352.652917407,1349.3525191992187,190,121,74,2
654307.2869383115,7556328.801131331,1355.4207167766924,190,121,74,2
654304.8868070755,7556305.2637877865,1362.967408834961,190,121,74,2
654301.786594582,7556282.602127528,1372.6502163808593,190,121,74,2
654297.6901895219,7556262.249905083,1383.8153352146094,190,121,74,2
654291.9177388783,7556245.271328677,1394.7566611698135,190,121,74,2
654283.6551592001,7556232.98476044,1404.422641918457,190,121,74,2
654274.1837274029,7556224.858460752,1411.4005482389325,190,121,74,2
654264.0310092729,7556221.373656128,1389.0194564680235,190,121,74,2
654253.354901715,7556222.699009615,1391.389489226115,190,121,74,2
654242.9610019539,7556228.648817096,1417.7554315712894,190,121,74,2
654233.5040873886,7556238.634942043,1414.010960501172,190,121,74,2
654224.7526798309,7556252.025383944,1405.5301154625824,190,121,74,2
654216.0823213825,7556267.855561627,1398.1484116503907,190,121,74,2
654207.7955054357,7556285.225866851,1390.4644620559893,190,121,74,2
654200.8384120939,7556304.754995627,1382.746283125,190,121,74,2
654195.9083109442,7556325.670078328,1375.4966652875162,190,121,74,2
654193.4162584081,7556347.068677214,1368.815596588379,190,121,74,2
654192.9819565598,7556368.581461906,1362.121514439258,190,121,74,2
654193.4168171518,7556390.071509804,1356.355137590595,190,121,74,2
654193.5702287926,7556411.469748843,1350.60047361928,190,121,74,2
654192.5044059089,7556432.776047262,1344.2255710121008,190,121,74,2
654190.4028137373,7556454.432211191,1339.5978305546876,190,121,74,2
654013.4008235128,7556281.371150494,1338.8462146634115,190,121,74,2
654015.7329438676,7556258.295976921,1342.2905614244494,190,121,74,2
654017.8868619435,7556235.800091939,1348.1736948317944,190,121,74,2
654019.8064802366,7556214.001877949,1355.6175504629232,190,121,74,2
654021.3217106339,7556193.228253517,1366.6219731858866,190,121,74,2
654021.9365423176,7556174.339116415,1377.6541405912644,190,121,74,2
654020.7635806516,7556158.067895711,1391.1267418759764,190,121,74,2
654017.328917649,7556144.78884476,1408.8087407465625,190,121,74,2
654011.5060242353,7556135.3278541425,1426.0413687874118,190,121,74,2
654003.7000892181,7556129.756047707,1436.8636273957738,190,121,74,2
653994.0369605779,7556127.200718612,1417.2406041421307,190,121,74,2
653982.4050286162,7556128.881954706,1439.9175903947348,190,121,74,2
653970.043264854,7556135.557683709,1437.374357335769,190,121,74,2
653958.4511672211,7556146.325132581,1439.1037562764755,190,121,74,2
653947.9790044229,7556160.362465672,1430.3304317170025,190,121,74,2
653939.0538389779,7556176.908633939,1421.4752101997326,190,121,74,2
653931.3586864935,7556195.588769624,1410.5373839249828,190,121,74,2
653924.8622410711,7556215.6986407265,1396.1435196334635,190,121,74,2
653919.6814605318,7556236.570979794,1381.2521957528213,190,121,74,2
653915.814933356,7556258.112071122,1369.4222682960612,190,121,74,2
653912.713547554,7556280.082960671,1361.1832905358071,190,121,74,2
653910.1966581414,7556302.519656138,1355.4501700583985,190,121,74,2
654491.1748114823,7558723.42003376,1298.3968854151633,190,121,74,3
654464.1075781671,7558735.612687376,1295.4996003761007,190,121,74,3
654436.7585342175,7558746.102973833,1294.2455774366474,190,121,74,3
654409.0800972243,7558754.34487028,1293.47184731946,190,121,74,3
654381.1178101781,7558760.21940644,1292.697824380007,190,121,74,3
654352.7874260067,7558763.440568622,1290.9740542042255,190,121,74,3
654324.3454498281,7558764.857274663,1290.3064373096945,190,121,74,3
654295.9176371546,7558765.516599499,1292.380714946413,190,121,74,3
654267.3488138935,7558765.905546528,1294.1196007862568,190,121,74,3
654238.6641528069,7558766.128646224,1293.6337615089133,190,121,74,3
654210.4373030742,7558766.239100408,1292.3966906690696,190,121,74,3
654183.0369773312,7558766.558748863,1287.624211567507,190,121,74,3
654156.0918042827,7558767.15889735,1287.205263911257,190,121,74,3
654129.8910022511,7558767.822763379,1284.481496899538,190,121,74,3
654104.4784600711,7558768.169025605,1281.7671397315696,190,121,74,3
654079.5960221831,7558768.013584171,1280.6912422901632,190,121,74,3
654055.3301258238,7558767.605110642,1280.034112270632,190,121,74,3
654031.8585393834,7558767.010426325,1279.212629145632,190,121,74,3
654009.3295629228,7558766.088599983,1279.3514358448508,190,121,74,3
653987.2914513411,7558764.793754765,1278.6940152296165,190,121,74,3
653965.6171669203,7558763.436638462,1278.5171802589136,190,121,74,3
653903.569327325,7558757.793698849,1278.7189596067708,190,121,74,3
653883.9604982007,7558755.690291024,1275.416030464681,190,121,74,3
653865.2865904561,7558753.736745777,1274.4294772651135,190,121,74,3
653847.1958312911,7558751.677837487,1273.685406494873,190,121,74,3
653829.6956223382,7558749.448448646,1272.014097441189,190,121,74,3
653812.4264228636,7558747.2142950725,1273.6058662030273,190,121,74,3
653795.206652483,7558745.030057717,1272.765611144043,190,121,74,3
653778.0930493582,7558742.824202668,1274.2459112021484,190,121,74,3
653761.0341645032,7558740.696665656,1276.0638686396485,190,121,74,3
653743.9801891791,7558739.712013598,1276.621662341797,190,121,74,3
653726.5596136751,7558740.119585654,1276.625572711263,190,121,74,3
653709.096391256,7558741.414350356,1275.9490614765625,190,121,74,3
653691.8446947286,7558742.7968383925,1275.5510397910155,190,121,74,3
653674.60648421,7558743.721361926,1275.7589943951825,190,121,74,3
653657.6421878247,7558744.100543493,1276.3335107089842,190,121,74,3
653640.5802344745,7558744.417790291,1277.5561961979167,190,121,74,3
653623.6647640608,7558744.566000408,1278.795096201172,190,121,74,3
653606.8791838931,7558744.647176422,1280.1252006044922,190,121,74,3
653590.2905240338,7558744.534220442,1280.8935366484375,190,121,74,3
653573.5888573364,7558744.498902338,1280.0595629316408,190,121,74,3
653444.9123215668,7558510.344585331,1298.2794794195313,190,121,74,3
653479.5013078188,7558498.357232248,1300.9714152275392,190,121,74,3
653514.6711673738,7558485.140863542,1304.746107137207,190,121,74,3
653550.1988359211,7558470.860058776,1308.5839704804687,190,121,74,3
653585.9339128268,7558456.217554618,1314.6847184242185,190,121,74,3
653621.936785829,7558440.964130669,1321.6494162738622,190,121,74,3
653658.0439716938,7558425.4364742115,1314.8404408016029,190,121,74,3
653694.3642987019,7558409.744140136,1323.8569641950344,190,121,74,3
653731.0124588726,7558394.015743773,1336.846847284304,190,121,74,3
653767.5345461892,7558378.299007698,1341.0990079997987,190,121,74,3
653804.4020956802,7558362.893772969,1344.47881044446,190,121,74,3
653841.0386904913,7558347.849768617,1347.8863156065693,190,121,74,3
653877.7021297915,7558333.182468927,1347.8815327198508,190,121,74,3
653913.9908619812,7558318.998865056,1347.9639941456321,190,121,74,3
653949.944922072,7558305.039159182,1349.4964555714132,190,121,74,3
653985.6723704275,7558291.075680228,1352.1226093604755,190,121,74,3
654021.0747145896,7558276.943331594,1353.232041880007,190,121,74,3
654056.0354172862,7558262.719366504,1354.3514371729755,190,121,74,3
654090.8918586139,7558248.957830727,1356.838701723757,190,121,74,3
654125.6376872973,7558235.414844625,1358.40614372571,190,121,74,3
654160.2919949115,7558222.063474682,1358.2981163233662,190,121,74,3
654194.9499198174,7558209.415106842,1359.6147955128195,190,121,74,3
654229.4120106212,7558197.064456883,1358.99325169446,190,121,74,3
654264.1062459663,7558185.046609603,1357.7685744874289,190,121,74,3
654298.6335807764,7558173.0191600835,1356.4580303682885,190,121,74,3
654332.9448653511,7558160.5202852115,1352.1402146506543,190,121,74,3
654366.7241366628,7558147.221921269,1345.8703241602802,190,121,74,3
654400.53239336,7558133.157811829,1338.7841929029562,190,121,74,3
654434.286165909,7558118.669430715,1333.1379750367453,190,121,74,3
654468.3103211813,7558104.169630842,1328.1531165089132,190,121,74,3
654502.5620471535,7558090.021102613,1321.4828431690696,190,121,74,3
654537.3956204844,7558076.263904949,1316.6158325440695,190,121,74,3
654572.8971311154,7558063.268472252,1311.4842520948507,190,121,74,3
654609.7910998511,7558051.54674485,1307.6196424415305,190,121,74,3
654647.8132946293,7558042.581225787,1302.4819270792254,190,121,74,3
654686.3413030797,7558037.645542943,1297.834270703249,190,121,74,3
654724.652260944,7558037.473447511,1294.0958134522725,190,121,74,3
654881.5983667304,7558108.609135784,1287.4701253956316,190,121,74,3
654899.6135660105,7558134.1858598385,1288.9694660714129,190,121,74,3
654912.2330156816,7558161.665847334,1291.256494585085,190,121,74,3
654920.3634883678,7558189.933132824,1293.0634104464132,190,121,74,3
654922.6208405169,7558218.342214753,1294.6929036182885,190,121,74,3
654918.2535827992,7558246.079751843,1295.5186829346944,190,121,74,3
654909.6040679249,7558272.463065755,1297.794346926882,190,121,74,3
654897.1630579261,7558297.184665995,1299.4077835245382,190,121,74,3
654881.3063663626,7558320.276671069,1300.6824604298115,190,121,74,3
654863.4816252772,7558342.725531513,1301.171688755007,190,121,74,3
654843.2945600349,7558363.243232909,1303.09106794446,190,121,74,3
654821.9950643932,7558382.673165955,1304.622805161257,190,121,74,3
654799.1726014789,7558400.981226875,1303.2527264893818,190,121,74,3
654774.818842751,7558418.363616735,1301.1495322218038,190,121,74,3
654749.3316325974,7558434.891198932,1299.7105783057882,190,121,74,3
654723.6129577018,7558450.740150028,1297.8015923585224,190,121,74,3
654697.1809912268,7558466.246641982,1297.618400317507,190,121,74,3
654670.086307934,7558481.441856028,1296.475235083132,190,121,74,3
654642.2776855666,7558495.957488436,1295.5887023780538,190,121,74,3
654614.0470865909,7558509.7643436175,1294.2117208936788,190,121,74,3
654585.0952220096,7558523.01294442,1292.818976958132,190,121,74,3
654555.8928458319,7558535.666146195,1292.8662017335225,190,121,74,3
654526.1902317596,7558547.980492784,1291.9691911573507,190,121,74,3
654496.3386818661,7558559.4058961375,1291.211837348757,190,121,74,3
654466.8916430924,7558571.202469204,1291.5890351221944,190,121,74,3
654437.2975423892,7558582.194509558,1290.046231411257,190,121,74,3
654407.344725764,7558591.657541344,1288.716009145632,190,121,74,3
654376.9214577932,7558599.762792902,1288.3457824268821,190,121,74,3
654345.9885621422,7558606.114604599,1289.2029995557882,190,121,74,3
654315.0462979263,7558610.93974992,1288.140205551882,190,121,74,3
654283.9504997628,7558615.006832883,1288.73001231946,190,121,74,3
654253.2183389203,7558618.843311258,1290.077315161257,190,121,74,3
654222.8549373447,7558622.131060819,1289.01452263196,190,121,74,3
654192.2771334202,7558625.556112737,1287.9052443995379,190,121,74,3
654161.7284241073,7558628.964533637,1288.1362625245386,190,121,74,3
654131.5427640536,7558632.151649098,1287.3996587159445,190,121,74,3
