Easting,Northing,fuffens,r,g,b,Name
654005.3877621326,7556297.872263665,1353.8590271347655,248,57,4,4
653992.1351970222,7556293.963163594,1354.820993018229,248,57,4,4
653978.882631912,7556290.054063521,1355.4207904401042,248,57,4,4
653965.6300668018,7556286.14496345,1356.3834026276045,248,57,4,4
653953.1605108454,7556280.816956487,1357.5247339453124,248,57,4,4
653940.6909548889,7556275.488949525,1358.0717161315104,248,57,4,4
653928.2213989326,7556270.160942563,1359.3829056035158,248,57,4,4
653915.7518429763,7556264.832935601,1360.3265874091796,248,57,4,4
653903.2822870199,7556259.504928637,1361.7079916184896,248,57,4,4
653890.8127310635,7556254.176921675,1362.5830414785155,248,57,4,4
653878.3431751071,7556248.848914713,1363.824557406901,248,57,4,4
653865.8736191507,7556243.52090775,1364.920443220052,248,57,4,4
653852.995728938,7556237.990206931,1366.3500587200522,248,57,4,4
653840.1178387252,7556232.459506111,1367.2869395690104,248,57,4,4
653827.2399485125,7556226.928805293,1368.689101578125,248,57,4,4
653814.3620582997,7556221.398104472,1369.6575417128904,248,57,4,4
653801.484168087,7556215.8674036525,1371.1461140732422,248,57,4,4
653788.6062778743,7556210.336702833,1372.315962923828,248,57,4,4
653775.7283876615,7556204.806002012,1373.6822152141924,248,57,4,4
653762.8504974488,7556199.275301193,1375.0511454700518,248,57,4,4
653749.2326624759,7556193.0879549375,1376.3856732740885,248,57,4,4
653735.6148275029,7556186.900608682,1378.06073284375,248,57,4,4
653721.99699253,7556180.7132624285,1380.3117816386718,248,57,4,4
653708.3791575569,7556174.525916174,1382.53217845931,248,57,4,4
653694.761322584,7556168.33856992,1384.4345971796874,248,57,4,4
653681.143487611,7556162.151223664,1386.8468783092446,248,57,4,4
653667.5256526379,7556155.96387741,1389.576169209147,248,57,4,4
653653.9889477136,7556149.280757864,1391.824772381185,248,57,4,4
653640.4522427892,7556142.597638317,1394.825689778646,248,57,4,4
653626.9155378648,7556135.914518773,1397.5056715753585,248,57,4,4
653613.3788329404,7556129.231399228,1400.1349273785806,248,57,4,4
653599.8421280159,7556122.548279682,1402.7564325561527,248,57,4,4
653586.3054230915,7556115.8651601365,1406.85274973112,248,57,4,4
653572.7687181671,7556109.182040591,1411.8227647226565,248,57,4,4
653559.8671683795,7556102.572519697,1416.6823355648596,248,57,4,4
653546.9656185919,7556095.9629988065,1421.2996888333334,248,57,4,4
653534.0640688043,7556089.353477914,1425.5146107582775,248,57,4,4
653521.1625190168,7556082.743957021,1429.5031169546876,248,57,4,4
653508.2609692293,7556076.134436129,1432.858570609375,248,57,4,4
653495.3594194414,7556069.524915238,1435.6816555942382,248,57,4,4
653482.4578696539,7556062.915394343,1438.5520560761718,248,57,4,4
653469.6453388282,7556056.046731085,1440.6697744057615,248,57,4,4
653456.8328080026,7556049.178067827,1442.9371096451825,248,57,4,4
653444.0202771769,7556042.309404568,1444.6300441888018,248,57,4,4
653431.2077463514,7556035.440741307,1446.2127937402345,248,57,4,4
653418.3952155255,7556028.572078049,1447.8206590540365,248,57,4,4
653405.5826846999,7556021.7034147885,1448.9689311621094,248,57,4,4
653392.7701538742,7556014.8347515315,1450.3703959134116,248,57,4,4
653379.4941003692,7556007.190361495,1451.6396364033205,248,57,4,4
653366.218046864,7555999.545971459,1451.7960971451826,248,57,4,4
653352.941993359,7555991.901581422,1452.1068714091796,248,57,4,4
653339.6659398542,7555984.257191388,1452.1018695507812,248,57,4,4
653326.3898863492,7555976.6128013525,1452.4824551158856,248,57,4,4
653313.1138328442,7555968.968411315,1452.2105137410479,248,57,4,4
653299.8377793392,7555961.32402128,1451.9900970283206,248,57,4,4
653286.2496409548,7555953.623229879,1451.8568041342776,248,57,4,4
653272.6615025705,7555945.922438477,1449.2342111861328,248,57,4,4
653259.0733641861,7555938.221647077,1449.2684162834635,248,57,4,4
653245.4852258017,7555930.520855677,1449.604164941927,248,57,4,4
653231.8970874173,7555922.820064276,1449.4599036845702,248,57,4,4
653218.3089490329,7555915.1192728765,1449.3190761302085,248,57,4,4
653204.7208106486,7555907.418481475,1449.2986387447918,248,57,4,4
653191.1291844352,7555899.28709554,1450.380444154948,248,57,4,4
653177.5375582217,7555891.155709605,1452.00571121875,248,57,4,4
653163.9459320083,7555883.02432367,1453.2412739658207,248,57,4,4
653150.3543057949,7555874.892937735,1455.7080098837891,248,57,4,4
653136.7626795815,7555866.7615518,1457.9631759760418,248,57,4,4
653123.171053368,7555858.630165865,1461.4984158007815,248,57,4,4
653109.5794271546,7555850.49877993,1462.7320369269205,248,57,4,4
653095.9026250106,7555842.5863077575,1463.8857117213545,248,57,4,4
653082.2258228664,7555834.673835582,1465.931858770833,248,57,4,4
653068.5490207225,7555826.761363408,1467.3361643040366,248,57,4,4
653054.8722185786,7555818.848891235,1468.4693460820313,248,57,4,4
653041.1954164346,7555810.936419061,1470.0889042019858,248,57,4,4
653027.5186142905,7555803.023946888,1473.2989442654946,248,57,4,4
653013.8418121465,7555795.111474712,1476.4580027848306,248,57,4,4
652998.3430750765,7555784.917536883,1481.0077796269532,248,57,4,4
652982.8443380065,7555774.72359905,1485.7998772666015,248,57,4,4
652967.3456009364,7555764.52966122,1490.9889440327381,248,57,4,4
652951.8468638664,7555754.335723387,1496.8654264574036,248,57,4,4
652936.3481267964,7555744.141785556,1502.834773357422,248,57,4,4
652920.8493897264,7555733.947847725,1507.8696276308594,248,57,4,4
654603.7105255666,7556587.001647077,1332.3426595710866,248,57,4,0
654579.0983957343,7556584.62626425,1336.137790514496,248,57,4,0
654554.4862659022,7556582.250881422,1339.7744741923966,248,57,4,0
654530.2376820922,7556579.7302586725,1343.5514166593705,248,57,4,0
654505.9890982822,7556577.209635925,1347.0511595763169,248,57,4,0
654482.0966474463,7556574.319854625,1349.881480301408,248,57,4,0
654458.2041966103,7556571.430073325,1352.8847151541745,248,57,4,0
654434.6800467663,7556569.009793056,1354.669842164841,248,57,4,0
654411.1558969222,7556566.589512786,1356.189834438965,248,57,4,0
654387.4478560493,7556564.102750597,1357.5982806374589,248,57,4,0
654363.7398151761,7556561.615988407,1358.5651761547228,248,57,4,0
654339.9210349317,7556559.234739563,1358.9054466862704,248,57,4,0
654316.1022546871,7556556.85349072,1357.9987385907843,248,57,4,0
654292.1835067743,7556554.745996724,1355.9913354208186,248,57,4,0
654268.2647588614,7556552.638502727,1354.25724036754,248,57,4,0
654244.325165785,7556550.530205869,1352.4742237718738,248,57,4,0
654220.3855727087,7556548.421909011,1352.0744724998954,248,57,4,0
654196.4700716204,7556546.259645637,1352.1474078075958,248,57,4,0
654172.5545705324,7556544.097382264,1354.0954846195752,248,57,4,0
654148.0900903561,7556541.343992515,1356.5942094058194,248,57,4,0
654123.6256101795,7556538.590602766,1359.6979653441767,248,57,4,0
654098.5671802778,7556535.299284898,1363.7619448540402,248,57,4,0
654073.5087503761,7556532.007967028,1367.839810358971,248,57,4,0
654047.9926729174,7556528.689695883,1370.8079600428125,248,57,4,0
654022.4765954589,7556525.371424736,1372.609692966914,248,57,4,0
653996.160862068,7556522.508483525,1374.3533580477733,248,57,4,0
653969.8451286771,7556519.645542313,1376.109937530166,248,57,4,0
653943.1765308878,7556517.097170588,1378.2626589385773,248,57,4,0
653916.5079330986,7556514.548798863,1379.1661062616154,248,57,4,0
653889.8043421044,7556511.887164721,1379.570076190305,248,57,4,0
653863.10075111,7556509.2255305825,1379.6624022251285,248,57,4,0
653836.123682326,7556507.47008767,1378.9392775697745,248,57,4,0
653809.1466135422,7556505.714644757,1378.20147226296,248,57,4,0
653782.1695447583,7556503.959201847,1377.8512242299607,248,57,4,0
653755.1924759743,7556502.203758935,1377.1941805324545,248,57,4,0
653729.2463287964,7556503.276043758,1376.1756995465603,248,57,4,0
653703.3001816181,7556504.348328577,1376.2711099182552,248,57,4,0
653678.2716690126,7556506.481552922,1376.4865491564817,248,57,4,0
653653.2431564071,7556508.614777266,1376.7320323741856,248,57,4,0
653628.4734568939,7556511.6577523835,1376.909870074526,248,57,4,0
653462.909207561,7556545.27439784,1448.5014549274947,248,57,4,0
653440.5512823439,7556551.2844448,1457.2219218260445,248,57,4,0
653418.1933571268,7556557.29449176,1469.4906418712992,248,57,4,0
653395.8354319095,7556563.304538721,1482.4940817866504,248,57,4,0
653373.4775066924,7556569.314585681,1494.2585641429469,248,57,4,0
653352.3760780353,7556575.260564855,1501.1784157297473,248,57,4,0
653331.2746493786,7556581.206544029,1505.8418395640122,248,57,4,0
653311.6151233523,7556586.6947135925,1508.6155951420028,248,57,4,0
653291.9555973259,7556592.182883155,1509.604263535719,248,57,4,0
653272.2960712996,7556597.671052719,1508.6113155836506,248,57,4,0
653252.6365452731,7556603.159222282,1505.915769953873,248,57,4,0
653232.9770192468,7556608.647391844,1500.3538595340372,248,57,4,0
653213.3174932203,7556614.135561408,1494.7427000608814,248,57,4,0
653193.657967194,7556619.62373097,1491.2705486080622,248,57,4,0
653173.9984411675,7556625.111900533,1490.8683178675428,248,57,4,0
653155.7131199042,7556631.450834663,1491.2567022263158,248,57,4,0
653137.4277986407,7556637.789768793,1492.2171238671312,248,57,4,0
653117.2293674928,7556644.014885951,1493.3780965291096,248,57,4,0
653097.030936345,7556650.240003109,1494.2371003873113,248,57,4,0
653075.8863952346,7556657.638138328,1495.3783539673846,248,57,4,0
653054.7418541244,7556665.036273545,1496.9983427814734,248,57,4,0
653033.5973130141,7556672.4344087625,1498.455591449834,248,57,4,0
653012.4527719037,7556679.832543981,1500.3573303944088,248,57,4,0
652991.0135399636,7556688.330837746,1501.8843472046212,248,57,4,0
652969.5743080237,7556696.829131511,1503.6999873328105,248,57,4,0
652949.0232885752,7556706.888906074,1506.146019800759,248,57,4,0
652928.4722691269,7556716.9486806365,1509.1862905498685,248,57,4,0
652908.6256583472,7556728.503085016,1511.5602370986883,248,57,4,0
652888.7790475674,7556740.057489396,1514.527120992549,248,57,4,0
652869.1621232529,7556750.564493401,1517.8113062763266,248,57,4,0
652849.5451989385,7556761.071497406,1520.742952497682,248,57,4,0
652830.2962705996,7556771.0142752025,1523.5124346067719,248,57,4,0
652811.0473422608,7556780.957053001,1525.6434529198466,248,57,4,0
652791.7984139221,7556790.899830799,1527.9231122258004,248,57,4,0
652772.5494855831,7556800.842608596,1530.0715325438528,248,57,4,0
652753.1576295564,7556809.688003465,1532.2181047633233,248,57,4,0
652733.7657735297,7556818.533398334,1533.580860152477,248,57,4,0
652714.42189566,7556828.33154962,1535.5213106148167,248,57,4,0
652695.0780177903,7556838.1297009075,1536.9621963753107,248,57,4,0
652674.7348989961,7556846.137037035,1539.0210550407862,248,57,4,0
652654.3917802016,7556854.144373163,1540.716626595632,248,57,4,0
652634.1562124102,7556862.102545455,1542.7772302783692,248,57,4,0
652613.9206446187,7556870.0607177485,1545.3628807133675,248,57,4,0
652593.8951859048,7556878.702000868,1547.6995077107556,248,57,4,0
652573.8697271908,7556887.343283987,1549.998738545454,248,57,4,0
652554.1419475554,7556895.723385503,1554.0258896759326,248,57,4,0
652534.41416792,7556904.103487018,1557.4542509365556,248,57,4,0
652514.6863882847,7556912.4835885335,1560.637278766946,248,57,4,0
652494.9586086492,7556920.86369005,1564.241178234563,248,57,4,0
652475.3522129506,7556929.139705649,1567.8003853039922,248,57,4,0
652455.7458172521,7556937.415721246,1571.2483683928049,248,57,4,0
652435.6548092933,7556945.774969492,1574.451495036627,248,57,4,0
652415.5638013347,7556954.13421774,1578.4214358859274,248,57,4,0
652395.7783722039,7556962.623617569,1581.740717996914,248,57,4,0
652375.9929430734,7556971.113017398,1584.7163757820847,248,57,4,0
652356.3896761255,7556978.999051284,1587.6659185254628,248,57,4,0
652336.7864091776,7556986.885085171,1590.477211425371,248,57,4,0
652318.8447157759,7556994.441941718,1593.1389989640986,248,57,4,0
652300.903022374,7557001.998798262,1595.8104655356956,248,57,4,0
652282.9613289725,7557009.555654809,1597.7152642948847,248,57,4,0
652265.0196355708,7557017.112511354,1601.692883210282,248,57,4,0
652247.077942169,7557024.669367901,1604.7593693131266,248,57,4,0
652229.1362487674,7557032.226224448,1607.3407802302856,248,57,4,0
652782.2980279131,7556385.8194106165,1507.7514183045246,248,57,4,0
652803.2477254394,7556363.827876836,1501.2606800824765,248,57,4,0
652824.1974229657,7556341.8363430565,1492.8193705365293,248,57,4,0
652844.8122529148,7556318.819677672,1486.7758044005686,248,57,4,0
652865.4270828639,7556295.803012289,1478.9236943414853,248,57,4,0
652886.2822741342,7556272.968521117,1470.8618939308496,248,57,4,0
652907.1374654046,7556250.134029946,1465.592581784456,248,57,4,0
652927.935770209,7556226.514388298,1460.1806529661621,248,57,4,0
652948.7340750134,7556202.894746647,1455.834336822959,248,57,4,0
652969.9557534794,7556179.188887968,1453.5317440480253,248,57,4,0
652991.1774319455,7556155.483029286,1452.1006195928887,248,57,4,0
653012.4447749346,7556131.724328702,1452.4295755208211,248,57,4,0
653033.7121179238,7556107.96562812,1455.0251944383633,248,57,4,0
653055.2066065306,7556084.611791484,1458.4296841108146,248,57,4,0
653076.7010951374,7556061.257954847,1464.111892018246,248,57,4,0
653099.066692397,7556038.012216452,1471.8155720214686,248,57,4,0
653121.4322896566,7556014.766478058,1477.941813352758,248,57,4,0
653144.4760685051,7555992.064264983,1476.821726913497,248,57,4,0
653167.5198473537,7555969.362051909,1469.02575857038,248,57,4,0
653190.4953634333,7555946.767847829,1467.1655201615918,248,57,4,0
653213.4708795128,7555924.173643747,1470.3917613797285,248,57,4,0
653237.0272153832,7555902.005478857,1473.6741593531306,248,57,4,0
653260.5835512535,7555879.837313968,1471.5583850513094,248,57,4,0
653283.7237358977,7555857.309521386,1459.828939452625,248,57,4,0
653306.8639205418,7555834.781728805,1446.1999802458904,248,57,4,0
653326.6371350016,7555811.662271436,1437.3014602023886,248,57,4,0
652884.9686506228,7555831.848396316,1504.2635941421986,248,57,4,0
652866.8189898834,7555847.537223779,1500.7082808078549,248,57,4,0
652848.6693291442,7555863.226051241,1497.3419503132234,248,57,4,0
652853.7131406844,7555881.960204002,1491.7421160058288,248,57,4,0
652858.7569522245,7555900.694356765,1486.3778296960854,248,57,4,0
652868.1080072364,7555915.802611599,1482.0652918778376,248,57,4,0
652877.4590622481,7555930.910866433,1476.1943777659617,248,57,4,0
652886.81011726,7555946.019121265,1470.9932773938278,248,57,4,0
652896.1611722717,7555961.127376099,1466.0768897546275,248,57,4,0
652920.492611771,7555970.061278745,1460.5359726265451,248,57,4,0
652944.82405127,7555978.995181391,1459.106771907182,248,57,4,0
653005.8998982478,7555998.386151145,1464.6261795051053,248,57,4,0
653066.9757452254,7556017.7771208985,1470.2942082935433,248,57,4,0
653093.0463587963,7556024.135059322,1475.1780558655137,248,57,4,0
653119.1169723673,7556030.492997746,1478.1834745610724,248,57,4,0
653146.755451481,7556039.961482597,1479.2353303584355,248,57,4,0
653174.3939305946,7556049.429967443,1477.3695129041973,248,57,4,0
653201.6665065924,7556056.977961995,1473.9300368473191,248,57,4,0
653228.9390825903,7556064.525956544,1473.8923308126737,248,57,4,0
653255.6535336439,7556076.174979912,1472.1471405530176,248,57,4,0
653282.3679846977,7556087.82400328,1470.5574542713828,248,57,4,0
653312.1843012446,7556095.413331292,1468.5333160501057,248,57,4,0
653342.0006177914,7556103.002659301,1466.3351055631867,248,57,4,0
653371.7492822257,7556111.37072159,1463.5477649433967,248,57,4,0
653401.49794666,7556119.738783877,1460.201301292552,248,57,4,0
653431.4759233363,7556128.45643018,1456.4847873563117,248,57,4,0
653461.4539000125,7556137.174076484,1450.9121896873125,248,57,4,0
653491.6195585898,7556146.238836469,1442.450726482052,248,57,4,0
653521.7852171671,7556155.303596457,1432.5971465485209,248,57,4,0
653551.5877266339,7556164.850132389,1421.6854310292208,248,57,4,0
653581.3902361004,7556174.396668322,1410.922641291138,248,57,4,0
653611.5085035586,7556184.2421222385,1400.0036015530661,248,57,4,0
653641.6267710165,7556194.087576155,1389.081281971855,248,57,4,0
653672.1780954483,7556204.015544105,1379.2429557282514,248,57,4,0
653702.7294198797,7556213.943512056,1371.6990584215132,248,57,4,0
653733.4608525108,7556223.994743942,1366.6217770606795,248,57,4,0
653764.1922851418,7556234.045975829,1364.5099080536784,248,57,4,0
653794.7502129279,7556244.199306,1362.7495352769395,248,57,4,0
653825.3081407142,7556254.3526361715,1360.8196635516756,248,57,4,0
653855.6776412898,7556264.160260352,1358.8457447701774,248,57,4,0
653886.0471418654,7556273.967884536,1356.9233866238415,248,57,4,0
653915.9311552125,7556283.85887971,1355.5318297864715,248,57,4,0
653945.8151685596,7556293.749874887,1354.9539121697267,248,57,4,0
653975.088127424,7556303.381502585,1354.5999759905249,248,57,4,0
654004.3610862885,7556313.013130282,1353.902316961413,248,57,4,0
654033.0430543476,7556322.051375098,1352.520638400115,248,57,4,0
654061.7250224068,7556331.08961991,1350.4156998349113,248,57,4,0
654090.365027288,7556340.126012612,1349.005009687629,248,57,4,0
654119.0050321692,7556349.162405316,1348.490689875131,248,57,4,0
654147.5748428715,7556357.971797398,1348.9841410825825,248,57,4,0
654176.1446535741,7556366.781189484,1349.3451035697185,248,57,4,0
654204.0214332503,7556374.264776679,1349.7119383929567,248,57,4,0
654231.8982129266,7556381.748363874,1349.876377418804,248,57,4,0
654259.1110156397,7556388.46646857,1349.231915859116,248,57,4,0
654286.323818353,7556395.184573267,1348.2828166794675,248,57,4,0
654313.584662018,7556401.794433342,1346.822894197513,248,57,4,0
654340.845505683,7556408.40429342,1345.2749179731845,248,57,4,0
654368.1651562792,7556415.074147898,1344.7355707796355,248,57,4,0
654395.4848068755,7556421.744002373,1343.1354325704954,248,57,4,0
654422.894101396,7556428.308120542,1342.1810970595095,248,57,4,0
654450.3033959166,7556434.872238713,1341.2658093304628,248,57,4,0
654478.2216596664,7556441.299991158,1341.8044906753055,248,57,4,0
654506.1399234162,7556447.727743599,1342.2036930120025,248,57,4,0
654533.8184168907,7556453.974099062,1340.2971852612814,248,57,4,0
654561.4969103652,7556460.220454525,1338.648023898851,248,57,4,0
654590.752495714,7556466.618241307,1335.856844523463,248,57,4,0
654620.0080810627,7556473.01602809,1330.76339474283,248,57,4,0
654651.0929813995,7556479.189503858,1323.7694315188835,248,57,4,0
654682.1778817364,7556485.362979626,1318.8798743355867,248,57,4,0
654714.2266297848,7556491.818760392,1314.899082065395,248,57,4,0
654746.2753778332,7556498.27454116,1311.5011187522725,248,57,4,0
654778.893444815,7556505.324099137,1308.4162876261792,248,57,4,0
654811.5115117969,7556512.373657118,1307.7736802232055,248,57,4,0
654844.2761731885,7556520.103271899,1306.6158006163448,248,57,4,0
654877.0408345797,7556527.832886681,1307.1216185383826,248,57,4,0
654910.369408202,7556535.206339167,1306.493547652549,248,57,4,0
654943.6979818242,7556542.579791654,1308.0320899212775,248,57,4,0
654977.2986838325,7556549.244326987,1308.9559942461785,248,57,4,0
653439.7843785336,7558821.266428637,1289.144865621256,248,57,4,0
653418.7820162796,7558827.2446538815,1294.271760527517,248,57,4,0
653397.7796540257,7558833.222879123,1299.2800899086412,248,57,4,0
653376.7772917715,7558839.201104365,1303.1995571888112,248,57,4,0
653355.7749295175,7558845.179329609,1306.9923109959245,248,57,4,0
653336.4252485412,7558850.72613588,1310.757645848246,248,57,4,0
653317.0755675649,7558856.272942153,1314.2975921975135,248,57,4,0
653297.6437773992,7558862.150291868,1317.9827344004382,248,57,4,0
653278.2119872335,7558868.027641582,1321.0267452368225,248,57,4,0
653259.3247902386,7558874.217113264,1323.389651431852,248,57,4,0
653240.4375932438,7558880.406584945,1326.5739848165135,248,57,4,0
653221.1208903338,7558886.458946466,1329.8058434689842,248,57,4,0
653201.8041874237,7558892.511307986,1332.5572047852925,248,57,4,0
653182.426183545,7558898.895455997,1335.129656056047,248,57,4,0
653163.0481796665,7558905.2796040075,1337.4993411534886,248,57,4,0
653142.1886187793,7558912.385745016,1339.1172170216894,248,57,4,0
653121.3290578921,7558919.4918860225,1340.340066094875,248,57,4,0
653100.469497005,7558926.598027031,1341.7634766915144,248,57,4,0
653079.6099361178,7558933.7041680375,1343.451764434571,248,57,4,0
653058.4655963115,7558939.648643693,1347.0891907000528,248,57,4,0
653037.3212565053,7558945.593119347,1350.0252811862806,248,57,4,0
653016.6649873941,7558951.399455353,1353.2887428720933,248,57,4,0
652996.0087182828,7558957.205791358,1357.019205420459,248,57,4,0
652975.6217714407,7558961.296805924,1360.9302233344395,248,57,4,0
652955.234824599,7558965.38782049,1363.6859208867675,248,57,4,0
652935.5147525674,7558963.541754175,1368.0303632833431,248,57,4,0
652915.7946805358,7558961.695687858,1373.4546367946582,248,57,4,0
652899.1135842592,7558956.7911002785,1377.5653670192914,248,57,4,0
652882.4324879826,7558951.886512698,1382.1247583444504,248,57,4,0
652866.824534539,7558942.968234773,1385.207877556207,248,57,4,0
652851.2165810957,7558934.049956845,1388.6398802101874,248,57,4,0
652750.5049197078,7558792.672193164,1382.8833222125324,248,57,4,0
652738.8376974014,7558772.803077632,1383.7287207196887,248,57,4,0
652727.1704750953,7558752.933962096,1385.9479017579486,248,57,4,0
652725.3577489774,7558723.8342455635,1386.336053091174,248,57,4,0
652723.5450228596,7558694.734529032,1387.9259213568719,248,57,4,0
652742.4364867188,7558636.981882817,1390.3440527006387,248,57,4,0
652761.3279505782,7558579.229236601,1394.334305843011,248,57,4,0
652764.5844163545,7558551.157512296,1400.159795656168,248,57,4,0
652767.840882131,7558523.085787993,1407.7189292475284,248,57,4,0
652771.548881894,7558495.487840352,1414.0814871891398,248,57,4,0
652775.2568816568,7558467.88989271,1421.2983410710153,248,57,4,0
652779.884761472,7558442.357718398,1425.8016166461587,248,57,4,0
652784.5126412873,7558416.8255440835,1428.8148380419468,248,57,4,0
652789.3623592418,7558390.021786135,1430.2046131059399,248,57,4,0
652794.2120771965,7558363.218028184,1430.1938304195571,248,57,4,0
652802.7152005518,7558338.810428913,1429.0956101286413,248,57,4,0
652811.2183239071,7558314.4028296415,1426.5711974280832,248,57,4,0
652822.3099726262,7558291.7135511525,1424.3173596180404,248,57,4,0
652833.4016213452,7558269.024272663,1421.4493676219088,248,57,4,0
652846.1309332175,7558248.611201435,1418.2411761214285,248,57,4,0
652858.8602450896,7558228.198130207,1415.2662170558624,248,57,4,0
652840.7337002284,7558554.184704508,1394.0751595287304,248,57,4,0
652866.6804931934,7558545.731309791,1392.4102179587371,248,57,4,0
652893.4341246007,7558538.443727404,1389.8220166433334,248,57,4,0
652920.187756008,7558531.156145018,1385.8375845304624,248,57,4,0
652948.352576339,7558525.740798194,1382.6044333254229,248,57,4,0
652976.5173966701,7558520.325451371,1379.8672380548535,248,57,4,0
653007.0935321393,7558519.244132453,1377.0834216549938,248,57,4,0
653037.6696676089,7558518.162813534,1375.6398706191626,248,57,4,0
653068.1894375884,7558518.028497162,1373.0954811171498,248,57,4,0
653098.7092075679,7558517.894180791,1368.005916282376,248,57,4,0
653130.3396921396,7558520.117214858,1361.1657457228744,248,57,4,0
653161.9701767114,7558522.340248921,1356.4888931618464,248,57,4,0
653193.3769854124,7558523.76864612,1353.6497262047487,248,57,4,0
653224.7837941134,7558525.197043318,1352.4566276570868,248,57,4,0
653256.0708928035,7558525.836994778,1350.0242441817438,248,57,4,0
653287.3579914935,7558526.476946238,1345.1358661566906,248,57,4,0
653319.2560703417,7558527.712796336,1335.105104733278,248,57,4,0
653351.1541491899,7558528.948646434,1321.494748406392,248,57,4,0
653383.3248993146,7558529.810561857,1311.3569022804113,248,57,4,0
653415.4956494392,7558530.6724772835,1303.5561940451194,248,57,4,0
653447.9365724287,7558531.551361018,1297.3474147508934,248,57,4,0
653480.3774954182,7558532.43024475,1290.527455026763,248,57,4,0
653513.3687448014,7558533.175297502,1284.8865825476835,248,57,4,0
653546.3599941846,7558533.920350255,1278.6284728010726,248,57,4,0
653580.2781976727,7558534.163128423,1273.1308440959297,248,57,4,0
