Easting,Northing,fuffens,r,g,b,Name
654413.8956260157,7556496.936564685,1324.38309825625,248,57,4,4
654416.6283957982,7556477.247146673,1326.433629368164,248,57,4,4
654419.3611655807,7556457.557728658,1328.120381220052,248,57,4,4
654239.5598183309,7556459.69918303,1346.5115879993486,248,57,4,4
654233.0382948902,7556478.868433863,1346.9744149163412,248,57,4,4
654226.5167714494,7556498.037684692,1346.6162661940104,248,57,4,4
654219.9952480086,7556517.206935525,1346.2326241783853,248,57,4,4
654213.4737245678,7556536.376186356,1346.7577174073895,248,57,4,4
654207.7934654081,7556554.883198586,1348.1174565830074,248,57,4,4
654202.1132062485,7556573.390210817,1349.844165710026,248,57,4,4
654196.4329470886,7556591.897223046,1351.6329583446616,248,57,4,4
654190.7526879291,7556610.404235276,1353.7013151684896,248,57,4,4
654185.0724287694,7556628.911247506,1355.5108868097655,248,57,4,4
654179.3921696098,7556647.418259736,1357.7458530769534,248,57,4,4
654174.3591266603,7556664.595536248,1359.623795497656,248,57,4,4
654169.3260837108,7556681.772812759,1361.4671881998695,248,57,4,4
654164.2930407614,7556698.950089272,1362.8579134180989,248,57,4,4
654159.2599978118,7556716.127365784,1364.3831237003906,248,57,4,4
654154.2269548622,7556733.304642295,1365.5639631931965,248,57,4,4
654149.1939119127,7556750.481918807,1366.2761615537759,248,57,4,4
654144.2164749227,7556768.210023235,1367.5647653902345,248,57,4,4
654139.2390379327,7556785.938127662,1368.4691362539065,248,57,4,4
654134.2616009428,7556803.66623209,1369.6910945140626,248,57,4,4
654129.2841639528,7556821.394336518,1370.669434809375,248,57,4,4
654124.3067269628,7556839.1224409435,1371.2962677839846,248,57,4,4
654119.3292899728,7556856.850545373,1372.4556373544272,248,57,4,4
654113.0001309769,7556875.860609498,1373.6932549934895,248,57,4,4
654106.670971981,7556894.870673624,1373.555333251302,248,57,4,4
654100.3418129851,7556913.88073775,1373.1089172779946,248,57,4,4
654094.0126539893,7556932.890801878,1373.059823307617,248,57,4,4
654087.6834949935,7556951.900866003,1373.0226019010415,248,57,4,4
654081.3543359975,7556970.910930129,1372.8959297760416,248,57,4,4
654069.3097853113,7556987.603953042,1373.7396620273441,248,57,4,4
654057.2652346253,7557004.296975957,1375.2297410831704,248,57,4,4
653960.5912967428,7556963.984794471,1378.1077005410157,248,57,4,4
653962.5521978401,7556939.521031038,1378.5418496731768,248,57,4,4
653964.5130989376,7556915.057267602,1378.7099938639326,248,57,4,4
653966.474000035,7556890.593504169,1379.479453570313,248,57,4,4
653968.6290116984,7556866.733526386,1380.230262358724,248,57,4,4
653970.7840233617,7556842.873548603,1381.6650598525393,248,57,4,4
653972.9390350252,7556819.01357082,1382.3709465442707,248,57,4,4
653975.0940466886,7556795.153593037,1382.879821438477,248,57,4,4
653977.2490583521,7556771.293615254,1383.4404774550785,248,57,4,4
653979.4040700154,7556747.433637471,1383.3088392407224,248,57,4,4
653981.5924530312,7556729.636210837,1382.9076663557944,248,57,4,4
653983.7808360471,7556711.838784207,1382.2731109492188,248,57,4,4
653985.969219063,7556694.041357572,1382.0275910913085,248,57,4,4
653988.1576020786,7556676.243930941,1381.7366906674804,248,57,4,4
653990.3459850947,7556658.446504308,1381.4764576822915,248,57,4,4
653992.5343681105,7556640.649077675,1381.088895997559,248,57,4,4
653994.7227511263,7556622.851651043,1380.191494052246,248,57,4,4
653997.492884008,7556605.001334473,1379.3440080947266,248,57,4,4
654000.2630168898,7556587.1510179015,1378.1710285581055,248,57,4,4
654003.0331497715,7556569.30070133,1377.2711228754886,248,57,4,4
654005.8032826532,7556551.45038476,1375.7507750917969,248,57,4,4
654008.5734155349,7556533.600068189,1374.4801831923828,248,57,4,4
654011.3435484167,7556515.749751619,1373.1452136078126,248,57,4,4
654014.1136812984,7556497.899435047,1371.1823627964845,248,57,4,4
654017.0583274539,7556479.080935371,1369.6121301089845,248,57,4,4
654020.0029736094,7556460.262435695,1367.0531235793458,248,57,4,4
654022.9476197647,7556441.443936017,1364.385443580636,248,57,4,4
654025.8922659202,7556422.625436341,1359.2235975735678,248,57,4,4
654028.8369120756,7556403.806936665,1352.4193237632212,248,57,4,4
654031.7815582311,7556384.988436989,1348.7172979277345,248,57,4,4
654035.028273319,7556365.973924522,1346.8681264023435,248,57,4,4
654038.274988407,7556346.959412058,1347.6920122530926,248,57,4,4
654041.521703495,7556327.944899592,1348.4909821575525,248,57,4,4
654044.768418583,7556308.930387125,1349.284393875488,248,57,4,4
654048.015133671,7556289.91587466,1350.9428196979168,248,57,4,4
653924.5858835282,7556218.636835657,1370.5813089746093,248,57,4,4
653914.8598358446,7556233.6748388335,1369.964421504557,248,57,4,4
653905.740851507,7556251.4009807715,1369.2288382421875,248,57,4,4
653896.6218671694,7556269.127122708,1368.7953247569988,248,57,4,4
653887.5028828318,7556286.853264644,1368.689655484375,248,57,4,4
653878.3838984943,7556304.57940658,1368.9993612832034,248,57,4,4
653869.2649141565,7556322.305548518,1369.1707962786459,248,57,4,4
653860.1459298191,7556340.031690452,1369.8851527308593,248,57,4,4
653852.113973171,7556356.940461739,1373.9220822166342,248,57,4,4
653844.0820165225,7556373.849233027,1379.9215951457113,248,57,4,4
653836.0500598743,7556390.75800431,1387.1156384328126,248,57,4,4
653828.0181032261,7556407.666775597,1391.1523810668946,248,57,4,4
653819.9861465779,7556424.575546884,1392.0333855455729,248,57,4,4
653811.9541899295,7556441.48431817,1392.2769449443356,248,57,4,4
653804.7791342856,7556457.500440927,1390.9515072923175,248,57,4,4
653797.6040786417,7556473.516563685,1389.6627072415365,248,57,4,4
653790.4290229979,7556489.532686442,1387.9503005480142,248,57,4,4
653783.2539673538,7556505.548809199,1386.5816668389325,248,57,4,4
653776.07891171,7556521.564931956,1383.4674118936634,248,57,4,4
653768.903856066,7556537.581054714,1379.916986917271,248,57,4,4
653762.3000390937,7556553.685462357,1378.2763147076826,248,57,4,4
653755.6962221215,7556569.789869999,1376.7371154915365,248,57,4,4
653749.0924051492,7556585.894277642,1375.2116936497393,248,57,4,4
653742.4885881769,7556601.998685283,1376.3218602216793,248,57,4,4
653735.8847712046,7556618.103092927,1378.0094718531902,248,57,4,4
653729.2809542323,7556634.207500568,1380.4407241846168,248,57,4,4
653722.5935197864,7556649.28576977,1385.274990758696,248,57,4,4
653715.9060853403,7556664.364038971,1391.5672783703965,248,57,4,4
653709.2186508944,7556679.442308173,1398.2000468870035,248,57,4,4
653702.5312164484,7556694.520577375,1406.4348259177975,248,57,4,4
653695.8437820025,7556709.598846577,1414.013358347526,248,57,4,4
653689.1563475564,7556724.6771157775,1418.408496360491,248,57,4,4
653682.4689131104,7556739.755384982,1420.7390926316407,248,57,4,4
653676.2630781593,7556755.133889001,1421.5031258686527,248,57,4,4
653670.0572432082,7556770.512393021,1421.6754713652344,248,57,4,4
653663.851408257,7556785.890897041,1420.3084616899414,248,57,4,4
653657.645573306,7556801.269401062,1418.4206515572916,248,57,4,4
653651.4397383549,7556816.647905082,1416.4211318203124,248,57,4,4
653645.2339034036,7556832.026409103,1414.3512754947915,248,57,4,4
653639.0280684526,7556847.404913123,1413.2945427363281,248,57,4,4
653627.5406084481,7556862.863627195,1412.9683645722657,248,57,4,4
653616.0531484437,7556878.322341268,1412.7194401738282,248,57,4,4
653604.5656884392,7556893.781055339,1411.9787192584633,248,57,4,4
653593.0782284347,7556909.239769411,1412.5880037364254,248,57,4,4
653581.5907684303,7556924.698483484,1414.6819820234375,248,57,4,4
653570.1033084258,7556940.157197555,1417.3092915690106,248,57,4,4
653473.855554624,7556856.478705641,1393.8821853958334,248,57,4,4
653473.0000192978,7556841.728480683,1397.8191819033207,248,57,4,4
653472.1444839715,7556826.978255725,1401.0362816575519,248,57,4,4
653476.2120391475,7556810.901395929,1403.2854475773113,248,57,4,4
653480.2795943235,7556794.824536133,1406.847730859282,248,57,4,4
653484.3471494993,7556778.747676336,1412.0163285520835,248,57,4,4
653488.4147046753,7556762.670816542,1419.0599095120194,248,57,4,4
653492.4822598512,7556746.593956743,1426.6947391230005,248,57,4,4
653496.549815027,7556730.517096948,1432.6144063528648,248,57,4,4
653500.617370203,7556714.440237151,1435.95606562972,248,57,4,4
653504.6849253789,7556698.363377355,1438.6811190797525,248,57,4,4
653508.8353282948,7556681.267232421,1440.4526512124025,248,57,4,4
653512.9857312107,7556664.171087487,1441.1004798212894,248,57,4,4
653517.1361341266,7556647.0749425525,1439.6796248357748,248,57,4,4
653521.2865370425,7556629.978797617,1437.6811075679686,248,57,4,4
653525.4369399585,7556612.882652682,1434.8003765189733,248,57,4,4
653529.5873428743,7556595.786507747,1430.6513298158206,248,57,4,4
653533.7377457903,7556578.690362814,1426.3254060574775,248,57,4,4
653537.6951407647,7556561.475766629,1423.7524831686196,248,57,4,4
653541.6525357392,7556544.261170442,1419.4709087033027,248,57,4,4
653545.6099307138,7556527.046574257,1414.1282986126307,248,57,4,4
653549.5673256882,7556509.831978072,1409.9563138851724,248,57,4,4
653553.5247206627,7556492.6173818875,1406.1064619970707,248,57,4,4
653557.4821156373,7556475.402785703,1404.3432484583334,248,57,4,4
653561.4395106118,7556458.188189518,1402.1161020230468,248,57,4,4
653565.2484409814,7556439.579362447,1399.7749846321615,248,57,4,4
653569.0573713509,7556420.970535379,1397.577822224121,248,57,4,4
653484.6805967514,7555987.798217158,1452.5470711009116,248,57,4,4
653475.5063701435,7556009.574538536,1450.3929157194013,248,57,4,4
653466.3321435356,7556031.350859918,1448.5241613170572,248,57,4,4
653458.169679605,7556053.911700088,1446.4370947792968,248,57,4,4
653450.0072156744,7556076.47254026,1444.5005859474286,248,57,4,4
653441.8447517438,7556099.033380432,1443.158138299479,248,57,4,4
653433.6822878132,7556121.594220605,1442.3664152877607,248,57,4,4
653425.5198238826,7556144.1550607765,1442.1715791881509,248,57,4,4
653417.7112523029,7556165.693630171,1442.4353366777343,248,57,4,4
653409.902680723,7556187.232199565,1442.3458537903643,248,57,4,4
653402.0941091432,7556208.77076896,1443.310792233073,248,57,4,4
653394.2855375634,7556230.309338354,1443.7533714947915,248,57,4,4
653386.4769659836,7556251.847907749,1445.0665578854166,248,57,4,4
653379.8773897113,7556272.164996704,1446.0731222408856,248,57,4,4
653373.277813439,7556292.482085659,1448.3591294016926,248,57,4,4
653366.6782371668,7556312.799174615,1450.3410329357096,248,57,4,4
653360.0786608947,7556333.11626357,1452.6792064550782,248,57,4,4
653353.4790846222,7556353.433352525,1455.6039956835934,248,57,4,4
653347.3477400972,7556372.907012186,1458.1483996547852,248,57,4,4
653341.2163955721,7556392.380671848,1462.9958930458097,248,57,4,4
653335.0850510469,7556411.854331506,1469.4422806283205,248,57,4,4
653328.9537065218,7556431.327991167,1475.3677776360676,248,57,4,4
653322.8223619965,7556450.801650828,1482.4079507199929,248,57,4,4
653317.1774011222,7556468.733199808,1489.1583549620768,248,57,4,4
653311.5324402477,7556486.664748788,1494.9962619990883,248,57,4,4
653305.8874793733,7556504.596297768,1498.9636646496094,248,57,4,4
653300.2425184988,7556522.527846746,1502.6634481106769,248,57,4,4
653294.5975576243,7556540.459395725,1505.4606978704428,248,57,4,4
653288.9525967499,7556558.390944705,1507.1824373626307,248,57,4,4
653284.8891860002,7556575.986803127,1509.0785198134765,248,57,4,4
653280.8257752504,7556593.582661551,1510.1880393087565,248,57,4,4
653276.7623645008,7556611.178519973,1510.6748580729165,248,57,4,4
653272.6989537511,7556628.7743783975,1510.8531524388018,248,57,4,4
653268.6355430014,7556646.37023682,1510.1057657374677,248,57,4,4
653264.5721322517,7556663.966095243,1509.3254621427411,248,57,4,4
653258.6399908492,7556681.627345638,1508.0530385191407,248,57,4,4
653252.7078494466,7556699.288596036,1507.3469741243491,248,57,4,4
653246.7757080441,7556716.949846433,1506.0003069776367,248,57,4,4
653240.8435666416,7556734.611096827,1505.4580891130206,248,57,4,4
653234.9114252389,7556752.272347225,1504.9438502373043,248,57,4,4
653140.6359884271,7556731.361883291,1496.5815134674478,248,57,4,4
653139.8394025883,7556715.733886062,1495.0615070387369,248,57,4,4
653139.0428167494,7556700.105888836,1493.725579435547,248,57,4,4
653138.2462309106,7556684.477891609,1493.2420711468096,248,57,4,4
653137.4496450718,7556668.849894382,1492.2416690973307,248,57,4,4
653140.5682267424,7556652.266354365,1490.960186532552,248,57,4,4
653143.6868084131,7556635.6828143485,1490.117323373047,248,57,4,4
653146.8053900839,7556619.099274333,1489.6104989368491,248,57,4,4
653149.9239717546,7556602.515734316,1488.1981758769532,248,57,4,4
653153.0425534253,7556585.932194299,1487.3364245696616,248,57,4,4
653156.161135096,7556569.348654282,1486.8892329933594,248,57,4,4
653159.6802367688,7556550.800355148,1486.9356280263669,248,57,4,4
653163.1993384416,7556532.252056011,1487.3934465613281,248,57,4,4
653166.7184401145,7556513.703756876,1487.319691483724,248,57,4,4
653170.2375417872,7556495.155457742,1488.0565797858071,248,57,4,4
653173.7566434601,7556476.607158605,1488.63575683138,248,57,4,4
653177.2757451329,7556458.058859468,1489.8439812779015,248,57,4,4
653180.9428353431,7556437.872611198,1490.9609603066406,248,57,4,4
653184.6099255532,7556417.686362924,1490.7176947460935,248,57,4,4
653188.2770157633,7556397.500114652,1490.9642740515949,248,57,4,4
653191.9441059735,7556377.31386638,1490.687887284017,248,57,4,4
653195.6111961836,7556357.127618108,1490.229744792643,248,57,4,4
653199.7749410089,7556334.917550879,1489.371790473307,248,57,4,4
653203.9386858342,7556312.707483648,1487.418030202474,248,57,4,4
653208.1024306596,7556290.497416421,1485.0277282749028,248,57,4,4
653212.2661754848,7556268.28734919,1481.5132508347656,248,57,4,4
653216.42992031,7556246.077281962,1478.2144655714515,248,57,4,4
653221.5604289366,7556223.650072925,1474.8956158723959,248,57,4,4
653226.6909375631,7556201.2228638865,1471.8014997104492,248,57,4,4
653231.8214461897,7556178.795654847,1468.6823338072918,248,57,4,4
653236.9519548161,7556156.368445807,1465.2291729760746,248,57,4,4
653242.0824634427,7556133.94123677,1462.3603204539058,248,57,4,4
653247.1529568456,7556112.091430928,1459.3603491796875,248,57,4,4
653252.2234502485,7556090.241625085,1456.9695470117188,248,57,4,4
653257.2939436515,7556068.391819241,1455.0853510888019,248,57,4,4
653262.3644370544,7556046.542013398,1453.977552603646,248,57,4,4
653267.4349304573,7556024.692207556,1452.6676116341143,248,57,4,4
653272.5644131935,7556003.384451687,1451.9380657466147,248,57,4,4
653277.6938959296,7555982.0766958175,1450.1841964052735,248,57,4,4
653282.8233786658,7555960.768939949,1449.5106079697266,248,57,4,4
653287.9528614021,7555939.461184079,1449.0419829867187,248,57,4,4
653293.0823441382,7555918.15342821,1448.6531190620115,248,57,4,4
653298.2792449112,7555897.750208754,1448.0515848107098,248,57,4,4
653303.476145684,7555877.346989299,1447.4943865906573,248,57,4,4
653308.673046457,7555856.943769842,1446.8591169293618,248,57,4,4
653141.3211826496,7555834.565677641,1435.5012849391276,248,57,4,4
653136.6421968671,7555863.270250036,1442.1371809363281,248,57,4,4
653131.9632110847,7555891.974822431,1449.8825631636441,248,57,4,4
653128.5991042842,7555921.581741538,1454.0498383806228,248,57,4,4
653125.2349974837,7555951.188660644,1457.5558420346233,248,57,4,4
653121.8708906829,7555980.79557975,1460.0603701206287,248,57,4,4
653118.5067838825,7556010.402498856,1461.1976788404295,248,57,4,4
653115.3646092531,7556040.123203067,1461.4427257233076,248,57,4,4
653112.2224346239,7556069.843907279,1462.1915650284832,248,57,4,4
653109.0802599945,7556099.564611491,1463.7959939102866,248,57,4,4
653105.9380853651,7556129.285315703,1466.6117195872393,248,57,4,4
653102.2894072636,7556157.752475362,1469.9651835782554,248,57,4,4
653098.6407291625,7556186.219635023,1473.4699458611651,248,57,4,4
653094.9920510611,7556214.686794682,1477.1646393095052,248,57,4,4
653091.3433729599,7556243.153954344,1480.8201756227213,248,57,4,4
653088.5314485474,7556268.458986001,1484.3077029630206,248,57,4,4
653085.7195241349,7556293.764017658,1488.198350951172,248,57,4,4
653082.9075997225,7556319.069049317,1492.5450476233073,248,57,4,4
653080.09567531,7556344.374080975,1496.570976958724,248,57,4,4
653076.6083149342,7556367.471449544,1500.4435396539066,248,57,4,4
653073.1209545585,7556390.568818113,1504.2771232884115,248,57,4,4
653069.6335941828,7556413.666186683,1507.7688117467446,248,57,4,4
653066.1462338069,7556436.763555251,1511.508999419108,248,57,4,4
653062.658873431,7556459.86092382,1514.3286519029946,248,57,4,4
653058.3878389185,7556481.948551425,1516.7980066080731,248,57,4,4
653054.1168044059,7556504.036179028,1519.3303619173178,248,57,4,4
653049.8457698935,7556526.123806635,1521.953522868164,248,57,4,4
653045.5747353811,7556548.211434239,1522.4643588502606,248,57,4,4
653041.3037008684,7556570.299061844,1522.4245709026693,248,57,4,4
653038.7168230336,7556591.530730869,1520.8483721108398,248,57,4,4
653036.1299451989,7556612.762399892,1516.3258764922907,248,57,4,4
653033.543067364,7556633.994068919,1511.3299408104654,248,57,4,4
653030.9561895293,7556655.225737942,1510.8122178850913,248,57,4,4
653028.3693116945,7556676.457406968,1511.2571699283853,248,57,4,4
653026.3818383876,7556697.662236836,1510.7610589746093,248,57,4,4
653024.3943650805,7556718.867066703,1510.2102703476562,248,57,4,4
653022.4068917736,7556740.071896572,1510.1886283593753,248,57,4,4
653020.4194184665,7556761.276726438,1510.2062170494794,248,57,4,4
653018.4319451596,7556782.481556307,1511.114160423828,248,57,4,4
653016.8294990228,7556804.019921223,1511.6329880296225,248,57,4,4
653015.227052886,7556825.558286139,1512.2464067708331,248,57,4,4
653013.6246067493,7556847.096651055,1513.2124419752606,248,57,4,4
652848.7386160707,7556867.231718596,1547.4013666194662,248,57,4,4
652841.5729907496,7556848.220258155,1544.5704208575146,248,57,4,4
652834.4073654285,7556829.208797714,1541.4515903232418,248,57,4,4
652827.2417401074,7556810.197337273,1538.9686391861978,248,57,4,4
652820.3063950097,7556792.9388767835,1536.2844740485027,248,57,4,4
652813.3710499121,7556775.680416296,1534.1891199115514,248,57,4,4
652806.4357048144,7556758.421955807,1532.278709418457,248,57,4,4
652799.5003597167,7556741.16349532,1530.7556653623699,248,57,4,4
652792.565014619,7556723.905034833,1528.9188069554687,248,57,4,4
652785.6296695214,7556706.646574344,1526.9936270065107,248,57,4,4
652779.3884932216,7556689.95278833,1525.3027372880856,248,57,4,4
652773.1473169219,7556673.259002316,1523.9486729029948,248,57,4,4
652766.906140622,7556656.565216301,1522.668600513021,248,57,4,4
652760.6649643222,7556639.871430287,1521.0303615253906,248,57,4,4
652754.4237880225,7556623.177644272,1518.8103477291668,248,57,4,4
652748.1826117227,7556606.483858258,1518.339939533203,248,57,4,4
652740.9993498373,7556588.799445802,1519.1807509503906,248,57,4,4
652733.8160879519,7556571.115033343,1519.9477175501304,248,57,4,4
652726.6328260663,7556553.430620887,1521.3020353135416,248,57,4,4
652719.4495641809,7556535.74620843,1522.6079281915686,248,57,4,4
652712.2663022955,7556518.061795972,1524.4385325145834,248,57,4,4
652705.0830404101,7556500.377383515,1527.026105688709,248,57,4,4
652693.1857694774,7556483.461589936,1530.965439461263,248,57,4,4
652681.2884985447,7556466.545796357,1534.7665504622394,248,57,4,4
652669.3912276122,7556449.630002779,1538.2302574270832,248,57,4,4
652657.4939566795,7556432.7142092,1541.3818697620443,248,57,4,4
652504.482538422,7556452.002346547,1539.9171542197266,248,57,4,4
652492.8647893482,7556467.567699539,1540.3353359225262,248,57,4,4
652481.2470402743,7556483.133052532,1540.431306739583,248,57,4,4
652481.5700538136,7556508.571414085,1539.5587600921226,248,57,4,4
652481.8930673529,7556534.009775639,1538.9049127291669,248,57,4,4
652482.2160808921,7556559.448137194,1538.7713238802085,248,57,4,4
652482.5390944313,7556584.886498747,1538.9731976970706,248,57,4,4
652489.0296671055,7556611.5430210065,1537.6648344644532,248,57,4,4
652495.5202397796,7556638.199543263,1537.0472807117187,248,57,4,4
652502.0108124537,7556664.85606552,1536.2227254240452,248,57,4,4
652508.5013851279,7556691.512587777,1533.3918055966794,248,57,4,4
652519.7981528693,7556716.435406045,1529.9951787682294,248,57,4,4
652531.0949206109,7556741.358224314,1530.0434235442706,248,57,4,4
652542.3916883525,7556766.281042581,1529.987456357422,248,57,4,4
652553.6884560939,7556791.203860849,1529.8944572304683,248,57,4,4
652564.0761254351,7556817.273912063,1534.0430052346353,248,57,4,4
652574.4637947761,7556843.3439632775,1540.6968479094235,248,57,4,4
652584.8514641174,7556869.414014491,1548.9581573984376,248,57,4,4
652595.2391334586,7556895.484065705,1557.8981203475587,248,57,4,4
652603.6581899538,7556921.674722022,1567.1453753801395,248,57,4,4
652612.0772464491,7556947.865378339,1573.7142229169458,248,57,4,4
652620.4963029444,7556974.056034656,1577.2372389322918,248,57,4,4
652628.9153594396,7557000.246690974,1580.7188999101566,248,57,4,4
652634.3815709171,7557025.8485607235,1582.7059993074774,248,57,4,4
652639.8477823946,7557051.450430476,1581.1860388531436,248,57,4,4
652645.3139938723,7557077.052300228,1577.6877490719867,248,57,4,4
652650.7802053498,7557102.654169979,1568.2655570059894,248,57,4,4
652649.1412618369,7557125.262908325,1556.4523002267254,248,57,4,4
652604.7946632996,7556941.5534013,1574.6057350222982,248,57,4,4
652627.8121337566,7556930.55660783,1571.4028125304364,248,57,4,4
652650.3434894604,7556919.537254862,1568.0175160260417,248,57,4,4
652672.8748451644,7556908.517901893,1564.7513243551432,248,57,4,4
652695.4062008683,7556897.498548922,1561.4189644075518,248,57,4,4
652717.9375565723,7556886.479195952,1558.3932818945316,248,57,4,4
652738.8935532001,7556876.453394802,1554.8795521341144,248,57,4,4
652759.8495498279,7556866.427593652,1551.89217204362,248,57,4,4
652780.8055464557,7556856.401792503,1548.7149760182294,248,57,4,4
652801.7615430835,7556846.375991353,1545.6615130634766,248,57,4,4
652822.7175397113,7556836.350190203,1542.4014328051758,248,57,4,4
652842.959856277,7556827.26359708,1539.1508161232096,248,57,4,4
652863.2021728426,7556818.177003957,1535.492798775,248,57,4,4
652883.4444894083,7556809.090410834,1531.6256913398438,248,57,4,4
652903.6868059739,7556800.003817713,1527.0315119354166,248,57,4,4
652923.9291225396,7556790.91722459,1522.8467978721353,248,57,4,4
652944.5476580564,7556782.492849295,1518.836302448828,248,57,4,4
652965.1661935729,7556774.068474,1515.5712270162762,248,57,4,4
652985.7847290897,7556765.644098705,1512.143635888672,248,57,4,4
653006.4032646065,7556757.21972341,1509.2115298528645,248,57,4,4
653027.0218001232,7556748.795348115,1506.1865930335287,248,57,4,4
653048.3795595611,7556740.614702053,1502.9150839308268,248,57,4,4
653069.7373189993,7556732.434055992,1499.3762747975259,248,57,4,4
653091.0950784372,7556724.253409932,1497.0282340833335,248,57,4,4
653112.4528378753,7556716.072763872,1495.3706398183595,248,57,4,4
653133.8105973133,7556707.892117811,1493.2442731611332,248,57,4,4
653155.6189403338,7556700.31568928,1491.5730838082684,248,57,4,4
653177.4272833543,7556692.739260747,1491.1845000618491,248,57,4,4
653199.2356263747,7556685.162832215,1491.2206094308267,248,57,4,4
653221.0439693953,7556677.586403684,1493.4638922378306,248,57,4,4
653242.8523124158,7556670.009975152,1499.659999311523,248,57,4,4
653266.4574721343,7556664.4410263635,1503.97515270855,248,57,4,4
653290.0626318527,7556658.872077578,1504.4353300698242,248,57,4,4
653313.667791571,7556653.303128787,1504.6655352002767,248,57,4,4
653337.2729512894,7556647.734180002,1502.792501749349,248,57,4,4
653360.8781110079,7556642.165231212,1497.7274986149087,248,57,4,4
653386.3366717852,7556637.695061208,1492.2633231599937,248,57,4,4
653411.7952325625,7556633.224891202,1486.472811125,248,57,4,4
653437.2537933397,7556628.754721194,1481.1297878470052,248,57,4,4
653462.7123541171,7556624.284551187,1475.2824028222656,248,57,4,4
653487.655450694,7556621.147564718,1468.3185269551595,248,57,4,4
653512.5985472712,7556618.010578245,1459.9253775816244,248,57,4,4
653537.5416438483,7556614.873591772,1451.307912925537,248,57,4,4
653562.4847404254,7556611.7366053015,1443.1328003012695,248,57,4,4
653585.7784008266,7556610.924704373,1435.4707311738282,248,57,4,4
653609.0720612279,7556610.112803443,1428.7544206875,248,57,4,4
653632.3657216291,7556609.300902517,1422.6873504922805,248,57,4,4
653655.6593820304,7556608.489001588,1415.7058087146484,248,57,4,4
653678.9530424316,7556607.6771006575,1407.9304017720706,248,57,4,4
653701.3659562916,7556608.540755511,1400.9132870863932,248,57,4,4
653723.7788701516,7556609.404410364,1392.3695009901876,248,57,4,4
653746.1917840114,7556610.268065218,1384.8407166749523,248,57,4,4
653768.6046978716,7556611.131720072,1379.366560794922,248,57,4,4
653791.0176117315,7556611.995374924,1376.4272221196288,248,57,4,4
653813.4677277417,7556613.89680887,1375.3848218111982,248,57,4,4
653835.9178437517,7556615.798242817,1374.1958021673174,248,57,4,4
653858.3679597619,7556617.699676762,1373.4970859874675,248,57,4,4
653880.8180757719,7556619.601110707,1374.4831275395509,248,57,4,4
653903.2681917821,7556621.502544655,1376.448286489955,248,57,4,4
653925.3818064695,7556623.000450293,1377.1698415686194,248,57,4,4
653947.495421157,7556624.498355929,1377.3675931884766,248,57,4,4
653969.6090358446,7556625.996261566,1377.1687340068356,248,57,4,4
653991.722650532,7556627.494167202,1376.4926509882812,248,57,4,4
654013.8362652195,7556628.99207284,1375.2180696393232,248,57,4,4
654034.6653002284,7556630.679741288,1374.1617413391925,248,57,4,4
654055.4943352374,7556632.367409732,1373.106761489095,248,57,4,4
654076.3233702463,7556634.055078179,1371.7111091601566,248,57,4,4
654097.1524052554,7556635.742746624,1369.9433633974609,248,57,4,4
654117.9814402643,7556637.430415072,1368.0718238997395,248,57,4,4
654139.6033382502,7556640.248057827,1365.4440582887366,248,57,4,4
654161.2252362361,7556643.065700584,1363.4366522792968,248,57,4,4
654182.8471342219,7556645.88334334,1361.2235738385416,248,57,4,4
654204.4690322079,7556648.700986098,1358.3255075423176,248,57,4,4
654226.0909301938,7556651.518628852,1355.9316135045574,248,57,4,4
654248.1447854682,7556655.829001761,1353.4340547408854,248,57,4,4
654270.1986407426,7556660.139374668,1350.3106780839846,248,57,4,4
654292.252496017,7556664.449747575,1347.6759899082033,248,57,4,4
654314.3063512914,7556668.760120482,1344.5365392968754,248,57,4,4
654336.3602065658,7556673.07049339,1341.5884020618491,248,57,4,4
654358.432848265,7556678.216443429,1338.3918493945316,248,57,4,4
654380.5054899643,7556683.362393468,1334.4914515839846,248,57,4,4
654402.5781316635,7556688.508343508,1330.0132260489095,248,57,4,4
654424.6507733627,7556693.654293545,1322.236108688965,248,57,4,4
654446.7234150621,7556698.8002435835,1315.4045095285155,248,57,4,4
654232.0530523018,7556358.837114077,1358.3461857721354,248,57,4,4
654220.065766818,7556355.861625289,1358.84337638444,248,57,4,4
654208.0784813344,7556352.886136497,1359.7184169397788,248,57,4,4
654196.0911958507,7556349.910647709,1359.867967124349,248,57,4,4
654184.1039103671,7556346.935158919,1360.1046345240884,248,57,4,4
654172.1166248835,7556343.959670128,1359.9516387041015,248,57,4,4
654160.9537318613,7556341.01056945,1358.7753440634765,248,57,4,4
654149.790838839,7556338.061468773,1357.474320713151,248,57,4,4
654138.6279458171,7556335.112368094,1356.1904119342446,248,57,4,4
654127.4650527948,7556332.163267416,1355.301345284505,248,57,4,4
654116.3021597726,7556329.214166737,1353.8894928701172,248,57,4,4
654105.1392667504,7556326.265066058,1352.7099435671876,248,57,4,4
654093.9763737282,7556323.315965379,1351.3681393421225,248,57,4,4
654082.8134807061,7556320.366864703,1350.315520147461,248,57,4,4
654071.6505876839,7556317.417764024,1349.7517418333334,248,57,4,4
654058.3980225737,7556313.508663952,1350.6508033229168,248,57,4,4
654045.1454574633,7556309.59956388,1351.294787592448,248,57,4,4
654031.8928923531,7556305.690463807,1352.3556308701172,248,57,4,4
654018.6403272429,7556301.781363738,1353.0061673697915,248,57,4,4
