Easting,Northing,glacier,r,g,b,Name
653333.1463793896,7558858.39223607,1353.0272216796875,56,57,255,3
653328.7689131878,7558832.846256168,1355.410888671875,56,57,255,3
653324.4308969022,7558807.340110256,1358.048583984375,56,57,255,3
653320.0912261222,7558781.918164744,1360.78466796875,56,57,255,3
653315.9243577372,7558756.469100614,1363.7979736328125,56,57,255,3
653311.8937926744,7558731.018822749,1366.4267578125,56,57,255,3
653308.0491320691,7558705.673325784,1369.0023193359375,56,57,255,3
653304.1136494412,7558680.500333938,1370.8485107421875,56,57,255,3
653300.175965696,7558655.420870236,1372.5673828125,56,57,255,3
653296.5843045128,7558630.633672713,1374.611572265625,56,57,255,3
653293.4912564927,7558606.335138514,1376.4207763671875,56,57,255,3
653290.6669234714,7558582.277411982,1378.0380859375,56,57,255,3
653288.0855342642,7558558.365316455,1380.46875,56,57,255,3
653285.5507451397,7558534.783775465,1382.1202392578125,56,57,255,3
653282.7311833153,7558511.578539156,1385.548828125,56,57,255,3
653280.0978586116,7558489.058676503,1387.9093017578125,56,57,255,3
653277.7424708321,7558467.210950897,1391.999755859375,56,57,255,3
653275.5977204973,7558445.815948976,1394.7843017578125,56,57,255,3
653272.7717405203,7558425.288612535,1398.4222412109375,56,57,255,3
653268.6847826715,7558406.203014901,1401.05126953125,56,57,255,3
653262.6925828147,7558389.101282956,1404.6962890625,56,57,255,3
653254.2886986858,7558374.618058127,1407.335205078125,56,57,255,3
654785.0504361659,7556849.379505333,1330.218017578125,56,57,255,4
654785.93805147,7556833.824696053,1330.585693359375,56,57,255,4
654786.825666774,7556818.269886772,1331.595703125,56,57,255,4
654787.7132820779,7556802.715077493,1331.966064453125,56,57,255,4
654788.6008973821,7556787.160268215,1331.9197998046875,56,57,255,4
654789.4885126862,7556771.605458938,1333.024658203125,56,57,255,4
654790.8023863257,7556756.893553693,1333.7498779296875,56,57,255,4
654792.1162599648,7556742.181648447,1334.40283203125,56,57,255,4
654793.4301336041,7556727.469743202,1334.530029296875,56,57,255,4
654794.7440072433,7556712.75783796,1334.4427490234375,56,57,255,4
654796.0578808825,7556698.045932715,1335.31298828125,56,57,255,4
654797.3717545219,7556683.334027471,1336.1695556640625,56,57,255,4
654798.6856281612,7556668.622122226,1337.0296630859375,56,57,255,4
654800.0870781024,7556654.913862208,1337.904052734375,56,57,255,4
654801.4885280436,7556641.205602189,1337.8499755859375,56,57,255,4
654802.8899779847,7556627.49734217,1337.5382080078125,56,57,255,4
654804.2914279259,7556613.789082151,1337.26611328125,56,57,255,4
654805.6928778671,7556600.080822132,1337.4898681640625,56,57,255,4
654807.0943278085,7556586.372562114,1338.101806640625,56,57,255,4
654808.4957777496,7556572.664302095,1338.7559814453125,56,57,255,4
654809.8972276908,7556558.956042076,1338.9522705078125,56,57,255,4
654811.7397582657,7556544.891709394,1339.7655029296875,56,57,255,4
654813.5822888403,7556530.827376712,1340.34423828125,56,57,255,4
654815.4248194151,7556516.763044029,1341.6668701171875,56,57,255,4
654817.26734999,7556502.698711348,1342.833984375,56,57,255,4
654819.1098805647,7556488.634378665,1343.80126953125,56,57,255,4
654820.9524111395,7556474.5700459825,1344.9078369140625,56,57,255,4
654822.7949417143,7556460.505713302,1346.531982421875,56,57,255,4
654824.637472289,7556446.441380617,1347.6761474609375,56,57,255,4
654821.6590000711,7556432.9758499265,1349.6890869140625,56,57,255,4
654818.6805278532,7556419.510319233,1351.003173828125,56,57,255,4
654815.7020556353,7556406.0447885385,1352.94189453125,56,57,255,4
654812.7235834175,7556392.579257848,1355.4500732421875,56,57,255,4
654809.7451111993,7556379.113727154,1357.0826416015625,56,57,255,4
654806.7666389815,7556365.648196462,1360.2969970703125,56,57,255,4
654803.7881667636,7556352.182665767,1363.8245849609375,56,57,255,4
654795.0433614666,7556354.817558598,1363.8421630859375,56,57,255,4
654786.2985561696,7556357.4524514275,1365.005859375,56,57,255,4
654777.5537508727,7556360.087344255,1364.947998046875,56,57,255,4
654768.8089455757,7556362.722237085,1365.552734375,56,57,255,4
654760.0641402787,7556365.357129914,1365.2110595703125,56,57,255,4
654751.3193349817,7556367.9920227425,1366.32177734375,56,57,255,4
654742.5745296847,7556370.626915572,1366.025634765625,56,57,255,4
654733.8297243878,7556373.261808403,1366.4189453125,56,57,255,4
654725.0849190907,7556375.896701232,1366.257568359375,56,57,255,4
654716.6578922428,7556398.37689376,1363.1357421875,56,57,255,4
654708.2308653946,7556420.85708629,1360.381103515625,56,57,255,4
654699.8038385464,7556443.337278819,1358.5555419921875,56,57,255,4
654691.3768116982,7556465.817471348,1357.296630859375,56,57,255,4
654682.9497848501,7556488.297663878,1357.009033203125,56,57,255,4
654674.5227580019,7556510.777856408,1355.987060546875,56,57,255,4
654666.0511302373,7556530.244436432,1356.3033447265625,56,57,255,4
654657.5795024728,7556549.711016455,1357.0115966796875,56,57,255,4
654649.1078747081,7556569.177596479,1356.8602294921875,56,57,255,4
654640.6362469435,7556588.644176503,1357.853759765625,56,57,255,4
654632.164619179,7556608.110756528,1358.7957763671875,56,57,255,4
654623.6929914143,7556627.577336552,1359.108642578125,56,57,255,4
654616.3308610588,7556645.231956262,1359.84814453125,56,57,255,4
654608.9687307032,7556662.886575973,1360.1900634765625,56,57,255,4
654601.6066003478,7556680.541195684,1361.000732421875,56,57,255,4
654594.2444699921,7556698.1958153965,1361.205078125,56,57,255,4
654586.8823396366,7556715.850435106,1361.616455078125,56,57,255,4
654579.520209281,7556733.505054818,1361.72412109375,56,57,255,4
654572.2276376447,7556751.365057956,1362.3546142578125,56,57,255,4
654564.9350660085,7556769.225061093,1362.1865234375,56,57,255,4
654557.6424943721,7556787.085064232,1362.8333740234375,56,57,255,4
654550.3499227358,7556804.945067371,1362.5,56,57,255,4
654543.0573510996,7556822.80507051,1362.945068359375,56,57,255,4
654535.7647794633,7556840.665073647,1362.115234375,56,57,255,4
654527.8891360315,7556860.252742828,1361.6697998046875,56,57,255,4
654520.0134925996,7556879.840412008,1360.4744873046875,56,57,255,4
654512.1378491678,7556899.428081187,1359.6668701171875,56,57,255,4
654504.2622057359,7556919.015750367,1358.311767578125,56,57,255,4
654496.3865623041,7556938.603419548,1358.1707763671875,56,57,255,4
654486.487325849,7556958.382268134,1358.1173095703125,56,57,255,4
654476.5880893943,7556978.161116718,1358.5106201171875,56,57,255,4
654466.6888529392,7556997.939965306,1359.5872802734375,56,57,255,4
654456.7896164842,7557017.7188138915,1361.017822265625,56,57,255,4
654446.8903800292,7557037.497662477,1365.630126953125,56,57,255,4
654433.7992186235,7557040.191432691,1366.73193359375,56,57,255,4
654420.7080572179,7557042.885202903,1366.3260498046875,56,57,255,4
654407.6168958122,7557045.578973117,1367.7427978515625,56,57,255,4
654394.5257344064,7557048.272743331,1368.5987548828125,56,57,255,4
654381.4345730008,7557050.966513543,1370.14404296875,56,57,255,4
654368.3434115951,7557053.660283757,1371.47265625,56,57,255,4
654355.2522501894,7557056.35405397,1372.8026123046875,56,57,255,4
654354.1586892207,7557040.574826013,1371.7923583984375,56,57,255,4
654353.0651282517,7557024.795598057,1371.6185302734375,56,57,255,4
654351.9715672828,7557009.016370103,1371.948486328125,56,57,255,4
654350.8780063138,7556993.237142147,1372.748046875,56,57,255,4
654349.7844453449,7556977.4579141885,1373.475830078125,56,57,255,4
654348.6908843761,7556961.678686232,1374.364013671875,56,57,255,4
654347.5973234072,7556945.899458277,1376.0467529296875,56,57,255,4
654349.3324809636,7556929.752409837,1376.669189453125,56,57,255,4
654351.0676385199,7556913.605361397,1378.1668701171875,56,57,255,4
654352.8027960763,7556897.4583129585,1379.6295166015625,56,57,255,4
654354.5379536328,7556881.31126452,1380.3634033203125,56,57,255,4
654356.273111189,7556865.164216082,1381.9007568359375,56,57,255,4
654358.0082687454,7556849.017167641,1383.1815185546875,56,57,255,4
654359.7434263017,7556832.870119203,1384.462890625,56,57,255,4
654362.3558863455,7556817.0694976635,1385.865966796875,56,57,255,4
654364.9683463892,7556801.268876128,1386.387939453125,56,57,255,4
654367.580806433,7556785.468254589,1387.6387939453125,56,57,255,4
654370.1932664769,7556769.667633051,1387.93310546875,56,57,255,4
654372.8057265206,7556753.867011514,1388.7880859375,56,57,255,4
654375.4181865643,7556738.066389976,1389.2386474609375,56,57,255,4
654378.0306466081,7556722.265768439,1389.803955078125,56,57,255,4
654380.1149195823,7556706.722288903,1389.7652587890625,56,57,255,4
654382.1991925564,7556691.178809366,1390.348388671875,56,57,255,4
654384.2834655306,7556675.635329829,1390.19384765625,56,57,255,4
654386.3677385049,7556660.091850293,1390.7357177734375,56,57,255,4
654388.4520114791,7556644.548370756,1391.348388671875,56,57,255,4
654390.5362844532,7556629.004891219,1390.9124755859375,56,57,255,4
654392.6205574274,7556613.461411684,1391.6048583984375,56,57,255,4
654395.7109405617,7556597.322173519,1391.54345703125,56,57,255,4
654398.801323696,7556581.182935355,1391.2281494140625,56,57,255,4
654401.8917068304,7556565.04369719,1391.829345703125,56,57,255,4
654404.9820899646,7556548.904459027,1391.7864990234375,56,57,255,4
654408.0724730989,7556532.765220863,1392.3875732421875,56,57,255,4
654411.1628562332,7556516.625982697,1392.0789794921875,56,57,255,4
654413.8956260157,7556496.936564685,1392.0250244140625,56,57,255,4
654416.6283957982,7556477.247146673,1392.1893310546875,56,57,255,4
654419.3611655807,7556457.557728658,1392.1058349609375,56,57,255,4
654422.0939353632,7556437.868310647,1392.7298583984375,56,57,255,4
654424.8267051456,7556418.178892635,1393.400146484375,56,57,255,4
654427.5594749282,7556398.4894746225,1394.8785400390625,56,57,255,4
654426.2273215003,7556377.416026523,1396.43505859375,56,57,255,4
654424.8951680724,7556356.342578426,1398.4107666015625,56,57,255,4
654423.5630146444,7556335.269130328,1400.6629638671875,56,57,255,4
654422.2308612166,7556314.195682229,1403.8228759765625,56,57,255,4
654420.8987077887,7556293.122234131,1407.9248046875,56,57,255,4
654407.680166817,7556286.149203521,1409.862548828125,56,57,255,4
654394.4616258454,7556279.176172911,1409.6639404296875,56,57,255,4
654381.2430848738,7556272.203142302,1413.5872802734375,56,57,255,4
654368.0245439021,7556265.230111692,1415.88232421875,56,57,255,4
654354.8060029305,7556258.257081082,1418.03076171875,56,57,255,4
654341.5874619589,7556251.284050472,1418.53125,56,57,255,4
654331.5540979304,7556266.25018997,1417.92041015625,56,57,255,4
654321.520733902,7556281.216329468,1416.2645263671875,56,57,255,4
654311.4873698736,7556296.182468967,1415.1612548828125,56,57,255,4
654301.4540058452,7556311.148608467,1414.4400634765625,56,57,255,4
654291.4206418168,7556326.114747965,1414.0009765625,56,57,255,4
654281.3872777885,7556341.080887463,1413.912353515625,56,57,255,4
654274.3260905851,7556360.97069641,1413.25390625,56,57,255,4
654267.2649033817,7556380.860505357,1413.352783203125,56,57,255,4
654260.2037161784,7556400.750314305,1413.155029296875,56,57,255,4
654253.142528975,7556420.640123253,1413.8759765625,56,57,255,4
654246.0813417718,7556440.529932199,1414.232177734375,56,57,255,4
654239.5598183309,7556459.69918303,1414.483642578125,56,57,255,4
654233.0382948902,7556478.868433863,1415.2774658203125,56,57,255,4
654226.5167714494,7556498.037684692,1415.3050537109375,56,57,255,4
654219.9952480086,7556517.206935525,1415.3167724609375,56,57,255,4
654213.4737245678,7556536.376186356,1415.9422607421875,56,57,255,4
654207.7934654081,7556554.883198586,1416.048095703125,56,57,255,4
654202.1132062485,7556573.390210817,1416.2149658203125,56,57,255,4
654196.4329470886,7556591.897223046,1416.201416015625,56,57,255,4
654190.7526879291,7556610.404235276,1416.4259033203125,56,57,255,4
654185.0724287694,7556628.911247506,1416.376708984375,56,57,255,4
654179.3921696098,7556647.418259736,1416.730224609375,56,57,255,4
654174.3591266603,7556664.595536248,1416.726806640625,56,57,255,4
654169.3260837108,7556681.772812759,1416.6934814453125,56,57,255,4
654164.2930407614,7556698.950089272,1416.21240234375,56,57,255,4
654159.2599978118,7556716.127365784,1415.9521484375,56,57,255,4
654154.2269548622,7556733.304642295,1415.5545654296875,56,57,255,4
654149.1939119127,7556750.481918807,1414.6884765625,56,57,255,4
654144.2164749227,7556768.210023235,1414.2073974609375,56,57,255,4
654139.2390379327,7556785.938127662,1413.4442138671875,56,57,255,4
654134.2616009428,7556803.66623209,1412.9420166015625,56,57,255,4
654129.2841639528,7556821.394336518,1411.9661865234375,56,57,255,4
654124.3067269628,7556839.1224409435,1410.638916015625,56,57,255,4
654119.3292899728,7556856.850545373,1409.8441162109375,56,57,255,4
654113.0001309769,7556875.860609498,1409.1275634765625,56,57,255,4
654106.670971981,7556894.870673624,1407.6058349609375,56,57,255,4
654100.3418129851,7556913.88073775,1406.1741943359375,56,57,255,4
654094.0126539893,7556932.890801878,1405.1416015625,56,57,255,4
654087.6834949935,7556951.900866003,1404.2403564453125,56,57,255,4
654081.3543359975,7556970.910930129,1403.114990234375,56,57,255,4
654069.3097853113,7556987.603953042,1403.1385498046875,56,57,255,4
654057.2652346253,7557004.296975957,1403.6358642578125,56,57,255,4
654045.2206839392,7557020.98999887,1405.112060546875,56,57,255,4
654033.1761332531,7557037.683021785,1408.7841796875,56,57,255,4
654021.131582567,7557054.376044699,1420.518310546875,56,57,255,4
654015.093129011,7557052.830593796,1418.9874267578125,56,57,255,4
654009.054675455,7557051.285142894,1419.7359619140625,56,57,255,4
654003.0162218988,7557049.739691992,1422.9964599609375,56,57,255,4
653996.9777683428,7557048.19424109,1421.3272705078125,56,57,255,4
653990.9393147867,7557046.648790187,1422.747314453125,56,57,255,4
653984.9008612307,7557045.103339285,1424.0120849609375,56,57,255,4
653978.8624076745,7557043.557888382,1422.1048583984375,56,57,255,4
653972.8239541185,7557042.01243748,1424.8160400390625,56,57,255,4
653966.7855005625,7557040.466986578,1426.1168212890625,56,57,255,4
653960.7470470064,7557038.921535675,1427.0819091796875,56,57,255,4
653954.7085934504,7557037.376084773,1425.93603515625,56,57,255,4
653956.6694945478,7557012.9123213375,1414.5181884765625,56,57,255,4
653958.6303956453,7556988.448557905,1412.743896484375,56,57,255,4
653960.5912967428,7556963.984794471,1413.697998046875,56,57,255,4
653962.5521978401,7556939.521031038,1415.3955078125,56,57,255,4
653964.5130989376,7556915.057267602,1417.312744140625,56,57,255,4
653966.474000035,7556890.593504169,1419.80908203125,56,57,255,4
653968.6290116984,7556866.733526386,1421.876953125,56,57,255,4
653970.7840233617,7556842.873548603,1424.261962890625,56,57,255,4
653972.9390350252,7556819.01357082,1425.841552734375,56,57,255,4
653975.0940466886,7556795.153593037,1427.3240966796875,56,57,255,4
653977.2490583521,7556771.293615254,1428.926025390625,56,57,255,4
653979.4040700154,7556747.433637471,1429.8309326171875,56,57,255,4
653981.5924530312,7556729.636210837,1430.6109619140625,56,57,255,4
653983.7808360471,7556711.838784207,1431.0174560546875,56,57,255,4
653985.969219063,7556694.041357572,1431.81298828125,56,57,255,4
653988.1576020786,7556676.243930941,1432.681640625,56,57,255,4
653990.3459850947,7556658.446504308,1433.383544921875,56,57,255,4
653992.5343681105,7556640.649077675,1433.9443359375,56,57,255,4
653994.7227511263,7556622.851651043,1434.193603515625,56,57,255,4
653997.492884008,7556605.001334473,1434.64892578125,56,57,255,4
654000.2630168898,7556587.1510179015,1434.781494140625,56,57,255,4
654003.0331497715,7556569.30070133,1435.1871337890625,56,57,255,4
654005.8032826532,7556551.45038476,1434.97216796875,56,57,255,4
654008.5734155349,7556533.600068189,1435.0069580078125,56,57,255,4
654011.3435484167,7556515.749751619,1435.26171875,56,57,255,4
654014.1136812984,7556497.899435047,1435.165283203125,56,57,255,4
654017.0583274539,7556479.080935371,1435.4677734375,56,57,255,4
654020.0029736094,7556460.262435695,1435.5889892578125,56,57,255,4
654022.9476197647,7556441.443936017,1436.0869140625,56,57,255,4
654025.8922659202,7556422.625436341,1436.231201171875,56,57,255,4
654028.8369120756,7556403.806936665,1436.1951904296875,56,57,255,4
654031.7815582311,7556384.988436989,1436.594970703125,56,57,255,4
654035.028273319,7556365.973924522,1436.3702392578125,56,57,255,4
654038.274988407,7556346.959412058,1436.6676025390625,56,57,255,4
654041.521703495,7556327.944899592,1436.4178466796875,56,57,255,4
654044.768418583,7556308.930387125,1436.161865234375,56,57,255,4
654048.015133671,7556289.91587466,1436.912353515625,56,57,255,4
654051.2618487589,7556270.901362194,1437.2109375,56,57,255,4
654052.0981995044,7556253.071803378,1438.4727783203125,56,57,255,4
654052.93455025,7556235.24224456,1439.2860107421875,56,57,255,4
654053.7709009955,7556217.412685743,1440.491455078125,56,57,255,4
654054.607251741,7556199.583126928,1441.9615478515625,56,57,255,4
654055.4436024865,7556181.75356811,1444.212890625,56,57,255,4
654056.279953232,7556163.924009292,1446.29833984375,56,57,255,4
654045.8969743213,7556161.364360603,1447.50634765625,56,57,255,4
654035.5139954108,7556158.804711913,1448.028076171875,56,57,255,4
654025.1310165001,7556156.245063223,1449.1861572265625,56,57,255,4
654014.7480375895,7556153.685414532,1450.35986328125,56,57,255,4
654004.3650586788,7556151.125765841,1450.8172607421875,56,57,255,4
653993.9820797681,7556148.566117152,1452.1761474609375,56,57,255,4
653983.5991008575,7556146.006468461,1452.5069580078125,56,57,255,4
653973.2161219468,7556143.44681977,1454.0469970703125,56,57,255,4
653963.4900742631,7556158.4848229475,1452.5521240234375,56,57,255,4
653953.7640265793,7556173.522826125,1451.404296875,56,57,255,4
653944.0379788957,7556188.560829302,1450.4085693359375,56,57,255,4
653934.3119312121,7556203.59883248,1449.836669921875,56,57,255,4
653924.5858835282,7556218.636835657,1449.4840087890625,56,57,255,4
653914.8598358446,7556233.6748388335,1449.393798828125,56,57,255,4
653905.740851507,7556251.4009807715,1449.258544921875,56,57,255,4
653896.6218671694,7556269.127122708,1449.5098876953125,56,57,255,4
653887.5028828318,7556286.853264644,1450.080322265625,56,57,255,4
653878.3838984943,7556304.57940658,1450.5765380859375,56,57,255,4
653869.2649141565,7556322.305548518,1450.6954345703125,56,57,255,4
653860.1459298191,7556340.031690452,1450.91650390625,56,57,255,4
653852.113973171,7556356.940461739,1451.2486572265625,56,57,255,4
653844.0820165225,7556373.849233027,1450.97998046875,56,57,255,4
653836.0500598743,7556390.75800431,1451.17041015625,56,57,255,4
653828.0181032261,7556407.666775597,1451.4237060546875,56,57,255,4
653819.9861465779,7556424.575546884,1451.095703125,56,57,255,4
653811.9541899295,7556441.48431817,1451.3792724609375,56,57,255,4
653804.7791342856,7556457.500440927,1451.5213623046875,56,57,255,4
653797.6040786417,7556473.516563685,1451.87646484375,56,57,255,4
653790.4290229979,7556489.532686442,1451.8079833984375,56,57,255,4
653783.2539673538,7556505.548809199,1452.0792236328125,56,57,255,4
653776.07891171,7556521.564931956,1451.8798828125,56,57,255,4
653768.903856066,7556537.581054714,1451.809814453125,56,57,255,4
653762.3000390937,7556553.685462357,1451.97998046875,56,57,255,4
653755.6962221215,7556569.789869999,1451.5894775390625,56,57,255,4
653749.0924051492,7556585.894277642,1451.3887939453125,56,57,255,4
653742.4885881769,7556601.998685283,1451.7049560546875,56,57,255,4
653735.8847712046,7556618.103092927,1451.5562744140625,56,57,255,4
653729.2809542323,7556634.207500568,1451.3106689453125,56,57,255,4
653722.5935197864,7556649.28576977,1451.5728759765625,56,57,255,4
653715.9060853403,7556664.364038971,1451.5250244140625,56,57,255,4
653709.2186508944,7556679.442308173,1451.3343505859375,56,57,255,4
653702.5312164484,7556694.520577375,1451.5872802734375,56,57,255,4
653695.8437820025,7556709.598846577,1451.3699951171875,56,57,255,4
653689.1563475564,7556724.6771157775,1450.9339599609375,56,57,255,4
653682.4689131104,7556739.755384982,1450.804931640625,56,57,255,4
653676.2630781593,7556755.133889001,1450.137451171875,56,57,255,4
653670.0572432082,7556770.512393021,1449.234375,56,57,255,4
653663.851408257,7556785.890897041,1448.1456298828125,56,57,255,4
653657.645573306,7556801.269401062,1447.0611572265625,56,57,255,4
653651.4397383549,7556816.647905082,1445.74365234375,56,57,255,4
653645.2339034036,7556832.026409103,1444.3675537109375,56,57,255,4
653639.0280684526,7556847.404913123,1442.865478515625,56,57,255,4
653627.5406084481,7556862.863627195,1441.656982421875,56,57,255,4
653616.0531484437,7556878.322341268,1440.36279296875,56,57,255,4
653604.5656884392,7556893.781055339,1439.3594970703125,56,57,255,4
653593.0782284347,7556909.239769411,1439.25,56,57,255,4
653581.5907684303,7556924.698483484,1440.72900390625,56,57,255,4
653570.1033084258,7556940.157197555,1444.024658203125,56,57,255,4
653555.0601406726,7556943.41937802,1446.7572021484375,56,57,255,4
653540.0169729196,7556946.681558485,1452.4906005859375,56,57,255,4
653524.9738051664,7556949.94373895,1455.4180908203125,56,57,255,4
653509.9306374134,7556953.205919415,1454.01513671875,56,57,255,4
653494.8874696603,7556956.468099879,1454.2408447265625,56,57,255,4
653479.8443019072,7556959.730280343,1457.954833984375,56,57,255,4
653478.988766581,7556944.980055387,1456.155029296875,56,57,255,4
653478.1332312549,7556930.229830429,1455.8984375,56,57,255,4
653477.2776959287,7556915.479605473,1455.0994873046875,56,57,255,4
653476.4221606025,7556900.729380514,1454.8358154296875,56,57,255,4
653475.5666252763,7556885.979155556,1455.232666015625,56,57,255,4
653474.7110899503,7556871.228930597,1455.971923828125,56,57,255,4
653473.855554624,7556856.478705641,1457.69189453125,56,57,255,4
653473.0000192978,7556841.728480683,1461.0615234375,56,57,255,4
653472.1444839715,7556826.978255725,1463.41845703125,56,57,255,4
653476.2120391475,7556810.901395929,1464.8326416015625,56,57,255,4
653480.2795943235,7556794.824536133,1466.5103759765625,56,57,255,4
653484.3471494993,7556778.747676336,1469.1810302734375,56,57,255,4
653488.4147046753,7556762.670816542,1472.295166015625,56,57,255,4
653492.4822598512,7556746.593956743,1474.0020751953125,56,57,255,4
653496.549815027,7556730.517096948,1475.4842529296875,56,57,255,4
653500.617370203,7556714.440237151,1477.022216796875,56,57,255,4
653504.6849253789,7556698.363377355,1478.55810546875,56,57,255,4
653508.8353282948,7556681.267232421,1479.2244873046875,56,57,255,4
653512.9857312107,7556664.171087487,1480.610107421875,56,57,255,4
653517.1361341266,7556647.0749425525,1480.5875244140625,56,57,255,4
653521.2865370425,7556629.978797617,1480.30126953125,56,57,255,4
653525.4369399585,7556612.882652682,1479.961669921875,56,57,255,4
653529.5873428743,7556595.786507747,1479.45849609375,56,57,255,4
653533.7377457903,7556578.690362814,1478.8629150390625,56,57,255,4
653537.6951407647,7556561.475766629,1478.956298828125,56,57,255,4
653541.6525357392,7556544.261170442,1478.2698974609375,56,57,255,4
653545.6099307138,7556527.046574257,1477.3909912109375,56,57,255,4
653549.5673256882,7556509.831978072,1476.84423828125,56,57,255,4
653553.5247206627,7556492.6173818875,1475.7811279296875,56,57,255,4
653557.4821156373,7556475.402785703,1475.7225341796875,56,57,255,4
653561.4395106118,7556458.188189518,1474.9810791015625,56,57,255,4
653565.2484409814,7556439.579362447,1474.3511962890625,56,57,255,4
653569.0573713509,7556420.970535379,1473.76123046875,56,57,255,4
653572.8663017205,7556402.361708309,1473.7578125,56,57,255,4
653576.6752320903,7556383.752881241,1473.2796630859375,56,57,255,4
653580.4841624597,7556365.144054173,1472.8416748046875,56,57,255,4
653584.2930928293,7556346.535227102,1472.5164794921875,56,57,255,4
653588.1507073533,7556326.1622322835,1472.9317626953125,56,57,255,4
653592.0083218772,7556305.789237468,1472.962890625,56,57,255,4
653595.8659364013,7556285.41624265,1472.9835205078125,56,57,255,4
653599.7235509253,7556265.043247833,1472.9281005859375,56,57,255,4
653603.5811654492,7556244.670253015,1473.0390625,56,57,255,4
653607.4387799732,7556224.297258197,1473.47705078125,56,57,255,4
653611.4233919194,7556203.643256104,1473.789306640625,56,57,255,4
653615.4080038654,7556182.98925401,1473.9197998046875,56,57,255,4
653619.3926158116,7556162.335251916,1474.178955078125,56,57,255,4
653623.3772277577,7556141.6812498225,1474.9716796875,56,57,255,4
653627.3618397036,7556121.02724773,1475.820068359375,56,57,255,4
653631.3464516499,7556100.373245636,1477.073486328125,56,57,255,4
653634.8878862982,7556079.446956692,1478.4752197265625,56,57,255,4
653638.4293209466,7556058.520667751,1480.8321533203125,56,57,255,4
653641.970755595,7556037.594378808,1482.7327880859375,56,57,255,4
653645.5121902432,7556016.668089868,1484.5972900390625,56,57,255,4
653649.0536248917,7555995.741800924,1486.798095703125,56,57,255,4
653650.6568095712,7555977.701218396,1489.092041015625,56,57,255,4
653652.2599942507,7555959.660635869,1491.373046875,56,57,255,4
653653.8631789302,7555941.620053343,1494.7236328125,56,57,255,4
653655.4663636097,7555923.579470812,1499.0936279296875,56,57,255,4
653657.0695482892,7555905.538888286,1502.2735595703125,56,57,255,4
653658.6727329687,7555887.4983057575,1506.8084716796875,56,57,255,4
653649.1040273305,7555880.110901417,1507.1993408203125,56,57,255,4
653639.5353216925,7555872.723497078,1508.6923828125,56,57,255,4
653629.9666160542,7555865.3360927375,1509.031494140625,56,57,255,4
653620.3979104161,7555857.948688395,1510.3348388671875,56,57,255,4
653610.829204778,7555850.561284055,1510.627197265625,56,57,255,4
653601.2604991398,7555843.173879714,1512.3033447265625,56,57,255,4
653591.6917935016,7555835.7864753725,1512.4140625,56,57,255,4
653578.4437073471,7555850.233604982,1508.8790283203125,56,57,255,4
653565.1956211927,7555864.680734588,1505.49462890625,56,57,255,4
653551.9475350382,7555879.127864195,1503.2972412109375,56,57,255,4
653538.6994488839,7555893.574993802,1501.64990234375,56,57,255,4
653525.4513627294,7555908.0221234085,1499.99462890625,56,57,255,4
653512.203276575,7555922.469253018,1499.197021484375,56,57,255,4
653503.0290499671,7555944.245574397,1497.0626220703125,56,57,255,4
653493.8548233592,7555966.0218957765,1495.7271728515625,56,57,255,4
653484.6805967514,7555987.798217158,1494.1285400390625,56,57,255,4
653475.5063701435,7556009.574538536,1492.5672607421875,56,57,255,4
653466.3321435356,7556031.350859918,1491.5360107421875,56,57,255,4
653458.169679605,7556053.911700088,1490.167236328125,56,57,255,4
653450.0072156744,7556076.47254026,1489.0712890625,56,57,255,4
653441.8447517438,7556099.033380432,1488.555419921875,56,57,255,4
653433.6822878132,7556121.594220605,1488.4879150390625,56,57,255,4
653425.5198238826,7556144.1550607765,1489.2012939453125,56,57,255,4
653417.7112523029,7556165.693630171,1490.3731689453125,56,57,255,4
653409.902680723,7556187.232199565,1490.6796875,56,57,255,4
653402.0941091432,7556208.77076896,1491.79150390625,56,57,255,4
653394.2855375634,7556230.309338354,1492.351806640625,56,57,255,4
653386.4769659836,7556251.847907749,1493.78271484375,56,57,255,4
653379.8773897113,7556272.164996704,1494.608642578125,56,57,255,4
653373.277813439,7556292.482085659,1496.1829833984375,56,57,255,4
653366.6782371668,7556312.799174615,1497.326171875,56,57,255,4
653360.0786608947,7556333.11626357,1498.8255615234375,56,57,255,4
653353.4790846222,7556353.433352525,1501.0347900390625,56,57,255,4
653347.3477400972,7556372.907012186,1502.740478515625,56,57,255,4
653341.2163955721,7556392.380671848,1504.577392578125,56,57,255,4
653335.0850510469,7556411.854331506,1506.441650390625,56,57,255,4
653328.9537065218,7556431.327991167,1508.2728271484375,56,57,255,4
653322.8223619965,7556450.801650828,1511.021484375,56,57,255,4
653317.1774011222,7556468.733199808,1512.715576171875,56,57,255,4
653311.5324402477,7556486.664748788,1514.980224609375,56,57,255,4
653305.8874793733,7556504.596297768,1517.1312255859375,56,57,255,4
653300.2425184988,7556522.527846746,1519.013671875,56,57,255,4
653294.5975576243,7556540.459395725,1521.22998046875,56,57,255,4
653288.9525967499,7556558.390944705,1523.1190185546875,56,57,255,4
653284.8891860002,7556575.986803127,1525.1614990234375,56,57,255,4
653280.8257752504,7556593.582661551,1526.6861572265625,56,57,255,4
653276.7623645008,7556611.178519973,1528.055908203125,56,57,255,4
653272.6989537511,7556628.7743783975,1529.0494384765625,56,57,255,4
