Easting,Northing,glacier,r,g,b,Name
654306.0408642843,7556988.445278977,1378.24365234375,56,57,255,2
654301.7532512139,7556970.956427616,1379.85693359375,56,57,255,2
654300.574916539,7556952.259091935,1381.2301025390625,56,57,255,2
654302.3326802661,7556933.373002388,1382.9144287109375,56,57,255,2
654306.3231224489,7556914.302676051,1383.5970458984375,56,57,255,2
654311.7722391696,7556895.469867177,1384.8109130859375,56,57,255,2
654317.8387731271,7556876.552425934,1385.8751220703125,56,57,255,2
654323.8327279363,7556857.6212687325,1386.5740966796875,56,57,255,2
654329.2254183795,7556838.391759449,1387.7381591796875,56,57,255,2
654333.1663438794,7556818.868983055,1389.1259765625,56,57,255,2
654335.5796958007,7556799.207554543,1390.147216796875,56,57,255,2
654336.7099087934,7556779.356637122,1391.7073974609375,56,57,255,2
654336.5181743393,7556759.379425827,1393.021728515625,56,57,255,2
654335.6237551591,7556739.2756939735,1394.2115478515625,56,57,255,2
654334.6166240601,7556719.1839263765,1395.0714111328125,56,57,255,2
654333.4159522997,7556699.3427384915,1396.61279296875,56,57,255,2
654332.1560173188,7556679.78831159,1397.3642578125,56,57,255,2
654331.0828684705,7556660.385575827,1397.912109375,56,57,255,2
654330.1899324636,7556640.778277194,1398.64599609375,56,57,255,2
654329.5310611221,7556620.885388075,1399.231689453125,56,57,255,2
654328.9951349351,7556600.634657747,1399.8636474609375,56,57,255,2
654328.4838582642,7556579.973365363,1401.1253662109375,56,57,255,2
654328.0396238064,7556558.8946848735,1401.7037353515625,56,57,255,2
654327.2804771415,7556537.291386859,1402.583984375,56,57,255,2
654325.9381906475,7556515.2597266985,1403.09375,56,57,255,2
654324.0778724038,7556492.822344401,1403.88427734375,56,57,255,2
654321.9181575043,7556470.067304078,1404.7347412109375,56,57,255,2
654319.7093920982,7556446.962826621,1405.251220703125,56,57,255,2
654317.2136057757,7556423.62572293,1406.3104248046875,56,57,255,2
654314.3466683478,7556400.116488762,1406.9866943359375,56,57,255,2
654311.7646379537,7556376.465172802,1408.8406982421875,56,57,255,2
654309.4651475347,7556352.652917407,1410.409912109375,56,57,255,2
654307.2869383115,7556328.801131331,1412.3291015625,56,57,255,2
654304.8868070755,7556305.2637877865,1414.4857177734375,56,57,255,2
654301.786594582,7556282.602127528,1417.66943359375,56,57,255,2
654297.6901895219,7556262.249905083,1420.7847900390625,56,57,255,2
654291.9177388783,7556245.271328677,1423.4822998046875,56,57,255,2
654283.6551592001,7556232.98476044,1426.537109375,56,57,255,2
654274.1837274029,7556224.858460752,1427.7786865234375,56,57,255,2
654242.9610019539,7556228.648817096,1429.1795654296875,56,57,255,2
654233.5040873886,7556238.634942043,1427.639404296875,56,57,255,2
654224.7526798309,7556252.025383944,1425.785888671875,56,57,255,2
654216.0823213825,7556267.855561627,1425.303955078125,56,57,255,2
654207.7955054357,7556285.225866851,1424.2930908203125,56,57,255,2
654200.8384120939,7556304.754995627,1423.2742919921875,56,57,255,2
654195.9083109442,7556325.670078328,1422.5435791015625,56,57,255,2
654193.4162584081,7556347.068677214,1422.2230224609375,56,57,255,2
654192.9819565598,7556368.581461906,1421.540283203125,56,57,255,2
654193.4168171518,7556390.071509804,1420.9815673828125,56,57,255,2
654193.5702287926,7556411.469748843,1420.21142578125,56,57,255,2
654192.5044059089,7556432.776047262,1420.4920654296875,56,57,255,2
654190.4028137373,7556454.432211191,1420.1353759765625,56,57,255,2
654188.0186959204,7556476.53964271,1420.2249755859375,56,57,255,2
654185.3447190523,7556498.929341549,1419.4979248046875,56,57,255,2
654182.3515575264,7556521.215602711,1419.334716796875,56,57,255,2
654178.7975328502,7556543.402630428,1418.98095703125,56,57,255,2
654174.5888392443,7556565.887486175,1419.03564453125,56,57,255,2
654170.15719172,7556588.415146155,1419.091552734375,56,57,255,2
654165.6347624415,7556611.115293492,1419.0374755859375,56,57,255,2
654161.1564047148,7556634.01474961,1419.0582275390625,56,57,255,2
654156.3680695228,7556657.007973608,1419.0233154296875,56,57,255,2
654151.2934787399,7556680.049577741,1418.7095947265625,56,57,255,2
654145.7023006573,7556703.013340273,1418.1832275390625,56,57,255,2
654139.6269168961,7556725.82630675,1417.2830810546875,56,57,255,2
654133.2083458848,7556748.412659093,1416.9512939453125,56,57,255,2
654126.7167096542,7556770.760514622,1415.849609375,56,57,255,2
654120.477156451,7556793.048599117,1415.0577392578125,56,57,255,2
654114.4906797983,7556815.202036664,1413.808837890625,56,57,255,2
654108.6971347915,7556837.348336943,1412.55322265625,56,57,255,2
654103.0286593521,7556859.277404463,1411.46630859375,56,57,255,2
654097.2438486974,7556881.105848744,1410.09619140625,56,57,255,2
654090.7762189857,7556902.537453319,1408.55712890625,56,57,255,2
654083.0746651265,7556922.612052244,1407.5059814453125,56,57,255,2
654073.2891140517,7556940.45455691,1406.3812255859375,56,57,255,2
654060.9589242474,7556955.288152574,1406.03857421875,56,57,255,2
654046.5049880655,7556966.220406678,1406.5125732421875,56,57,255,2
653972.5913337021,7556935.3314611735,1414.9864501953125,56,57,255,2
653968.8260757946,7556917.902742535,1416.9241943359375,56,57,255,2
653967.3303724567,7556898.681010213,1419.298583984375,56,57,255,2
653967.0689449129,7556878.887134945,1420.7523193359375,56,57,255,2
653967.8827109,7556858.549036295,1423.26708984375,56,57,255,2
653969.4978406277,7556837.566007705,1424.6492919921875,56,57,255,2
653971.4475172544,7556816.546843418,1426.1881103515625,56,57,255,2
653973.7054031673,7556795.405701299,1427.3240966796875,56,57,255,2
653976.4179694204,7556773.917234295,1428.63232421875,56,57,255,2
653979.2017965263,7556751.824330604,1429.508056640625,56,57,255,2
653981.695639626,7556729.433105747,1430.6109619140625,56,57,255,2
653984.1687595682,7556706.862705773,1431.3441162109375,56,57,255,2
653986.5065355718,7556684.040719133,1432.242431640625,56,57,255,2
653988.6567978265,7556661.02018127,1433.0595703125,56,57,255,2
653991.1355202389,7556637.832056943,1434.0804443359375,56,57,255,2
653993.542468642,7556614.4991573235,1434.3870849609375,56,57,255,2
653995.954597918,7556591.138470273,1435.0615234375,56,57,255,2
653998.1528203061,7556567.727505694,1435.603271484375,56,57,255,2
653999.9795491598,7556544.209977843,1435.4598388671875,56,57,255,2
654001.4839799927,7556520.757396315,1435.97265625,56,57,255,2
654002.4244467474,7556497.139896309,1436.4444580078125,56,57,255,2
654003.007893092,7556473.407338788,1436.862060546875,56,57,255,2
654003.6646733688,7556449.735366408,1437.16552734375,56,57,255,2
654004.4708444037,7556425.847607799,1437.7994384765625,56,57,255,2
654005.349273358,7556401.804975139,1438.422607421875,56,57,255,2
654006.4886775268,7556377.553247573,1438.9327392578125,56,57,255,2
654007.8890188782,7556353.326531053,1439.2801513671875,56,57,255,2
654009.5717885054,7556329.116751721,1439.0797119140625,56,57,255,2
654011.3729365177,7556305.091993713,1439.3485107421875,56,57,255,2
654013.4008235128,7556281.371150494,1440.069580078125,56,57,255,2
654015.7329438676,7556258.295976921,1440.4190673828125,56,57,255,2
654017.8868619435,7556235.800091939,1441.7847900390625,56,57,255,2
654019.8064802366,7556214.001877949,1442.8741455078125,56,57,255,2
654021.3217106339,7556193.228253517,1445.074951171875,56,57,255,2
654021.9365423176,7556174.339116415,1446.71826171875,56,57,255,2
654020.7635806516,7556158.067895711,1449.356201171875,56,57,255,2
654017.328917649,7556144.78884476,1451.1717529296875,56,57,255,2
654011.5060242353,7556135.3278541425,1453.239990234375,56,57,255,2
654003.7000892181,7556129.756047707,1454.2977294921875,56,57,255,2
653958.4511672211,7556146.325132581,1454.1241455078125,56,57,255,2
653947.9790044229,7556160.362465672,1452.89404296875,56,57,255,2
653939.0538389779,7556176.908633939,1451.739013671875,56,57,255,2
653931.3586864935,7556195.588769624,1450.6224365234375,56,57,255,2
653924.8622410711,7556215.6986407265,1449.4840087890625,56,57,255,2
653919.6814605318,7556236.570979794,1448.7442626953125,56,57,255,2
653915.814933356,7556258.112071122,1448.3883056640625,56,57,255,2
653912.713547554,7556280.082960671,1448.185791015625,56,57,255,2
653910.1966581414,7556302.519656138,1447.884765625,56,57,255,2
653908.2842853712,7556325.7885732,1447.870361328125,56,57,255,2
653906.4789530544,7556349.607065842,1447.3382568359375,56,57,255,2
653904.184174994,7556373.826992663,1446.7227783203125,56,57,255,2
653900.8021182355,7556397.972388192,1446.4136962890625,56,57,255,2
653896.3940719005,7556421.897115916,1446.005859375,56,57,255,2
653891.5521860652,7556445.880122895,1445.777587890625,56,57,255,2
653886.794207831,7556469.690240958,1445.495361328125,56,57,255,2
653881.9910970293,7556493.553845046,1445.5665283203125,56,57,255,2
653877.4233498733,7556517.169339275,1445.3651123046875,56,57,255,2
653873.0637003371,7556541.050161656,1444.93505859375,56,57,255,2
653868.8433658329,7556565.351375209,1444.2764892578125,56,57,255,2
653864.8089134553,7556590.113230943,1443.7408447265625,56,57,255,2
653861.217378439,7556615.191933043,1442.9508056640625,56,57,255,2
653858.108381804,7556640.393196979,1442.3685302734375,56,57,255,2
653855.2600658631,7556665.507071367,1441.6446533203125,56,57,255,2
653852.3152777171,7556690.596430252,1441.2076416015625,56,57,255,2
653849.1906404215,7556715.534554262,1440.25634765625,56,57,255,2
653845.8441995921,7556740.262732533,1439.54443359375,56,57,255,2
653841.5509915364,7556764.559597083,1438.689208984375,56,57,255,2
653835.3414683643,7556787.439961184,1437.83642578125,56,57,255,2
653826.4791064743,7556807.941994268,1437.0699462890625,56,57,255,2
653814.8487068019,7556825.478187428,1436.130615234375,56,57,255,2
653800.6956661365,7556839.398403867,1435.650146484375,56,57,255,2
653784.6199216666,7556849.148647153,1435.415771484375,56,57,255,2
653767.0968910842,7556853.8584163375,1435.928955078125,56,57,255,2
653748.9731993437,7556853.409885365,1437.147216796875,56,57,255,2
653731.7434269595,7556849.2504344685,1438.1944580078125,56,57,255,2
653715.7632172917,7556841.457517121,1439.89794921875,56,57,255,2
653701.9118534698,7556829.952652533,1441.514892578125,56,57,255,2
653691.4387680208,7556814.20189001,1443.4447021484375,56,57,255,2
653684.8497620067,7556795.574620763,1445.82421875,56,57,255,2
653682.1724025636,7556775.364750924,1448.13037109375,56,57,255,2
653682.8025025857,7556754.023083213,1449.7364501953125,56,57,255,2
653686.301601137,7556733.031053796,1451.11376953125,56,57,255,2
653691.9365546503,7556712.129405601,1451.7513427734375,56,57,255,2
653699.1087771985,7556690.973301752,1451.7984619140625,56,57,255,2
653706.7324315808,7556669.057595098,1452.1522216796875,56,57,255,2
653714.6115014325,7556645.799331552,1452.0860595703125,56,57,255,2
653721.3721754047,7556621.762415743,1452.6055908203125,56,57,255,2
653726.7044838907,7556597.79919634,1453.1236572265625,56,57,255,2
653731.3680451503,7556573.552477795,1453.6407470703125,56,57,255,2
653735.6917989523,7556549.313507212,1453.9105224609375,56,57,255,2
653740.0746257431,7556524.7315863175,1454.410400390625,56,57,255,2
653744.8613709542,7556500.4173316015,1454.8212890625,56,57,255,2
653749.8659026817,7556475.797728645,1455.1248779296875,56,57,255,2
653754.9612864733,7556451.239744842,1455.3358154296875,56,57,255,2
653759.8536614425,7556426.800730641,1455.547119140625,56,57,255,2
653764.3639543938,7556402.4324798975,1455.674072265625,56,57,255,2
653768.5416806603,7556377.950684033,1456.157470703125,56,57,255,2
653772.6240604796,7556353.425709745,1456.904052734375,56,57,255,2
653776.675975719,7556328.533698757,1457.4305419921875,56,57,255,2
653781.0617112038,7556303.50248317,1457.8924560546875,56,57,255,2
653785.3741833103,7556277.942472727,1458.1368408203125,56,57,255,2
653789.1993785909,7556252.456285598,1458.30322265625,56,57,255,2
653792.2521905822,7556226.895762194,1458.86376953125,56,57,255,2
653794.6489284595,7556201.30531603,1459.5843505859375,56,57,255,2
653796.7501385764,7556175.56606565,1461.1302490234375,56,57,255,2
653798.5782471055,7556149.829198379,1462.599365234375,56,57,255,2
653800.3527855695,7556124.285780792,1464.933349609375,56,57,255,2
653802.0686218116,7556098.495356852,1468.233154296875,56,57,255,2
653803.6452436114,7556072.808980555,1471.0452880859375,56,57,255,2
653804.6538426775,7556047.491278728,1474.9674072265625,56,57,255,2
653804.2222717811,7556023.079976066,1479.143310546875,56,57,255,2
653800.9561824364,7556000.94311652,1483.098388671875,56,57,255,2
653794.6654973442,7555981.565657402,1487.1231689453125,56,57,255,2
653903.569327325,7558757.793698849,1286.2889404296875,56,57,255,3
653883.9604982007,7558755.690291024,1287.1414794921875,56,57,255,3
653865.2865904561,7558753.736745777,1291.0269775390625,56,57,255,3
653847.1958312911,7558751.677837487,1294.762451171875,56,57,255,3
653829.6956223382,7558749.448448646,1297.3665771484375,56,57,255,3
653812.4264228636,7558747.2142950725,1303.6273193359375,56,57,255,3
653795.206652483,7558745.030057717,1306.6268310546875,56,57,255,3
653778.0930493582,7558742.824202668,1310.239990234375,56,57,255,3
653761.0341645032,7558740.696665656,1313.6807861328125,56,57,255,3
653743.9801891791,7558739.712013598,1315.814697265625,56,57,255,3
653726.5596136751,7558740.119585654,1317.3511962890625,56,57,255,3
653709.096391256,7558741.414350356,1318.207275390625,56,57,255,3
653691.8446947286,7558742.7968383925,1319.409423828125,56,57,255,3
653674.60648421,7558743.721361926,1320.8134765625,56,57,255,3
653657.6421878247,7558744.100543493,1322.3128662109375,56,57,255,3
653640.5802344745,7558744.417790291,1324.5318603515625,56,57,255,3
653623.6647640608,7558744.566000408,1326.9091796875,56,57,255,3
653606.8791838931,7558744.647176422,1329.235595703125,56,57,255,3
653590.2905240338,7558744.534220442,1331.0003662109375,56,57,255,3
653573.5888573364,7558744.498902338,1331.1956787109375,56,57,255,3
653556.7174610092,7558744.612728875,1334.5025634765625,56,57,255,3
653539.7559027716,7558744.889827855,1337.1461181640625,56,57,255,3
653522.9368813485,7558745.297314026,1340.0037841796875,56,57,255,3
653506.2309995457,7558745.917698878,1341.345458984375,56,57,255,3
653489.6590202515,7558746.696036156,1344.16259765625,56,57,255,3
653473.0437412862,7558747.322055837,1346.416748046875,56,57,255,3
653456.9867027481,7558747.616349419,1348.9490966796875,56,57,255,3
653441.2467465352,7558746.993260575,1350.502197265625,56,57,255,3
653425.6332113337,7558745.834672341,1351.253662109375,56,57,255,3
653410.1381242237,7558744.449156762,1353.6746826171875,56,57,255,3
653394.7516951385,7558743.351162078,1356.4832763671875,56,57,255,3
653379.5801037435,7558742.518958072,1358.287353515625,56,57,255,3
653364.6690655978,7558741.889702957,1359.910888671875,56,57,255,3
653349.7124565131,7558741.379555818,1361.2371826171875,56,57,255,3
653334.8696991529,7558740.660908942,1363.1590576171875,56,57,255,3
653319.9547715614,7558739.629007528,1364.471435546875,56,57,255,3
653305.002493694,7558738.52005063,1366.4326171875,56,57,255,3
653290.1505375807,7558737.3703526165,1368.1754150390625,56,57,255,3
653275.1054479998,7558736.059358467,1369.4951171875,56,57,255,3
653259.7380583797,7558734.701111343,1371.2998046875,56,57,255,3
653244.1886821876,7558733.229077081,1372.84765625,56,57,255,3
653228.8144446993,7558731.926804427,1374.063232421875,56,57,255,3
653213.5203203179,7558730.863514051,1375.716064453125,56,57,255,3
653198.3757013326,7558729.930976946,1378.0072021484375,56,57,255,3
653183.2379074009,7558728.942751566,1379.611328125,56,57,255,3
653168.1108397624,7558728.067638602,1381.723388671875,56,57,255,3
653152.831188911,7558727.230317983,1383.323486328125,56,57,255,3
653137.580377521,7558726.319899897,1384.8701171875,56,57,255,3
653122.4747221486,7558724.734626342,1386.1500244140625,56,57,255,3
653107.9661753414,7558721.227905776,1387.9207763671875,56,57,255,3
653094.725586109,7558715.0437608715,1389.1099853515625,56,57,255,3
653083.8325197743,7558705.900130216,1390.5982666015625,56,57,255,3
653076.0504234096,7558694.067258057,1392.0595703125,56,57,255,3
653072.2725333761,7558680.160310117,1392.9757080078125,56,57,255,3
653073.0309951715,7558665.456490967,1393.7216796875,56,57,255,3
653079.1698135879,7558650.811491245,1393.5078125,56,57,255,3
653090.5261017842,7558637.198895906,1393.3450927734375,56,57,255,3
653105.7732231943,7558624.530246139,1392.7147216796875,56,57,255,3
653124.9754667127,7558612.959276839,1392.160888671875,56,57,255,3
653146.8866838373,7558602.102649859,1390.9351806640625,56,57,255,3
653170.8978124767,7558592.382928183,1389.4046630859375,56,57,255,3
653196.7397809202,7558583.915211101,1387.37451171875,56,57,255,3
653223.9627324999,7558575.567689587,1385.1109619140625,56,57,255,3
653252.5462096111,7558567.03949812,1383.38525390625,56,57,255,3
653281.9273883787,7558558.446886842,1380.825927734375,56,57,255,3
653312.5016313379,7558549.551315223,1377.873291015625,56,57,255,3
653344.5659175718,7558540.23946665,1374.5616455078125,56,57,255,3
653377.4676821112,7558530.959341917,1371.546875,56,57,255,3
653410.9074879143,7558521.281008294,1367.6973876953125,56,57,255,3
653444.9123215668,7558510.344585331,1363.629638671875,56,57,255,3
653479.5013078188,7558498.357232248,1359.751220703125,56,57,255,3
653514.6711673738,7558485.140863542,1355.4620361328125,56,57,255,3
653550.1988359211,7558470.860058776,1351.4227294921875,56,57,255,3
653585.9339128268,7558456.217554618,1347.3909912109375,56,57,255,3
653621.936785829,7558440.964130669,1343.590576171875,56,57,255,3
653925.9978848648,7558645.891882768,1284.2259521484375,56,57,255,3
653897.4194345875,7558646.312529061,1287.28076171875,56,57,255,3
653870.0996339775,7558645.451106477,1292.0411376953125,56,57,255,3
653843.9943086571,7558644.335034274,1297.224609375,56,57,255,3
653819.0607518979,7558642.568409791,1302.3033447265625,56,57,255,3
653794.4306072237,7558640.464351208,1306.3739013671875,56,57,255,3
653769.6561085118,7558638.202044387,1310.5523681640625,56,57,255,3
653744.6578115504,7558635.8235568125,1314.488525390625,56,57,255,3
653719.7928564769,7558633.378393045,1318.559326171875,56,57,255,3
653695.280836745,7558630.935879912,1322.4249267578125,56,57,255,3
653670.8668068042,7558628.95834781,1326.150390625,56,57,255,3
653646.9922601457,7558627.313015066,1329.867431640625,56,57,255,3
653623.6817526959,7558625.823426383,1332.9498291015625,56,57,255,3
653600.5463726285,7558624.503742691,1336.435302734375,56,57,255,3
653577.6960787184,7558623.210685499,1340.3060302734375,56,57,255,3
653555.1071380887,7558621.23113212,1343.11865234375,56,57,255,3
653532.7039267293,7558619.24416904,1346.4989013671875,56,57,255,3
653510.6682643364,7558617.541600968,1349.4619140625,56,57,255,3
653488.9568131842,7558616.205120906,1352.0836181640625,56,57,255,3
653467.1997952136,7558614.7537164325,1355.3563232421875,56,57,255,3
653445.2875387382,7558613.208927982,1358.281005859375,56,57,255,3
653423.9230031364,7558612.268326297,1360.64501953125,56,57,255,3
653402.8605651165,7558611.4208770925,1363.704833984375,56,57,255,3
653381.5686447697,7558610.02611012,1366.177978515625,56,57,255,3
653360.4691620725,7558608.511905138,1368.75537109375,56,57,255,3
653339.6799933861,7558606.894698901,1371.0474853515625,56,57,255,3
653319.3404808134,7558605.416905521,1373.2315673828125,56,57,255,3
653299.5752047529,7558603.982937948,1375.3798828125,56,57,255,3
653280.1138374204,7558602.436195613,1377.786376953125,56,57,255,3
653260.6891010907,7558600.68576111,1379.7755126953125,56,57,255,3
653241.5292522076,7558598.773366188,1382.180908203125,56,57,255,3
653222.1108915735,7558596.564748574,1384.195068359375,56,57,255,3
653202.5188839636,7558594.570652558,1386.0164794921875,56,57,255,3
653183.1378315877,7558592.673587107,1388.3873291015625,56,57,255,3
653163.9798483097,7558590.612056489,1389.8651123046875,56,57,255,3
653145.252844704,7558588.417202617,1392.3721923828125,56,57,255,3
653127.2112171127,7558585.223934987,1394.2498779296875,56,57,255,3
653933.7525235437,7558623.57281452,1283.4541015625,56,57,255,3
653906.4287422998,7558629.650030659,1284.48046875,56,57,255,3
653879.916171955,7558635.495239845,1289.2183837890625,56,57,255,3
653854.1445653217,7558641.113567738,1295.1285400390625,56,57,255,3
653828.9660914596,7558646.346305561,1300.2337646484375,56,57,255,3
653804.1742180077,7558651.255966713,1304.6260986328125,56,57,255,3
653779.5075275849,7558655.770684574,1308.1982421875,56,57,255,3
653754.9995990325,7558659.855007485,1312.1044921875,56,57,255,3
653730.6491297728,7558663.705511701,1315.6280517578125,56,57,255,3
653706.4701762365,7558667.379221784,1319.0548095703125,56,57,255,3
653682.5025949876,7558670.794246985,1322.355712890625,56,57,255,3
653658.6416152015,7558673.831911806,1324.9893798828125,56,57,255,3
653634.9514349916,7558676.645914648,1328.3663330078125,56,57,255,3
653611.3567268187,7558679.793614166,1331.59912109375,56,57,255,3
653587.9994716661,7558683.414604565,1335.095458984375,56,57,255,3
653564.8848345603,7558687.481100269,1337.416015625,56,57,255,3
653542.3736007982,7558691.864842539,1340.6668701171875,56,57,255,3
653520.0033464346,7558696.172939083,1343.223388671875,56,57,255,3
653497.630406216,7558700.29376972,1346.451904296875,56,57,255,3
653475.3576371544,7558704.027469116,1348.8704833984375,56,57,255,3
653453.3798513197,7558707.039198755,1352.1011962890625,56,57,255,3
653431.6341764957,7558709.503112492,1353.5294189453125,56,57,255,3
653410.4166670439,7558711.905154991,1357.146240234375,56,57,255,3
653389.7898563867,7558714.661078429,1359.256591796875,56,57,255,3
653369.5912679145,7558718.032732722,1358.8812255859375,56,57,255,3
653349.9095405936,7558721.707015369,1363.1016845703125,56,57,255,3
653330.9930092175,7558725.155601451,1364.80322265625,56,57,255,3
653312.4498436872,7558728.3831567215,1366.806396484375,56,57,255,3
653294.2887959555,7558731.652400348,1368.1297607421875,56,57,255,3
653276.7509395104,7558734.790457098,1369.4951171875,56,57,255,3
653259.7971151847,7558736.989594839,1371.2998046875,56,57,255,3
653243.7604716914,7558737.061695542,1372.4364013671875,56,57,255,3
653229.5516952659,7558733.103948588,1374.063232421875,56,57,255,3
653216.9371843558,7558725.046179405,1376.3067626953125,56,57,255,3
653205.8461148135,7558713.839338324,1378.026611328125,56,57,255,3
653197.6749346905,7558699.164113562,1380.6988525390625,56,57,255,3
653193.5361761418,7558681.358475539,1382.193115234375,56,57,255,3
653193.7541768248,7558661.9588231025,1382.9818115234375,56,57,255,3
653199.0975302821,7558641.853864484,1383.4853515625,56,57,255,3
653210.021492411,7558622.438022948,1383.5986328125,56,57,255,3
653225.5416985722,7558604.4485650435,1383.051513671875,56,57,255,3
653245.1910011243,7558587.923202093,1382.2344970703125,56,57,255,3
653269.7652766882,7558572.591193243,1380.7794189453125,56,57,255,3
653297.7877668244,7558558.242680673,1379.23046875,56,57,255,3
653328.5046259131,7558544.504981928,1376.5279541015625,56,57,255,3
653361.1351484016,7558530.226488832,1373.3316650390625,56,57,255,3
653395.2015585979,7558515.153961742,1369.874755859375,56,57,255,3
653430.424627736,7558499.748352467,1366.1827392578125,56,57,255,3
653465.8221550278,7558484.765680177,1362.3751220703125,56,57,255,3
653501.9735556094,7558471.916858693,1358.3304443359375,56,57,255,3
653539.0357007429,7558459.5725429235,1353.2857666015625,56,57,255,3
653576.6908432968,7558446.6742485985,1349.394775390625,56,57,255,3
653768.3051052053,7558867.152907828,1293.628173828125,56,57,255,3
653756.2652786212,7558873.979156047,1293.9481201171875,56,57,255,3
653743.7135518668,7558874.940592338,1295.029296875,56,57,255,3
653732.002572115,7558870.389861927,1296.874755859375,56,57,255,3
653722.3181542637,7558863.113768768,1299.100341796875,56,57,255,3
653714.0571018386,7558853.085509175,1301.0238037109375,56,57,255,3
653707.2454261637,7558839.754116485,1303.5338134765625,56,57,255,3
653702.0436863157,7558824.29042208,1306.4234619140625,56,57,255,3
653697.9174327361,7558808.02963676,1309.9146728515625,56,57,255,3
653694.2550931894,7558791.843469038,1311.9532470703125,56,57,255,3
653690.7936206997,7558775.688080653,1314.650390625,56,57,255,3
653687.4452844402,7558759.27727183,1317.033203125,56,57,255,3
653683.9578002731,7558742.211964428,1319.81298828125,56,57,255,3
653680.3659606212,7558724.728373865,1320.9241943359375,56,57,255,3
653676.8884578247,7558707.261015343,1322.7120361328125,56,57,255,3
653673.6251992949,7558689.8345755,1322.3524169921875,56,57,255,3
653670.525606018,7558672.417958325,1323.7489013671875,56,57,255,3
653667.2845492868,7558654.852403938,1325.272216796875,56,57,255,3
653663.505439562,7558637.104796495,1327.2703857421875,56,57,255,3
653658.8231766064,7558619.200095784,1328.2880859375,56,57,255,3
653653.373952541,7558601.549142312,1329.4000244140625,56,57,255,3
653647.3053301091,7558584.198240372,1332.77294921875,56,57,255,3
653641.0067762798,7558567.123883411,1334.6708984375,56,57,255,3
653634.5970071333,7558550.445577033,1336.3287353515625,56,57,255,3
653628.5142880571,7558534.142730145,1337.728759765625,56,57,255,3
653622.8409888793,7558518.182821785,1339.974365234375,56,57,255,3
653617.0151109381,7558502.550913104,1341.2127685546875,56,57,255,3
653611.2858113104,7558487.290032382,1342.5296630859375,56,57,255,3
653605.7919266536,7558472.183734782,1343.813232421875,56,57,255,3
653600.482021359,7558457.331937801,1345.1956787109375,56,57,255,3
653595.2269360598,7558442.61455799,1346.89013671875,56,57,255,3
653590.0663779508,7558428.127585582,1348.7265625,56,57,255,3
653584.8670792419,7558414.228291413,1350.23828125,56,57,255,3
653578.9624623427,7558401.12960827,1352.79541015625,56,57,255,3
653571.8479335961,7558389.784624345,1355.6533203125,56,57,255,3
653563.2618491239,7558380.767672135,1358.6226806640625,56,57,255,3
653553.1292880757,7558375.038807698,1360.859619140625,56,57,255,3
653531.5980595779,7558375.155040765,1363.714111328125,56,57,255,3
653521.6742016097,7558381.013451695,1364.345458984375,56,57,255,3
653513.3648952149,7558391.210658561,1364.2548828125,56,57,255,3
653506.8412184113,7558404.932803499,1362.974853515625,56,57,255,3
653502.2428355756,7558421.832365864,1362.1131591796875,56,57,255,3
653499.6830489058,7558441.4759901725,1360.498291015625,56,57,255,3
653499.5158224185,7558463.322956547,1359.0037841796875,56,57,255,3
653501.2211471612,7558487.473276958,1357.5462646484375,56,57,255,3
653504.0495237354,7558513.947653888,1355.5152587890625,56,57,255,3
653506.192636016,7558540.128207487,1354.28662109375,56,57,255,3
653507.098635347,7558568.051470001,1353.103759765625,56,57,255,3
653506.9917045375,7558596.775677717,1351.4686279296875,56,57,255,3
653506.4044823092,7558626.164129348,1349.468505859375,56,57,255,3
653505.8122924663,7558656.160980489,1347.7108154296875,56,57,255,3
653505.3838705603,7558688.152936176,1345.93798828125,56,57,255,3
653505.0094586278,7558718.949448916,1343.3839111328125,56,57,255,3
653504.7241688416,7558749.891767196,1339.5828857421875,56,57,255,3
653504.6042101693,7558781.050011149,1339.291748046875,56,57,255,3
653504.9171052929,7558812.3933435185,1336.2115478515625,56,57,255,3
653505.1658052917,7558842.88067292,1332.37451171875,56,57,255,3
653504.6699012904,7558874.184986241,1328.6617431640625,56,57,255,3
653503.2810436421,7558904.930169242,1326.0777587890625,56,57,255,3
653501.4381310198,7558935.376614255,1324.1082763671875,56,57,255,3
653499.2390542772,7558964.940208323,1322.73583984375,56,57,255,3
653495.8957303131,7558991.719584477,1322.677978515625,56,57,255,3
653490.5574407341,7559016.0290650325,1322.4989013671875,56,57,255,3
653482.780865806,7559038.15117252,1323.531982421875,56,57,255,3
653472.248088178,7559055.922404065,1324.248779296875,56,57,255,3
653459.1058196151,7559068.059257625,1325.62109375,56,57,255,3
653443.9522669327,7559073.267777835,1328.018310546875,56,57,255,3
653427.9643507177,7559072.732807862,1331.3843994140625,56,57,255,3
653411.549256435,7559067.593092217,1333.6806640625,56,57,255,3
653395.7666411889,7559058.773574707,1336.4085693359375,56,57,255,3
653382.3135957476,7559045.542280593,1338.9921875,56,57,255,3
653371.5914654323,7559028.026171834,1341.2667236328125,56,57,255,3
653363.0637628167,7559007.363713435,1343.1092529296875,56,57,255,3
653356.4860978039,7558983.783762327,1343.5947265625,56,57,255,3
653351.1392979856,7558959.434612063,1346.2030029296875,56,57,255,3
653346.5289032841,7558934.342868629,1348.2630615234375,56,57,255,3
653341.8108171658,7558909.413272486,1349.392333984375,56,57,255,3
653337.3852268922,7558884.032954393,1350.88623046875,56,57,255,3
