time,Easting,Northing,Altitude,mark,glacier,fuffens,Name
2017-04-07 13:14:45,655702.3874478104,7556762.182777218,1451.0076629264936,1355.0986813444624,,,erik1
2017-04-07 13:14:46,655677.0301631186,7556771.47133128,1451.0076629264936,1354.5275824382124,,,erik1
2017-04-07 13:14:47,655650.5734950266,7556781.236653505,1451.0076629264936,1356.0160594303998,,,erik1
2017-04-07 13:14:48,655624.0216998956,7556790.612496575,1451.0076629264936,1357.5898902897748,,,erik1
2017-04-07 13:14:49,655595.5512157062,7556800.012807574,1451.0076629264936,1359.8787980358686,,,erik1
2017-04-07 13:14:50,655570.658873491,7556808.225455318,1451.0076629264936,1370.2289588744568,,,erik1
2017-04-07 13:14:51,655544.7285054461,7556818.1548121525,1451.0076629264936,1384.309921534892,,,erik1
2017-04-07 13:14:52,655516.9072557229,7556827.014643863,1451.0076629264936,1390.4939418864544,,,erik1
2017-04-07 13:14:53,655491.5931543715,7556837.98389166,1451.0076629264936,1393.1444018288373,,,erik1
2017-04-07 13:14:54,655467.7416704656,7556849.706858437,1451.0076629264936,1395.786012916728,,,erik1
2017-04-07 13:14:55,655443.9079572209,7556861.833790724,1451.0076629264936,1398.087574010478,,,erik1
2017-04-07 13:14:56,655419.1614099259,7556870.375058828,1451.0076629264936,1400.230407550517,,,erik1
2017-04-07 13:14:57,655396.1898719106,7556879.941758758,1451.0076629264936,1399.636158571025,,,erik1
2017-04-07 13:14:58,655373.9657298669,7556889.244825565,1451.0076629264936,1398.1401818132124,,,erik1
2017-04-07 13:14:59,655349.9365852674,7556898.7760137,1451.0076629264936,1397.3492043425092,,,erik1
2017-04-07 13:15:00,655327.0428906442,7556906.718480582,1451.0076629264936,1400.4669986361291,,,erik1
2017-04-07 13:15:01,655304.7087016118,7556913.627380217,1451.0076629264936,1405.4793815676767,,,erik1
2017-04-07 13:15:02,655280.5445775654,7556918.515327607,1451.0076629264936,1407.9033749382124,,,erik1
2017-04-07 13:15:03,655255.7603069753,7556920.584594557,1451.0076629264936,1408.1656517741499,,,erik1
2017-04-07 13:15:04,655230.2793450234,7556920.92626725,1451.0076629264936,1406.8110616960248,,,erik1
2017-04-07 13:15:05,655204.6663538836,7556920.848154645,1451.0076629264936,1405.2095966569623,,,erik1
2017-04-07 13:15:06,655178.7192412311,7556921.031044006,1451.0076629264936,1403.6081122624312,,,erik1
2017-04-07 13:15:07,655152.5964164181,7556922.327386353,1451.0076629264936,1401.4258777233686,,,erik1
2017-04-07 13:15:08,655126.4734969588,7556924.49492026,1451.0076629264936,1398.7758612565717,,,erik1
2017-04-07 13:15:09,655100.1390333424,7556927.211829735,1451.0076629264936,1396.7507096257123,,,erik1
2017-04-07 13:15:10,655074.0398773409,7556929.278310163,1451.0076629264936,1395.931938512431,,,erik1
2017-04-07 13:15:11,655047.2991828029,7556930.903619292,1451.0076629264936,1395.475144918681,,,erik1
2017-04-07 13:15:12,655020.6116432594,7556931.417980301,1385.6376629264937,1329.7345373698531,,,erik1
2017-04-07 13:15:13,654994.0456759678,7556931.078387099,1385.6376629264937,1330.037850494853,,,erik1
2017-04-07 13:15:14,654967.6716156242,7556930.226211011,1387.0776629264935,1331.9195589518843,,,erik1
2017-04-07 13:15:15,654941.323535226,7556929.29159728,1387.5576629264935,1332.8412964128217,,,erik1
2017-04-07 13:15:16,654915.3993461519,7556927.6523538055,1387.0776629264935,1332.8030338737592,,,erik1
2017-04-07 13:15:17,654889.5227091976,7556925.978790727,1389.4876629264936,1334.9763445964154,,,erik1
2017-04-07 13:15:18,654863.366595206,7556924.588308429,1388.5276629264936,1333.3311496940717,,,erik1
2017-04-07 13:15:19,654837.4650625496,7556923.269622878,1388.5276629264936,1332.434947653056,,,erik1
2017-04-07 13:15:20,654811.5357293194,7556922.296034704,1388.5276629264936,1330.9304161686812,,,erik1
2017-04-07 13:15:21,654785.4714577869,7556921.239660399,1388.5276629264936,1329.0336194157514,,,erik1
2017-04-07 13:15:22,654759.1462943314,7556920.158451521,1388.5276629264936,1327.0964129460249,,,erik1
2017-04-07 13:15:23,654732.3712149968,7556918.938023144,1388.5276629264936,1325.4815696257124,,,erik1
2017-04-07 13:15:24,654705.4448808944,7556917.615110897,1388.5276629264936,1324.0630148600874,,,erik1
2017-04-07 13:15:25,654678.3115132394,7556916.1863594055,1388.5276629264936,1322.6368440983686,,,erik1
2017-04-07 13:15:26,654651.280916952,7556914.735997587,1398.1376629264937,1330.753679196025,,,erik1
2017-04-07 13:15:27,654624.2214142646,7556913.359093246,1399.5776629264935,1330.6966087077435,,,erik1
2017-04-07 13:15:28,654597.6033548997,7556911.390982341,1413.6260748925781,1344.5482567822266,1348.8486328125,,erik1
2017-04-07 13:15:29,654571.9027244432,7556908.65427266,1415.8059328125,1343.0821904078778,1352.1805419921875,,erik1
2017-04-07 13:15:30,654546.1323369243,7556905.913612854,1417.4242671679688,1340.4219374955428,1355.148681640625,,erik1
2017-04-07 13:15:31,654520.2027973916,7556903.201109313,1420.1929675195313,1339.2713348185548,1358.390625,,erik1
2017-04-07 13:15:32,654494.4318905585,7556900.526503621,1423.1378413867187,1339.0633884643555,1361.450927734375,,erik1
2017-04-07 13:15:33,654469.0111158448,7556897.788948644,1426.4824215234376,1339.2709315775392,1364.9501953125,,erik1
2017-04-07 13:15:34,654443.5917844133,7556895.201559897,1429.5629876660157,1338.5333553092153,1367.89599609375,,erik1
2017-04-07 13:15:35,654418.3577722413,7556892.906517773,1434.0766842773437,1338.9113482695311,1371.9708251953125,,erik1
2017-04-07 13:15:36,654393.3340498304,7556890.895955082,1436.8202627734374,1337.7159184308268,1375.143310546875,,erik1
2017-04-07 13:15:37,654368.4983504125,7556889.074866305,1438.769725654297,1336.0570875776812,1378.2822265625,,erik1
2017-04-07 13:15:38,654344.0106734503,7556887.284313736,1440.5519055078125,1334.4141583063447,1381.260498046875,,erik1
2017-04-07 13:15:39,654319.6882642616,7556885.363456149,1442.2381591210938,1332.7812640052675,1384.3875732421875,,erik1
2017-04-07 13:15:40,654295.6633421294,7556883.207849633,1444.3880948242188,1331.6116624501658,1387.977294921875,,erik1
2017-04-07 13:15:41,654272.0560373247,7556881.030749175,1446.32656203125,1330.3001408183593,1391.10107421875,,erik1
2017-04-07 13:15:42,654248.7006295032,7556879.028198631,1447.48512703125,1328.3929905174477,1393.438232421875,,erik1
2017-04-07 13:15:43,654225.648921626,7556876.978543798,1449.8609805371093,1328.3964265410154,1396.9373779296875,1346.8536017285155,erik1
2017-04-07 13:15:44,654202.7184625877,7556874.599258532,1451.668646875,,1399.7269287109375,1350.2892682558593,erik1
2017-04-07 13:15:45,654179.8759371263,7556871.804042682,1453.2973588671875,,1402.3375244140625,1354.232986438802,erik1
2017-04-07 13:15:46,654157.3173663684,7556868.707674748,1455.750126923828,,1405.48193359375,1359.422699408203,erik1
2017-04-07 13:15:47,654134.5502117551,7556865.355514248,1457.1903287597656,,1407.4959716796875,1364.1331076546223,erik1
2017-04-07 13:15:48,654111.7226823183,7556861.784539677,1459.5964706933594,,1410.4759521484375,1369.4378932903646,erik1
2017-04-07 13:15:49,654088.9186977777,7556858.112173844,1461.5128275292968,,1412.8245849609375,1373.400191349414,erik1
2017-04-07 13:15:50,654066.2728824604,7556854.018737209,1463.8310988378905,,1415.0294189453125,1377.1795004731443,erik1
2017-04-07 13:15:51,654043.7954423068,7556849.392443123,1466.2211779003906,,1417.2657470703125,1380.5945342314453,erik1
2017-04-07 13:15:52,654021.3843419148,7556844.592407874,1468.8727293457032,,1419.7635498046875,1383.2309814121095,erik1
2017-04-07 13:15:53,653999.157118508,7556839.70059128,1471.1021799609375,,1421.877685546875,1385.2527453798828,erik1
2017-04-07 13:15:54,653977.026441371,7556834.889673543,1473.5011817285156,,1424.161376953125,1387.444067501953,erik1
2017-04-07 13:15:55,653954.9813012034,7556830.168365579,1475.722139111328,,1426.196533203125,1389.426794191406,erik1
2017-04-07 13:15:56,653933.1317385201,7556825.393416791,1478.181519111328,,1428.4449462890625,1391.6725689570312,erik1
2017-04-07 13:15:57,653911.2108807963,7556820.464562234,1480.311553408203,,1430.364013671875,1393.7505298779297,erik1
2017-04-07 13:15:58,653889.0890409088,7556815.327196314,1482.2704160644532,,1432.1119384765625,1395.6830639746095,erik1
